,super_cluster,gene_names
0,0,RFC3
0,0,RFC4
0,0,RFC5
0,0,RGPD3
0,0,RGPD3;RGPD4
0,0,RHOA
0,0,RHOC
0,0,RHOG
0,0,RHOQ
0,0,RHOT1
0,0,RICTOR
0,0,RIF1
0,0,RING1
0,0,RINT1
0,0,RIOK1
0,0,RIOK2
0,0,RIOK3
0,0,RLF
0,0,RMDN1
0,0,RMDN2
0,0,RMDN3
0,0,RMI1
0,0,RMI2
0,0,RMND5A
0,0,RNASEH2A
0,0,RNASEH2B
0,0,RNASEH2C
0,0,RNF10
0,0,RNF126
0,0,RNF169
0,0,RNF2
0,0,RNF20
0,0,RNF214
0,0,RNF219
0,0,RNF25
0,0,RNF34
0,0,RNF40
0,0,RNGTT
0,0,RNMT
0,0,RNMTL1
0,0,RNPC3
0,0,RNPEP
0,0,RNPS1
0,0,ROGDI
0,0,RPA2
0,0,RPAP1
0,0,RPAP2
0,0,RPAP3
0,0,RPF2
0,0,RPL10
0,0,RPL10A
0,0,RPL11
0,0,RPL12
0,0,RPL13
0,0,RPL13A;RPL13A
0,0,RPL14
0,0,RPL15
0,0,RPL17;RPL17-C18ORF32
0,0,RPL18
0,0,RPL18A
0,0,RPL19
0,0,RPL21
0,0,RPL22
0,0,RPL22L1
0,0,RPL23
0,0,RPL23A
0,0,RPL24
0,0,RPL26;RPL26L1
0,0,RPL26L1;RPL26
0,0,RPL27
0,0,RPL27A
0,0,RPL28
0,0,RPL29
0,0,RPL3
0,0,RPL30
0,0,RPL31
0,0,RPL32
0,0,RPL34
0,0,RPL35
0,0,RPL35A
0,0,RPL36
0,0,RPL36A;RPL36A-HNRNPH2;RPL36AL
0,0,RPL36AL;RPL36A;RPL36A-HNRNPH2
0,0,RPL37A
0,0,RPL38
0,0,RPL39P5;RPL39
0,0,RPL4
0,0,RPL5
0,0,RPL6
0,0,RPL7
0,0,RPL7A
0,0,RPL7L1
0,0,RPL8
0,0,RPL9
0,0,RPLP0;RPLP0P6
0,0,RPLP1
0,0,RPLP2
0,0,RPN1
0,0,RPN2
0,0,RPP14
0,0,RPP25L
0,0,RPP30
0,0,RPP40
0,0,RPRD1A
0,0,RPRD1B
0,0,RPRD1B;RPRD1A
0,0,RPRD2
0,0,RPS10;RPS10-NUDT3
0,0,RPS11
0,0,RPS12
0,0,RPS13
0,0,RPS14
0,0,RPS15
0,0,RPS15A
0,0,RPS16
0,0,RPS17
0,0,RPS18
0,0,RPS19
0,0,RPS2
0,0,RPS20
0,0,RPS21
0,0,RPS23
0,0,RPS24
0,0,RPS25
0,0,RPS26
0,0,RPS26;RPS26P11
0,0,RPS27
0,0,RPS27;RPS27L
0,0,RPS27A
0,0,RPS27A;UBC;UBB;UBA52
0,0,RPS27L
0,0,RPS28
0,0,RPS29
0,0,RPS3
0,0,RPS3A
0,0,RPS4X
0,0,RPS5
0,0,RPS6
0,0,RPS6KA1
0,0,RPS6KA3
0,0,RPS6KA4
0,0,RPS6KB2
0,0,RPS7
0,0,RPS8
0,0,RPS9
0,0,RPSA
0,0,RPTOR
0,0,RRAS2
0,0,RRBP1
0,0,RREB1
0,0,RRP1
0,0,RRP12
0,0,RRP15
0,0,RRP1B
0,0,RRP36
0,0,RRP8
0,0,RRP9
0,0,RRS1
0,0,RSBN1
0,0,RSBN1L
0,0,RSF1
0,0,RSL1D1
0,0,RSRC1
0,0,RSU1
0,0,RTCB
0,0,RTN2
0,0,RTN3
0,0,RTN4
0,0,RUVBL1
0,0,RUVBL2
0,0,RYBP
0,0,S100A10
0,0,S100A7
0,0,S100A7;S100A7A
0,0,SACM1L
0,0,SACS
0,0,SAE1
0,0,SAFB
0,0,SAFB2
0,0,SALL1
0,0,SAMD4B
0,0,SAP130
0,0,SAP18
0,0,SAP30
0,0,SAP30BP
0,0,SAP30L
0,0,SAR1A
0,0,SAR1B
0,0,SAR1B;DKFZP434B2017
0,0,SARNP
0,0,SARS
0,0,SART1
0,0,SART3
0,0,SATB2
0,0,SBDS
0,0,SBF1
0,0,SBF2
0,0,SCAF1
0,0,SCAF11
0,0,SCAF4
0,0,SCAMP1
0,0,SCAMP2
0,0,SCAMP3
0,0,SCAMP4
0,0,SCARB2
0,0,SCD
0,0,SCFD1
0,0,SCFD2
0,0,SCIN
0,0,SCML2
0,0,SCNM1
0,0,SCO1
0,0,SCOC
0,0,SCRIB
0,0,SCYL1
0,0,SCYL2
0,0,SCYL3
0,0,SDAD1
0,0,SDC3
0,0,SDCCAG3
0,0,SDF2L1
0,0,SDHA
0,0,SEC11A
0,0,SEC11A;SEC11B
0,0,SEC11C
0,0,SEC13
0,0,SEC16A
0,0,SEC22A
0,0,SEC22B
0,0,SEC23A
0,0,SEC23B
0,0,SEC23IP
0,0,SEC24A
0,0,SEC24B
0,0,SEC24C
0,0,SEC24D
0,0,SEC31A
0,0,SEC61A1
0,0,SEC61A2
0,0,SEC61B
0,0,SEC61G
0,0,SEC62
0,0,SEC63
0,0,SEH1L
0,0,SELT
0,0,SEM1
0,0,SENP5
0,0,SEP15
0,0,SEPT10
0,0,SEPT11
0,0,SEPT2
0,0,SEPT3
0,0,SEPT5
0,0,SEPT6
0,0,SEPT7
0,0,SEPT8
0,0,SEPT9
0,0,SERBP1
0,0,SERPINB12
0,0,SERPINH1
0,0,SET
0,0,SET;SETSIP
0,0,SETD2
0,0,SETDB1
0,0,SF1
0,0,SF3A1
0,0,SF3A2
0,0,SF3A3
0,0,SF3B1
0,0,SF3B2
0,0,SF3B3
0,0,SF3B4
0,0,SF3B5
0,0,SF3B6
0,0,SFI1
0,0,SFN
0,0,SFPQ
0,0,SFT2D3
0,0,SFXN1
0,0,SGCB
0,0,SGOL2
0,0,SGPL1
0,0,SGTA
0,0,SH2B1
0,0,SH3BGRL2
0,0,SH3BP1
0,0,SH3D19
0,0,SH3GL1
0,0,SH3GL3
0,0,SHC1
0,0,SHCBP1
0,0,SHKBP1
0,0,SHPRH
0,0,SIK3
0,0,SIKE1
0,0,SIN3A
0,0,SIPA1L3
0,0,SIRT5
0,0,SIX1;SIX2
0,0,SKA3
0,0,SKIV2L
0,0,SKIV2L2
0,0,SKP1
0,0,SLAIN1
0,0,SLAIN2
0,0,SLC11A2
0,0,SLC12A2
0,0,SLC15A4
0,0,SLC16A1
0,0,SLC16A10
0,0,SLC18B1
0,0,SLC19A1
0,0,SLC19A2
0,0,SLC1A3
0,0,SLC1A4
0,0,SLC1A5
0,0,SLC23A2
0,0,SLC25A17
0,0,SLC25A5
0,0,SLC25A6
0,0,SLC27A2
0,0,SLC27A4
0,0,SLC2A1
0,0,SLC2A8
0,0,SLC30A5
0,0,SLC30A6
0,0,SLC31A1
0,0,SLC33A1
0,0,SLC35B1
0,0,SLC35B2
0,0,SLC35C1
0,0,SLC35E1
0,0,SLC35F2
0,0,SLC35F6
0,0,SLC37A4
0,0,SLC38A2
0,0,SLC39A8
0,0,SLC3A2
0,0,SLC4A1AP
0,0,SLC4A2
0,0,SLC4A7
0,0,SLC50A1
0,0,SLC6A15
0,0,SLC6A8
0,0,SLC7A3
0,0,SLC7A5
0,0,SLC7A6
0,0,SLC9A3R1
0,0,SLIRP
0,0,SLIT2
0,0,SLK
0,0,SLMAP
0,0,SLTM
0,0,SMAP2
0,0,SMARCA1
0,0,SMARCA2
0,0,SMARCA4
0,0,SMARCA5
0,0,SMARCAD1
0,0,SMARCAL1
0,0,SMARCB1
0,0,SMARCC1
0,0,SMARCC2
0,0,SMARCD1
0,0,SMARCD2
0,0,SMARCD3
0,0,SMARCE1
0,0,SMC1A
0,0,SMC2
0,0,SMC3
0,0,SMC4
0,0,SMCHD1
0,0,SMEK1
0,0,SMG1
0,0,SMG7
0,0,SMG8
0,0,SMIM11
0,0,SMN1
0,0,SMN1;SMN2
0,0,SMNDC1
0,0,SMPD4
0,0,SMU1
0,0,SNAP23
0,0,SNAP29
0,0,SNAPC4
0,0,SND1
0,0,SNF8
0,0,SNRNP200
0,0,SNRNP35
0,0,SNRNP40
0,0,SNRNP40;DKFZP434D199
0,0,SNRNP48
0,0,SNRNP70
0,0,SNRPA
0,0,SNRPA1
0,0,SNRPB
0,0,SNRPB2
0,0,SNRPB;SNRPN
0,0,SNRPC
0,0,SNRPD1
0,0,SNRPD2
0,0,SNRPD3
0,0,SNRPE
0,0,SNRPF
0,0,SNTB2
0,0,SNUPN
0,0,SNW1
0,0,SNX1
0,0,SNX11
0,0,SNX12
0,0,SNX2
0,0,SNX27
0,0,SNX3
0,0,SNX30
0,0,SNX4
0,0,SNX5
0,0,SNX6
0,0,SNX7
0,0,SNX9
0,0,SOAT1
0,0,SOGA1
0,0,SON
0,0,SORT1
0,0,SOS1
0,0,SOWAHC
0,0,SOX12
0,0,SPAG5
0,0,SPAG9
0,0,SPAST
0,0,SPATA5
0,0,SPATS2
0,0,SPATS2L
0,0,SPC24
0,0,SPC25
0,0,SPCS1
0,0,SPCS2
0,0,SPCS3
0,0,SPECC1
0,0,SPECC1L;SPECC1L-ADORA2A
0,0,SPG20
0,0,SPG21
0,0,SPIN1;SPIN3
0,0,SPIRE1
0,0,SPPL3
0,0,SPRYD3
0,0,SPTAN1
0,0,SPTBN1
0,0,SPTLC1
0,0,SPTLC2
0,0,SPTY2D1
0,0,SQSTM1
0,0,SRBD1
0,0,SRCAP
0,0,SRFBP1
0,0,SRGAP2
0,0,SRI
0,0,SRP14
0,0,SRP19
0,0,SRP54
0,0,SRP68
0,0,SRP72
0,0,SRP9
0,0,SRP9;DKFZP564M2223
0,0,SRPK1
0,0,SRPK2
0,0,SRPR
0,0,SRPRA
0,0,SRPRB
0,0,SRRM1
0,0,SRRM2
0,0,SRRT
0,0,SRSF1
0,0,SRSF10
0,0,SRSF4
0,0,SRSF6
0,0,SRSF9
0,0,SS18
0,0,SS18L1
0,0,SSB
0,0,SSBP1
0,0,SSFA2
0,0,SSR1
0,0,SSR3
0,0,SSR4
0,0,SSRP1
0,0,SSSCA1
0,0,ST13;ST13P4;ST13P5
0,0,ST7
0,0,STAG1
0,0,STAG1;DKFZP781D1416
0,0,STAG2
0,0,STAM
0,0,STAM2
0,0,STAU1
0,0,STAU2
0,0,STEAP3
0,0,STIM1
0,0,STIM2
0,0,STIP1
0,0,STK11
0,0,STK24
0,0,STK25
0,0,STK26
0,0,STK3
0,0,STK32C
0,0,STK4
0,0,STMN1
0,0,STOM
0,0,STOML2
0,0,STRADA
0,0,STRAP
0,0,STRBP
0,0,STRIP1
0,0,STRIP2
0,0,STRN
0,0,STRN3
0,0,STRN4
0,0,STT3A
0,0,STT3B
0,0,STUB1
0,0,STX10
0,0,STX12
0,0,STX16
0,0,STX16;STX16-NPEPL1
0,0,STX18
0,0,STX2
0,0,STX3
0,0,STX4
0,0,STX5
0,0,STX6
0,0,STX7
0,0,STX8
0,0,STXBP1
0,0,STXBP2
0,0,SUB1
0,0,SUDS3
0,0,SUGP1
0,0,SUGP2
0,0,SUGT1
0,0,SUMO1
0,0,SUMO3;SUMO2;SUMO4
0,0,SUN2
0,0,SUPT16H
0,0,SUPT20H
0,0,SUPT3H
0,0,SUPT4H1
0,0,SUPT5H
0,0,SUPT6H
0,0,SUPT7L
0,0,SURF4
0,0,SURF6
0,0,SUV39H1
0,0,SUV39H2
0,0,SUZ12
0,0,SVIL
0,0,SVIP
0,0,SYAP1
0,0,SYBU
0,0,SYF2
0,0,SYMPK
0,0,SYN2
0,0,SYNCRIP
0,0,SYNRG
0,0,SYPL1
0,0,SYVN1
0,0,TAB1
0,0,TAB2
0,0,TAB3
0,0,TACC1
0,0,TACC2
0,0,TACC3
0,0,TADA1
0,0,TADA2B
0,0,TADA3
0,0,TAF1
0,0,TAF10
0,0,TAF12
0,0,TAF15
0,0,TAF1A
0,0,TAF1B
0,0,TAF4
0,0,TAF5
0,0,TAF5L
0,0,TAF6
0,0,TAF6L
0,0,TAF9
0,0,TAF9B
0,0,TANC1
0,0,TANGO6
0,0,TANK
0,0,TAOK1
0,0,TAOK2
0,0,TAP1
0,0,TARBP2
0,0,TARDBP
0,0,TARDBP;TDP43
0,0,TATDN3
0,0,TBC1D1
0,0,TBC1D23
0,0,TBC1D4
0,0,TBC1D5
0,0,TBCB
0,0,TBCD
0,0,TBKBP1
0,0,TBL1XR1
0,0,TBL2
0,0,TBL3
0,0,TBP
0,0,TCEB1
0,0,TCEB2
0,0,TCERG1
0,0,TCF20
0,0,TCF25
0,0,TCP1
0,0,TCP11L1
0,0,TCP11L2
0,0,TCTEX1D2
0,0,TDP1
0,0,TECR
0,0,TEFM
0,0,TERF2
0,0,TERF2IP
0,0,TET1
0,0,TET3
0,0,TEX10
0,0,TEX2
0,0,TEX264
0,0,TFAM
0,0,TFAP2A
0,0,TFG
0,0,TFIP11
0,0,TFRC
0,0,TGFBRAP1
0,0,TGS1
0,0,THOC1
0,0,THOC2
0,0,THOC5
0,0,THOC6
0,0,THOC7;NIF3L1BP1
0,0,THRAP3
0,0,TIA1
0,0,TIAM1
0,0,TICRR
0,0,TIGD1
0,0,TIMM17B
0,0,TIMM44
0,0,TINF2
0,0,TJP1
0,0,TJP2
0,0,TKFC;DAK
0,0,TLK1
0,0,TLK2
0,0,TLN1
0,0,TM9SF2
0,0,TM9SF3
0,0,TM9SF4
0,0,TMA16
0,0,TMCO1
0,0,TMED1
0,0,TMED10
0,0,TMED2
0,0,TMED3
0,0,TMED4
0,0,TMED5
0,0,TMED7-TICAM2;TMED7
0,0,TMED9
0,0,TMEM106B
0,0,TMEM115
0,0,TMEM120B
0,0,TMEM147
0,0,TMEM165
0,0,TMEM184C
0,0,TMEM192
0,0,TMEM199
0,0,TMEM214
0,0,TMEM230
0,0,TMEM237
0,0,TMEM258
0,0,TMEM260
0,0,TMEM263
0,0,TMEM30A
0,0,TMEM33
0,0,TMEM38B
0,0,TMEM43
0,0,TMEM55B
0,0,TMEM57
0,0,TMEM63B
0,0,TMEM87A
0,0,TMOD1
0,0,TMOD2
0,0,TMOD3
0,0,TMPO
0,0,TMSB10
0,0,TMSB4X
0,0,TMTC3
0,0,TMUB1
0,0,TMX1
0,0,TMX2
0,0,TMX3
0,0,TNFAIP1
0,0,TNPO1
0,0,TNPO2
0,0,TNPO3
0,0,TNRC6A
0,0,TNRC6B
0,0,TNRC6C
0,0,TOE1
0,0,TOLLIP
0,0,TOM1
0,0,TOM1L1
0,0,TOM1L2
0,0,TOMM20
0,0,TOMM20A
0,0,TOMM22
0,0,TOMM40
0,0,TOMM5
0,0,TOMM7
0,0,TOMM70A
0,0,TONSL
0,0,TOP1
0,0,TOP1MT
0,0,TOP2A
0,0,TOP2B
0,0,TOP3A
0,0,TOP3B
0,0,TOR1A
0,0,TOR1AIP1
0,0,TOR1AIP2
0,0,TOX4;TOX3;TOX2;TOX
0,0,TP53
0,0,TP53BP1
0,0,TP53I11
0,0,TPCN1
0,0,TPD52
0,0,TPD52L2
0,0,TPM1
0,0,TPP1
0,0,TPP2
0,0,TPR
0,0,TPT1
0,0,TPX2
0,0,TRA2A
0,0,TRA2B
0,0,TRAF2
0,0,TRAK1
0,0,TRAP1
0,0,TRAPPC1
0,0,TRAPPC10
0,0,TRAPPC11
0,0,TRAPPC12;CGI-87
0,0,TRAPPC13
0,0,TRAPPC2
0,0,TRAPPC2B;TRAPPC2
0,0,TRAPPC2L
0,0,TRAPPC3
0,0,TRAPPC4
0,0,TRAPPC5
0,0,TRAPPC6B
0,0,TRAPPC8
0,0,TRAPPC9
0,0,TRIM24
0,0,TRIM26
0,0,TRIM27
0,0,TRIM28
0,0,TRIM33
0,0,TRIM39-RPP21;RPP21
0,0,TRIO
0,0,TRIOBP
0,0,TRIP12
0,0,TRIP4
0,0,TRIP6
0,0,TRMT1L
0,0,TRMT2A
0,0,TRMT6
0,0,TROVE2
0,0,TRPS1
0,0,TRRAP
0,0,TRUB1
0,0,TSC22D1
0,0,TSC22D2
0,0,TSC22D3
0,0,TSG101
0,0,TSPAN6
0,0,TSPYL1
0,0,TSR1
0,0,TSR2
0,0,TST
0,0,TTBK2
0,0,TTC1
0,0,TTC13
0,0,TTC26
0,0,TTC27
0,0,TTC30A;TTC30B
0,0,TTC33
0,0,TTC37
0,0,TTC4
0,0,TTC7B
0,0,TTC9C
0,0,TTF2
0,0,TTI1
0,0,TTK
0,0,TUBA1A
0,0,TUBA1A;TUBA3E
0,0,TUBA1B
0,0,TUBA1C
0,0,TUBB
0,0,TUBB2B
0,0,TUBB4A
0,0,TUBB4B
0,0,TUBD1
0,0,TUBG1
0,0,TUBG1;TUBG2
0,0,TUBGCP2
0,0,TUBGCP3
0,0,TUBGCP4
0,0,TULP3
0,0,TUSC3
0,0,TUT1
0,0,TWF1
0,0,TWF2
0,0,TWISTNB
0,0,TXN
0,0,TXNDC9
0,0,TXNL4A
0,0,U2AF1;U2AF1L4
0,0,U2AF2
0,0,U2SURP
0,0,UBA1
0,0,UBA2
0,0,UBA3
0,0,UBA5
0,0,UBA52
0,0,UBAP1
0,0,UBAP2L
0,0,UBB
0,0,UBB;UBC;RPS27A;UBA52
0,0,UBC
0,0,UBC;UBB;RPS27A;UBA52
0,0,UBE2A
0,0,UBE2G2
0,0,UBE2I
0,0,UBE2K
0,0,UBE2M
0,0,UBE2N
0,0,UBE2O
0,0,UBE2R2
0,0,UBE3B
0,0,UBE3C
0,0,UBE4A
0,0,UBIAD1
0,0,UBL4A
0,0,UBL5
0,0,UBN2
0,0,UBQLN1
0,0,UBQLN2
0,0,UBQLN4
0,0,UBR4
0,0,UBR5
0,0,UBXN2B
0,0,UBXN4
0,0,UBXN7
0,0,UCHL5
0,0,UFC1
0,0,UFD1L
0,0,UFL1
0,0,UFM1
0,0,UGDH
0,0,UGGT1
0,0,UGT8
0,0,UHRF1
0,0,UHRF1BP1
0,0,UHRF1BP1L
0,0,ULK1
0,0,ULK3
0,0,UMAD1
0,0,UNC13B
0,0,UNC45A
0,0,UNNAMED
0,0,UPF1
0,0,UPF2
0,0,UPF3B
0,0,UQCRB
0,0,UQCRC1
0,0,UQCRFS1;UQCRFS1P1
0,0,URB2
0,0,URI1
0,0,USE1
0,0,USO1
0,0,USP1
0,0,USP10
0,0,USP14
0,0,USP15
0,0,USP16
0,0,USP19
0,0,USP22
0,0,USP34
0,0,USP39
0,0,USP7
0,0,USP9X
0,0,UTP14A
0,0,UTP15
0,0,UTP3
0,0,UTP4
0,0,UTRN
0,0,UVRAG
0,0,UXT
0,0,VAMP2
0,0,VAMP3
0,0,VAMP3;VAMP2
0,0,VAMP4
0,0,VAMP7
0,0,VAMP8
0,0,VAPA
0,0,VAPB
0,0,VARS
0,0,VASP
0,0,VBP1
0,0,VCAN
0,0,VCL
0,0,VCP
0,0,VDAC1
0,0,VDAC2
0,0,VDAC3
0,0,VEZT
0,0,VHL
0,0,VIM
0,0,VMA21
0,0,VMP1
0,0,VPRBP
0,0,VPS11
0,0,VPS13A
0,0,VPS13C
0,0,VPS16
0,0,VPS18
0,0,VPS25
0,0,VPS26A
0,0,VPS26B
0,0,VPS28
0,0,VPS29
0,0,VPS33A
0,0,VPS35
0,0,VPS36
0,0,VPS37A
0,0,VPS37B
0,0,VPS39
0,0,VPS41
0,0,VPS45
0,0,VPS4A
0,0,VPS72
0,0,VPS8
0,0,VPS9D1
0,0,VRK1
0,0,VRK2
0,0,VRK3
0,0,VTI1A
0,0,VTI1B
0,0,VWA8
0,0,VWA9
0,0,WAC
0,0,WAPAL
0,0,WAPL
0,0,WASF1
0,0,WASF2
0,0,WASF3
0,0,WASH3P;WASH2P;WASH6P;WASH1;WASH4P
0,0,WASH6P;WASH3P;WASH2P;WASH1;WASH4P
0,0,WASL
0,0,WBP11
0,0,WBSCR22
0,0,WDFY1
0,0,WDR1
0,0,WDR11
0,0,WDR12
0,0,WDR18
0,0,WDR24
0,0,WDR26
0,0,WDR3
0,0,WDR33
0,0,WDR43
0,0,WDR44
0,0,WDR48
0,0,WDR5
0,0,WDR55
0,0,WDR59
0,0,WDR6
0,0,WDR60
0,0,WDR61
0,0,WDR62
0,0,WDR7
0,0,WDR75
0,0,WDR76
0,0,WDR77
0,0,WDR82
0,0,WDR92;DKFZP434B156
0,0,WEE1
0,0,WFS1
0,0,WHSC1
0,0,WHSC1L1
0,0,WIPF1
0,0,WIPF2
0,0,WIPF3
0,0,WIZ
0,0,WLS
0,0,WNK1
0,0,WNK2
0,0,WNK3
0,0,WRB
0,0,WTAP
0,0,WWC1
0,0,WWC2
0,0,WWP1
0,0,XAB2
0,0,XIAP
0,0,XPA
0,0,XPC
0,0,XPO1
0,0,XPO4
0,0,XPO6
0,0,XPO7
0,0,XRCC1
0,0,XRCC4
0,0,XRCC5
0,0,XRCC6
0,0,XRN1
0,0,XXYLT1
0,0,YAF2
0,0,YAP1
0,0,YARS2
0,0,YBX1
0,0,YBX3
0,0,YEATS2
0,0,YEATS4
0,0,YES1
0,0,YIF1A
0,0,YIF1B
0,0,YIPF5
0,0,YKT6
0,0,YLPM1
0,0,YTHDC1
0,0,YTHDC2
0,0,YTHDF1
0,0,YTHDF2
0,0,YTHDF3
0,0,YWHAB
0,0,YWHAE
0,0,YWHAG
0,0,YWHAH
0,0,YWHAQ
0,0,YWHAZ
0,0,YY1
0,0,YY2
0,0,ZAK
0,0,ZBTB10
0,0,ZBTB21
0,0,ZBTB33
0,0,ZC2HC1A
0,0,ZC3H11A
0,0,ZC3H13
0,0,ZC3H14
0,0,ZC3H15
0,0,ZC3H18
0,0,ZC3H4
0,0,ZC3HAV1
0,0,ZCCHC11
0,0,ZCCHC17
0,0,ZCCHC3
0,0,ZCCHC8
0,0,ZCRB1
0,0,ZDBF2
0,0,ZDHHC3
0,0,ZEB1
0,0,ZEB2
0,0,ZFC3H1
0,0,ZFP1
0,0,ZFP64
0,0,ZFP91-CNTF;ZFP91
0,0,ZFR
0,0,ZHX1
0,0,ZHX2
0,0,ZHX3
0,0,ZMAT2
0,0,ZMPSTE24
0,0,ZMYM2
0,0,ZMYM3
0,0,ZMYM4
0,0,ZMYM6
0,0,ZMYND8
0,0,ZNF14
0,0,ZNF148
0,0,ZNF207
0,0,ZNF217
0,0,ZNF22
0,0,ZNF280C
0,0,ZNF280D
0,0,ZNF281
0,0,ZNF316
0,0,ZNF318
0,0,ZNF32
0,0,ZNF326
0,0,ZNF346
0,0,ZNF384
0,0,ZNF423
0,0,ZNF460
0,0,ZNF512
0,0,ZNF516
0,0,ZNF536
0,0,ZNF589
0,0,ZNF592
0,0,ZNF598
0,0,ZNF609
0,0,ZNF622
0,0,ZNF629
0,0,ZNF638
0,0,ZNF644
0,0,ZNF655
0,0,ZNF687
0,0,ZNF703
0,0,ZNF724P;ZNF708
0,0,ZNF747
0,0,ZNF768
0,0,ZNF8
0,0,ZNF830
0,0,ZNHIT1
0,0,ZNHIT2
0,0,ZNHIT6
0,0,ZNRF2
0,0,ZRSR2
0,0,ZW10
0,0,ZWINT
0,0,ZYX
0,0,ZZZ3
1,1,FAAP100;C17ORF70
1,1,FANCA
