ensg_id,target_name,annotation_name,annotation_grade
ENSG00000167508,MVD,nucleoplasm,2
ENSG00000167508,MVD,big_aggregates,1
ENSG00000110921,MVK,cytoplasmic,3
ENSG00000110921,MVK,nucleoplasm,3
ENSG00000132382,MYBBP1A,nucleolus_gc,3
ENSG00000133026,MYH10,cytoskeleton,3
ENSG00000100345,MYH9,cytoskeleton,3
ENSG00000100345,MYH9,membrane,3
ENSG00000100345,MYH9,cytoplasmic,2
ENSG00000101608,MYL12A,cytoplasmic,3
ENSG00000101608,MYL12A,cytoskeleton,3
ENSG00000118680,MYL12B,cytoskeleton,3
ENSG00000118680,MYL12B,cytoplasmic,2
ENSG00000092841,MYL6,cytoskeleton,3
ENSG00000092841,MYL6,cytoplasmic,2
ENSG00000196465,MYL6B,cytoplasmic,3
ENSG00000196465,MYL6B,cytoskeleton,3
ENSG00000196465,MYL6B,membrane,2
ENSG00000278259,MYO19,mitochondria,3
ENSG00000128641,MYO1B,membrane,3
ENSG00000128641,MYO1B,cell_contact,2
ENSG00000197879,MYO1C,membrane,3
ENSG00000197879,MYO1C,cytoplasmic,1
ENSG00000157483,MYO1E,cytoplasmic,3
ENSG00000196586,MYO6,cytoplasmic,3
ENSG00000196586,MYO6,vesicles,3
ENSG00000196586,MYO6,membrane,1
ENSG00000066933,MYO9A,cytoplasmic,3
ENSG00000066933,MYO9A,membrane,1
ENSG00000099331,MYO9B,cytoplasmic,3
ENSG00000099331,MYO9B,membrane,1
ENSG00000145414,NAF1,nucleoplasm,3
ENSG00000145414,NAF1,chromatin,2
ENSG00000145414,NAF1,nucleolus_fc_dfc,2
ENSG00000145414,NAF1,nuclear_punctae,1
ENSG00000095380,NANS,nucleoplasm,3
ENSG00000095380,NANS,cytoplasmic,1
ENSG00000105402,NAPA,cytoplasmic,3
ENSG00000105402,NAPA,golgi,3
ENSG00000105402,NAPA,nucleoplasm,3
ENSG00000105402,NAPA,vesicles,2
ENSG00000134265,NAPG,cytoplasmic,3
ENSG00000134265,NAPG,vesicles,2
ENSG00000121152,NCAPH,cytoplasmic,3
ENSG00000121152,NCAPH,nucleoplasm,3
ENSG00000121152,NCAPH,chromatin,2
ENSG00000158092,NCK1,focal_adhesions,3
ENSG00000158092,NCK1,cytoplasmic,1
ENSG00000158092,NCK1,membrane,1
ENSG00000071051,NCK2,vesicles,3
ENSG00000071051,NCK2,cytoplasmic,2
ENSG00000061676,NCKAP1,cytoplasmic,3
ENSG00000061676,NCKAP1,membrane,3
ENSG00000061676,NCKAP1,cell_contact,2
ENSG00000167566,NCKAP5L,centrosome,3
ENSG00000167566,NCKAP5L,cytoplasmic,3
ENSG00000167566,NCKAP5L,nucleoplasm,2
ENSG00000115053,NCL,nucleolus_gc,3
ENSG00000115053,NCL,nucleoplasm,1
ENSG00000125912,NCLN,er,3
ENSG00000125912,NCLN,vesicles,1
ENSG00000084676,NCOA1,nucleoplasm,3
ENSG00000089818,NECAP1,cytoplasmic,3
ENSG00000089818,NECAP1,membrane,3
ENSG00000089818,NECAP1,nucleoplasm,3
ENSG00000157191,NECAP2,cytoplasmic,3
ENSG00000157191,NECAP2,nucleoplasm,3
ENSG00000157191,NECAP2,membrane,2
ENSG00000157191,NECAP2,cell_contact,1
ENSG00000139350,NEDD1,centrosome,3
ENSG00000139350,NEDD1,cytoplasmic,2
ENSG00000119638,NEK9,cytoplasmic,3
ENSG00000165525,NEMF,cytoplasmic,3
ENSG00000163608,NEPRO,nucleolus_gc,3
ENSG00000173848,NET1,nucleoplasm,3
ENSG00000109320,NFKB1,cytoplasmic,3
ENSG00000077150,NFKB2,cytoplasmic,3
ENSG00000077150,NFKB2,nucleoplasm,1
ENSG00000145912,NHP2,nucleolus_fc_dfc,3
ENSG00000155438,NIFK,nucleolus_gc,3
ENSG00000169251,NMD3,nucleolus_gc,3
ENSG00000169251,NMD3,cytoplasmic,2
ENSG00000169251,NMD3,nucleoplasm,1
ENSG00000115761,NOL10,nucleolus_gc,3
ENSG00000130935,NOL11,nucleolus_gc,3
ENSG00000146909,NOM1,nucleolus_gc,3
ENSG00000146909,NOM1,chromatin,1
ENSG00000147140,NONO,nucleoplasm,3
ENSG00000147140,NONO,chromatin,2
ENSG00000147140,NONO,nuclear_punctae,2
ENSG00000147140,NONO,nucleolus_fc_dfc,2
ENSG00000182117,NOP10,nucleolus_fc_dfc,3
ENSG00000182117,NOP10,nucleoplasm,1
ENSG00000111641,NOP2,nucleolus_gc,3
ENSG00000105373,NOP53,nucleolus_gc,3
ENSG00000055044,NOP58,nucleolus_fc_dfc,3
ENSG00000181163,NPM1,nucleolus_gc,3
ENSG00000107833,NPM3,nucleolus_gc,3
ENSG00000115216,NRBP1,cytoplasmic,3
ENSG00000115216,NRBP1,nucleoplasm,1
ENSG00000164346,NSA2,nucleolus_gc,3
ENSG00000147383,NSDHL,er,3
ENSG00000147383,NSDHL,vesicles,2
ENSG00000069275,NUCKS1,chromatin,3
ENSG00000069275,NUCKS1,nucleoplasm,2
ENSG00000143228,NUF2,cytoskeleton,3
ENSG00000143228,NUF2,centrosome,1
ENSG00000108256,NUFIP2,cytoplasmic,3
ENSG00000137497,NUMA1,nucleoplasm,3
ENSG00000137497,NUMA1,chromatin,2
ENSG00000111581,NUP107,nuclear_membrane,3
ENSG00000124789,NUP153,nuclear_membrane,3
ENSG00000113569,NUP155,nuclear_membrane,3
ENSG00000126883,NUP214,nuclear_membrane,3
ENSG00000126883,NUP214,big_aggregates,2
ENSG00000163002,NUP35,nuclear_membrane,3
ENSG00000163002,NUP35,big_aggregates,2
ENSG00000110713,NUP98,nuclear_membrane,3
ENSG00000102898,NUTF2,nuclear_membrane,3
ENSG00000102898,NUTF2,cytoplasmic,1
ENSG00000102898,NUTF2,nucleoplasm,1
ENSG00000143748,NVL,nucleolus_gc,3
ENSG00000143748,NVL,nucleoplasm,1
ENSG00000162231,NXF1,nuclear_membrane,3
ENSG00000162231,NXF1,nuclear_punctae,3
ENSG00000162231,NXF1,nucleoplasm,2
ENSG00000101888,NXT2,nuclear_punctae,3
ENSG00000101888,NXT2,nucleoplasm,2
ENSG00000101888,NXT2,nuclear_membrane,1
ENSG00000122126,OCRL,cytoplasmic,3
ENSG00000122126,OCRL,vesicles,2
ENSG00000122126,OCRL,golgi,1
ENSG00000276045,ORAI1,membrane,3
ENSG00000276045,ORAI1,er,2
ENSG00000110048,OSBP,golgi,3
ENSG00000110048,OSBP,vesicles,3
ENSG00000110048,OSBP,cell_contact,2
ENSG00000110048,OSBP,membrane,2
ENSG00000144909,OSBPL11,cytoplasmic,3
ENSG00000144909,OSBPL11,golgi,3
ENSG00000144909,OSBPL11,vesicles,1
ENSG00000091039,OSBPL8,er,3
ENSG00000091039,OSBPL8,cell_contact,2
ENSG00000091039,OSBPL8,membrane,2
ENSG00000091039,OSBPL8,vesicles,2
ENSG00000228474,OST4,er,3
ENSG00000198856,OSTC,er,3
ENSG00000172939,OXSR1,cytoplasmic,3
ENSG00000172939,OXSR1,nucleoplasm,2
ENSG00000090621,PABPC4,cytoplasmic,3
ENSG00000100266,PACSIN2,cytoplasmic,3
ENSG00000100266,PACSIN2,membrane,2
ENSG00000165912,PACSIN3,membrane,3
ENSG00000165912,PACSIN3,cell_contact,2
ENSG00000165912,PACSIN3,cytoplasmic,1
ENSG00000172239,PAIP1,cytoplasmic,3
ENSG00000172239,PAIP1,nuclear_membrane,3
ENSG00000149269,PAK1,focal_adhesions,3
ENSG00000149269,PAK1,cytoplasmic,2
ENSG00000180370,PAK2,focal_adhesions,3
ENSG00000180370,PAK2,cytoplasmic,2
ENSG00000180370,PAK2,nucleoplasm,2
ENSG00000130669,PAK4,cytoplasmic,3
ENSG00000130669,PAK4,centrosome,2
ENSG00000130669,PAK4,cell_contact,1
ENSG00000143799,PARP1,nucleolus_gc,3
ENSG00000143799,PARP1,nucleoplasm,3
ENSG00000115687,PASK,cytoplasmic,3
ENSG00000115687,PASK,big_aggregates,2
ENSG00000100105,PATZ1,cytoplasmic,3
ENSG00000100105,PATZ1,nucleoplasm,3
ENSG00000168078,PBK,cytoplasmic,3
ENSG00000168078,PBK,nucleoplasm,3
ENSG00000132646,PCNA,nuclear_punctae,3
ENSG00000132646,PCNA,nucleoplasm,3
ENSG00000132646,PCNA,chromatin,2
ENSG00000132646,PCNA,cytoplasmic,2
ENSG00000106244,PDAP1,cytoplasmic,3
ENSG00000106244,PDAP1,centrosome,2
ENSG00000148843,PDCD11,nucleolus_gc,3
ENSG00000249915,PDCD6,cytoplasmic,3
ENSG00000249915,PDCD6,nucleoplasm,3
ENSG00000170248,PDCD6IP,cytoplasmic,3
ENSG00000170248,PDCD6IP,nucleoplasm,1
ENSG00000115539,PDCL3,cytoplasmic,3
ENSG00000115539,PDCL3,nucleoplasm,1
ENSG00000140992,PDPK1,cytoplasmic,3
ENSG00000140992,PDPK1,membrane,1
ENSG00000100029,PES1,nucleolus_gc,3
ENSG00000100029,PES1,nucleoplasm,1
ENSG00000034693,PEX3,vesicles,3
ENSG00000204220,PFDN6,cytoplasmic,3
ENSG00000204220,PFDN6,nucleoplasm,3
ENSG00000108518,PFN1,cytoplasmic,3
ENSG00000102144,PGK1,cytoplasmic,3
ENSG00000102144,PGK1,nucleoplasm,3
ENSG00000101856,PGRMC1,er,3
ENSG00000101856,PGRMC1,vesicles,2
ENSG00000164040,PGRMC2,er,3
ENSG00000164040,PGRMC2,vesicles,3
ENSG00000164902,PHAX,nucleoplasm,3
ENSG00000130024,PHF10,nucleoplasm,3
ENSG00000130024,PHF10,chromatin,2
ENSG00000092621,PHGDH,cytoplasmic,3
ENSG00000092621,PHGDH,nucleoplasm,3
ENSG00000156873,PHKG2,cytoplasmic,3
ENSG00000156873,PHKG2,nucleoplasm,1
ENSG00000019144,PHLDB1,membrane,3
ENSG00000155252,PI4K2A,vesicles,3
ENSG00000241973,PI4KA,membrane,3
ENSG00000241973,PI4KA,cytoplasmic,2
ENSG00000241973,PI4KA,nucleoplasm,1
ENSG00000241973,PI4KA,vesicles,1
ENSG00000143393,PI4KB,golgi,3
ENSG00000143393,PI4KB,cytoplasmic,1
ENSG00000143393,PI4KB,vesicles,1
ENSG00000073921,PICALM,membrane,3
ENSG00000011405,PIK3C2A,cytoplasmic,3
ENSG00000011405,PIK3C2A,vesicles,2
ENSG00000078142,PIK3C3,cytoplasmic,3
ENSG00000078142,PIK3C3,vesicles,2
ENSG00000145675,PIK3R1,membrane,3
ENSG00000145675,PIK3R1,cytoplasmic,2
ENSG00000145675,PIK3R1,vesicles,2
ENSG00000105647,PIK3R2,cell_contact,3
ENSG00000105647,PIK3R2,cytoplasmic,3
ENSG00000105647,PIK3R2,membrane,3
ENSG00000105647,PIK3R2,vesicles,2
ENSG00000115020,PIKFYVE,vesicles,3
ENSG00000115020,PIKFYVE,cytoplasmic,2
ENSG00000102309,PIN4,cytoplasmic,3
ENSG00000102309,PIN4,nucleolus_gc,3
ENSG00000102309,PIN4,nucleoplasm,3
ENSG00000150867,PIP4K2A,cytoplasmic,3
ENSG00000150867,PIP4K2A,membrane,2
ENSG00000150867,PIP4K2A,nucleoplasm,1
ENSG00000276293,PIP4K2B,cytoplasmic,3
ENSG00000276293,PIP4K2B,membrane,3
ENSG00000276293,PIP4K2B,nucleoplasm,1
ENSG00000276293,PIP4K2B,vesicles,1
ENSG00000166908,PIP4K2C,membrane,3
ENSG00000166908,PIP4K2C,er,2
ENSG00000166908,PIP4K2C,nucleoplasm,1
ENSG00000165782,PIP4P1,vesicles,3
ENSG00000165782,PIP4P1,membrane,2
ENSG00000143398,PIP5K1A,membrane,3
ENSG00000143398,PIP5K1A,cytoplasmic,1
ENSG00000143398,PIP5K1A,vesicles,1
ENSG00000186111,PIP5K1C,membrane,3
ENSG00000186111,PIP5K1C,cytoplasmic,2
ENSG00000186111,PIP5K1C,vesicles,1
ENSG00000067225,PKM,cytoplasmic,3
ENSG00000067225,PKM,nucleoplasm,1
ENSG00000127564,PKMYT1,er,3
ENSG00000127564,PKMYT1,nucleoplasm,1
ENSG00000123143,PKN1,cytoplasmic,3
ENSG00000065243,PKN2,cytoplasmic,3
ENSG00000065243,PKN2,er,3
ENSG00000065243,PKN2,membrane,1
ENSG00000065243,PKN2,nucleoplasm,1
ENSG00000116711,PLA2G4A,cytoplasmic,3
ENSG00000116711,PLA2G4A,nucleoplasm,3
ENSG00000129219,PLD2,cytoplasmic,3
ENSG00000129219,PLD2,membrane,1
ENSG00000129219,PLD2,vesicles,1
ENSG00000166851,PLK1,centrosome,3
ENSG00000166851,PLK1,cytoplasmic,2
ENSG00000166851,PLK1,nuclear_punctae,2
ENSG00000166851,PLK1,nucleoplasm,2
ENSG00000067113,PLPP1,membrane,3
ENSG00000067113,PLPP1,vesicles,2
ENSG00000067113,PLPP1,er,1
ENSG00000163344,PMVK,cytoplasmic,3
ENSG00000163344,PMVK,nucleoplasm,3
ENSG00000177666,PNPLA2,vesicles,3
ENSG00000068654,POLR1A,nucleolus_fc_dfc,3
ENSG00000125630,POLR1B,nucleolus_fc_dfc,3
ENSG00000171453,POLR1C,nucleolus_fc_dfc,3
ENSG00000171453,POLR1C,nuclear_punctae,1
ENSG00000186184,POLR1D,nucleolus_fc_dfc,3
ENSG00000186184,POLR1D,nucleoplasm,2
ENSG00000137054,POLR1E,nucleolus_fc_dfc,3
ENSG00000137054,POLR1E,nuclear_punctae,2
ENSG00000105849,POLR1F,nucleolus_fc_dfc,3
ENSG00000105849,POLR1F,nuclear_punctae,1
ENSG00000181222,POLR2A,nucleoplasm,3
ENSG00000181222,POLR2A,nuclear_punctae,2
ENSG00000047315,POLR2B,nuclear_punctae,3
ENSG00000047315,POLR2B,nucleoplasm,3
ENSG00000047315,POLR2B,cytoplasmic,1
ENSG00000102978,POLR2C,nucleoplasm,3
ENSG00000102978,POLR2C,nuclear_punctae,2
ENSG00000102978,POLR2C,chromatin,1
ENSG00000102978,POLR2C,cytoplasmic,1
ENSG00000144231,POLR2D,nucleoplasm,3
ENSG00000144231,POLR2D,cytoplasmic,2
ENSG00000099817,POLR2E,nucleolus_fc_dfc,3
ENSG00000099817,POLR2E,nuclear_punctae,2
ENSG00000099817,POLR2E,nucleoplasm,2
ENSG00000100142,POLR2F,nuclear_punctae,3
ENSG00000100142,POLR2F,nucleolus_fc_dfc,3
ENSG00000100142,POLR2F,nucleoplasm,3
ENSG00000100142,POLR2F,cytoplasmic,1
ENSG00000168002,POLR2G,nucleoplasm,3
ENSG00000163882,POLR2H,nucleolus_fc_dfc,3
ENSG00000163882,POLR2H,nucleoplasm,1
ENSG00000105258,POLR2I,nucleoplasm,3
ENSG00000105258,POLR2I,cytoplasmic,1
ENSG00000105258,POLR2I,nuclear_punctae,1
ENSG00000005075,POLR2J,nuclear_punctae,3
ENSG00000005075,POLR2J,nucleoplasm,3
ENSG00000005075,POLR2J,cytoplasmic,1
ENSG00000147669,POLR2K,nucleolus_fc_dfc,3
ENSG00000147669,POLR2K,nucleoplasm,2
ENSG00000148606,POLR3A,nuclear_punctae,3
ENSG00000148606,POLR3A,nucleoplasm,2
ENSG00000013503,POLR3B,nuclear_punctae,3
ENSG00000013503,POLR3B,nucleoplasm,2
ENSG00000186141,POLR3C,nucleoplasm,3
ENSG00000168495,POLR3D,nuclear_punctae,3
ENSG00000168495,POLR3D,nucleoplasm,3
ENSG00000058600,POLR3E,nuclear_punctae,3
ENSG00000058600,POLR3E,nucleoplasm,3
ENSG00000132664,POLR3F,nuclear_punctae,3
ENSG00000132664,POLR3F,nucleoplasm,2
ENSG00000113356,POLR3G,nuclear_punctae,3
ENSG00000113356,POLR3G,nucleoplasm,2
ENSG00000121851,POLR3GL,nuclear_punctae,3
ENSG00000121851,POLR3GL,nucleoplasm,2
ENSG00000100413,POLR3H,nuclear_punctae,3
ENSG00000100413,POLR3H,nucleoplasm,2
ENSG00000128513,POT1,nuclear_punctae,3
ENSG00000115241,PPM1G,nucleoplasm,3
ENSG00000113575,PPP2CA,centrosome,3
ENSG00000113575,PPP2CA,cytoplasmic,2
ENSG00000113575,PPP2CA,nucleoplasm,2
ENSG00000113575,PPP2CA,membrane,1
ENSG00000104695,PPP2CB,big_aggregates,3
ENSG00000104695,PPP2CB,cytoplasmic,3
ENSG00000104695,PPP2CB,nucleoplasm,3
ENSG00000105063,PPP6R1,cytoplasmic,3
ENSG00000105063,PPP6R1,vesicles,2
ENSG00000132356,PRKAA1,cytoplasmic,3
ENSG00000132356,PRKAA1,vesicles,2
ENSG00000132356,PRKAA1,nucleoplasm,1
ENSG00000072062,PRKACA,centrosome,3
ENSG00000072062,PRKACA,cytoplasmic,3
ENSG00000072062,PRKACA,vesicles,2
ENSG00000163932,PRKCD,cytoplasmic,3
ENSG00000163932,PRKCD,nucleoplasm,3
ENSG00000163558,PRKCI,cytoplasmic,3
ENSG00000163558,PRKCI,nucleoplasm,3
ENSG00000105287,PRKD2,cytoplasmic,3
ENSG00000115825,PRKD3,big_aggregates,3
ENSG00000115825,PRKD3,cytoplasmic,3
ENSG00000115825,PRKD3,nucleoplasm,2
ENSG00000253729,PRKDC,nucleoplasm,3
ENSG00000164169,PRMT9,nucleoplasm,3
ENSG00000164169,PRMT9,cytoplasmic,2
ENSG00000110107,PRPF19,chromatin,3
ENSG00000110107,PRPF19,nucleoplasm,2
ENSG00000112739,PRPF4B,chromatin,3
ENSG00000112739,PRPF4B,nuclear_punctae,2
ENSG00000174231,PRPF8,chromatin,3
ENSG00000129084,PSMA1,nucleoplasm,3
ENSG00000129084,PSMA1,cytoplasmic,2
ENSG00000106588,PSMA2,cytoplasmic,3
ENSG00000106588,PSMA2,nucleoplasm,3
ENSG00000100567,PSMA3,cytoplasmic,3
ENSG00000100567,PSMA3,nucleoplasm,3
ENSG00000041357,PSMA4,cytoplasmic,3
ENSG00000041357,PSMA4,nucleoplasm,3
ENSG00000143106,PSMA5,nucleoplasm,3
ENSG00000143106,PSMA5,cytoplasmic,2
ENSG00000100902,PSMA6,cytoplasmic,3
ENSG00000100902,PSMA6,nucleoplasm,2
ENSG00000008018,PSMB1,cytoplasmic,3
ENSG00000008018,PSMB1,nucleoplasm,3
ENSG00000126067,PSMB2,cytoplasmic,3
ENSG00000126067,PSMB2,nucleoplasm,3
ENSG00000277791,PSMB3,cytoplasmic,3
ENSG00000277791,PSMB3,nucleoplasm,3
ENSG00000159377,PSMB4,nucleoplasm,3
ENSG00000159377,PSMB4,cytoplasmic,2
ENSG00000100804,PSMB5,cytoplasmic,3
ENSG00000100804,PSMB5,nucleoplasm,3
ENSG00000142507,PSMB6,cytoplasmic,3
ENSG00000142507,PSMB6,nucleoplasm,3
ENSG00000136930,PSMB7,cytoplasmic,3
ENSG00000136930,PSMB7,nucleoplasm,3
ENSG00000161057,PSMC2,nucleoplasm,3
ENSG00000161057,PSMC2,cytoplasmic,1
ENSG00000165916,PSMC3,cytoplasmic,3
ENSG00000165916,PSMC3,nucleoplasm,3
ENSG00000131470,PSMC3IP,big_aggregates,3
ENSG00000131470,PSMC3IP,nuclear_punctae,2
ENSG00000131470,PSMC3IP,nucleoplasm,2
ENSG00000013275,PSMC4,nucleoplasm,3
ENSG00000013275,PSMC4,cytoplasmic,2
ENSG00000087191,PSMC5,nucleoplasm,3
ENSG00000087191,PSMC5,cytoplasmic,2
ENSG00000100519,PSMC6,nucleoplasm,3
ENSG00000173692,PSMD1,nucleoplasm,3
ENSG00000173692,PSMD1,cytoplasmic,2
ENSG00000101843,PSMD10,cytoplasmic,3
ENSG00000101843,PSMD10,nucleoplasm,3
ENSG00000108671,PSMD11,cytoplasmic,3
ENSG00000108671,PSMD11,nucleoplasm,3
ENSG00000197170,PSMD12,cytoplasmic,3
ENSG00000197170,PSMD12,nucleoplasm,3
ENSG00000185627,PSMD13,nucleoplasm,3
ENSG00000185627,PSMD13,cytoplasmic,2
ENSG00000175166,PSMD2,nucleoplasm,3
ENSG00000175166,PSMD2,cytoplasmic,2
ENSG00000108344,PSMD3,cytoplasmic,3
ENSG00000108344,PSMD3,nucleoplasm,3
ENSG00000159352,PSMD4,cytoplasmic,3
ENSG00000159352,PSMD4,nucleoplasm,3
ENSG00000163636,PSMD6,cytoplasmic,3
ENSG00000163636,PSMD6,nucleoplasm,3
ENSG00000103035,PSMD7,nucleoplasm,3
ENSG00000103035,PSMD7,big_aggregates,2
ENSG00000103035,PSMD7,cytoplasmic,2
ENSG00000110801,PSMD9,cytoplasmic,3
ENSG00000110801,PSMD9,nucleoplasm,3
ENSG00000092010,PSME1,cytoplasmic,3
ENSG00000092010,PSME1,nucleoplasm,2
ENSG00000100911,PSME2,cytoplasmic,3
ENSG00000100911,PSME2,nucleoplasm,2
ENSG00000131467,PSME3,nucleoplasm,3
ENSG00000068878,PSME4,nucleoplasm,3
ENSG00000068878,PSME4,big_aggregates,2
ENSG00000068878,PSME4,cytoplasmic,2
ENSG00000125818,PSMF1,cytoplasmic,3
ENSG00000125818,PSMF1,nucleoplasm,3
ENSG00000183527,PSMG1,cytoplasmic,3
ENSG00000183527,PSMG1,nucleoplasm,3
ENSG00000128789,PSMG2,cytoplasmic,3
ENSG00000128789,PSMG2,nucleoplasm,3
ENSG00000157778,PSMG3,cytoplasmic,3
ENSG00000157778,PSMG3,nucleoplasm,3
ENSG00000180822,PSMG4,cytoplasmic,3
ENSG00000180822,PSMG4,nucleoplasm,3
ENSG00000180822,PSMG4,big_aggregates,2
ENSG00000121390,PSPC1,nuclear_punctae,3
ENSG00000121390,PSPC1,nucleoplasm,1
ENSG00000156471,PTDSS1,er,3
ENSG00000174915,PTDSS2,er,3
ENSG00000110958,PTGES3,cytoplasmic,3
ENSG00000110958,PTGES3,nucleoplasm,3
ENSG00000169398,PTK2,cytoplasmic,3
ENSG00000169398,PTK2,focal_adhesions,3
ENSG00000112655,PTK7,membrane,3
ENSG00000112655,PTK7,vesicles,3
ENSG00000187514,PTMA,nucleoplasm,3
ENSG00000089159,PXN,focal_adhesions,3
ENSG00000084733,RAB10,er,3
ENSG00000084733,RAB10,golgi,2
ENSG00000084733,RAB10,vesicles,1
ENSG00000103769,RAB11A,golgi,3
ENSG00000103769,RAB11A,vesicles,3
ENSG00000185236,RAB11B,golgi,3
ENSG00000185236,RAB11B,vesicles,3
ENSG00000185236,RAB11B,cytoplasmic,2
ENSG00000143545,RAB13,cytoplasmic,3
ENSG00000143545,RAB13,membrane,3
ENSG00000143545,RAB13,er,2
ENSG00000119396,RAB14,vesicles,3
ENSG00000119396,RAB14,cytoplasmic,2
ENSG00000099246,RAB18,vesicles,3
ENSG00000099246,RAB18,er,1
ENSG00000138069,RAB1A,golgi,3
ENSG00000138069,RAB1A,cytoplasmic,1
ENSG00000138069,RAB1A,vesicles,1
ENSG00000174903,RAB1B,golgi,3
ENSG00000174903,RAB1B,cytoplasmic,1
ENSG00000174903,RAB1B,vesicles,1
ENSG00000112210,RAB23,cell_contact,3
ENSG00000112210,RAB23,cytoplasmic,3
ENSG00000112210,RAB23,membrane,3
ENSG00000169228,RAB24,mitochondria,3
ENSG00000169228,RAB24,cytoplasmic,1
ENSG00000169228,RAB24,er,1
ENSG00000117280,RAB29,vesicles,3
ENSG00000117280,RAB29,er,2
ENSG00000104388,RAB2A,golgi,3
ENSG00000104388,RAB2A,vesicles,3
ENSG00000104388,RAB2A,er,1
ENSG00000129472,RAB2B,golgi,3
ENSG00000129472,RAB2B,vesicles,3
ENSG00000129472,RAB2B,cytoplasmic,1
ENSG00000129472,RAB2B,er,1
ENSG00000111737,RAB35,membrane,3
ENSG00000111737,RAB35,vesicles,3
ENSG00000111737,RAB35,cell_contact,2
ENSG00000111737,RAB35,cytoplasmic,2
ENSG00000105514,RAB3D,er,3
ENSG00000105514,RAB3D,vesicles,3
ENSG00000118873,RAB3GAP2,cytoplasmic,3
ENSG00000118873,RAB3GAP2,golgi,3
ENSG00000118873,RAB3GAP2,vesicles,2
ENSG00000168118,RAB4A,cytoplasmic,3
ENSG00000168118,RAB4A,vesicles,3
ENSG00000168118,RAB4A,golgi,2
ENSG00000168118,RAB4A,nucleoplasm,1
ENSG00000144566,RAB5A,cytoplasmic,3
ENSG00000144566,RAB5A,vesicles,3
ENSG00000111540,RAB5B,cytoplasmic,3
ENSG00000111540,RAB5B,vesicles,3
ENSG00000154917,RAB6B,golgi,3
ENSG00000154917,RAB6B,vesicles,2
ENSG00000154917,RAB6B,er,1
ENSG00000075785,RAB7A,vesicles,3
ENSG00000166128,RAB8B,er,3
ENSG00000166128,RAB8B,membrane,2
ENSG00000166128,RAB8B,vesicles,1
ENSG00000123595,RAB9A,vesicles,3
ENSG00000123595,RAB9A,cytoplasmic,1
ENSG00000123595,RAB9A,er,1
ENSG00000105404,RABAC1,golgi,3
ENSG00000105404,RABAC1,vesicles,3
ENSG00000105404,RABAC1,cytoplasmic,1
ENSG00000029725,RABEP1,cytoplasmic,3
ENSG00000029725,RABEP1,vesicles,3
ENSG00000136933,RABEPK,cytoplasmic,3
ENSG00000136933,RABEPK,nucleoplasm,3
ENSG00000136933,RABEPK,vesicles,1
ENSG00000011454,RABGAP1,cytoplasmic,3
ENSG00000011454,RABGAP1,vesicles,3
ENSG00000011454,RABGAP1,golgi,2
ENSG00000152061,RABGAP1L,cytoplasmic,3
ENSG00000152061,RABGAP1L,centrosome,2
ENSG00000152061,RABGAP1L,golgi,2
ENSG00000152061,RABGAP1L,vesicles,2
ENSG00000152061,RABGAP1L,nucleoplasm,1
ENSG00000100949,RABGGTA,cytoplasmic,3
ENSG00000100949,RABGGTA,big_aggregates,2
ENSG00000137955,RABGGTB,cytoplasmic,3
ENSG00000137955,RABGGTB,nucleoplasm,3
ENSG00000183155,RABIF,cytoplasmic,3
ENSG00000183155,RABIF,nucleoplasm,3
ENSG00000144840,RABL3,vesicles,3
ENSG00000144840,RABL3,er,1
ENSG00000136238,RAC1,membrane,3
ENSG00000136238,RAC1,cytoplasmic,2
ENSG00000136238,RAC1,nucleoplasm,2
ENSG00000136238,RAC1,nuclear_punctae,1
ENSG00000169750,RAC3,cytoplasmic,3
ENSG00000169750,RAC3,cell_contact,2
ENSG00000169750,RAC3,membrane,2
ENSG00000169750,RAC3,golgi,1
ENSG00000169750,RAC3,vesicles,1
ENSG00000204628,RACK1,cytoplasmic,3
ENSG00000152942,RAD17,nucleoplasm,3
ENSG00000152942,RAD17,nuclear_punctae,1
ENSG00000164754,RAD21,chromatin,3
ENSG00000164754,RAD21,nucleoplasm,1
ENSG00000132155,RAF1,cytoplasmic,3
ENSG00000017797,RALBP1,cytoplasmic,3
ENSG00000017797,RALBP1,membrane,3
ENSG00000017797,RALBP1,cell_contact,1
ENSG00000132341,RAN,big_aggregates,3
ENSG00000132341,RAN,nuclear_membrane,3
ENSG00000132341,RAN,nuclear_punctae,3
ENSG00000132341,RAN,cytoplasmic,2
ENSG00000132341,RAN,nucleoplasm,2
ENSG00000099901,RANBP1,cytoplasmic,3
ENSG00000141084,RANBP10,cytoplasmic,3
ENSG00000141084,RANBP10,nucleoplasm,3
ENSG00000153201,RANBP2,big_aggregates,3
ENSG00000153201,RANBP2,nuclear_membrane,3
ENSG00000010017,RANBP9,nucleoplasm,3
ENSG00000010017,RANBP9,cytoplasmic,2
ENSG00000108961,RANGRF,cytoplasmic,3
ENSG00000108961,RANGRF,nucleoplasm,3
ENSG00000162521,RBBP4,nucleoplasm,3
ENSG00000162521,RBBP4,chromatin,2
ENSG00000176731,RBIS,nucleolus_gc,3
ENSG00000176731,RBIS,vesicles,3
ENSG00000182872,RBM10,chromatin,3
ENSG00000244462,RBM12,nucleoplasm,3
ENSG00000244462,RBM12,chromatin,2
ENSG00000244462,RBM12,nucleolus_fc_dfc,2
ENSG00000183808,RBM12B,chromatin,3
