,target,prey
1880557,NHP2,DKC1
1881070,NHP2,SUB1
1881462,NHP2,SRSF6
1882672,NHP2,RSRC1
1882949,NHP2,ARGLU1
1883254,NHP2,CWF19L2
1557345,NIFK,NIFK
2054899,NMD3,HAT1
2056780,NMD3,NMD3
2059971,NOL10,ZNF644
2060893,NOL10,SRI
1972816,NOL11,CIRH1A
1973189,NOL11,NOL11
1973263,NOL11,HEATR1
1974118,NOL11,WDR43
1974396,NOL11,WDR75
1974534,NOL11,UTP15
168289,NOLC1,COPA
168290,NOLC1,COPB1
168300,NOLC1,KPNA2
168429,NOLC1,KPNB1
168457,NOLC1,NOLC1
168633,NOLC1,ARGLU1
168651,NOLC1,COPG2
168903,NOLC1,COPG1
169541,NOLC1,COPZ1
170624,NOLC1,ARCN1
170675,NOLC1,TMED10
170676,NOLC1,NUP153
170783,NOLC1,COPB2
170832,NOLC1,KPNA3
170838,NOLC1,KPNA4
2065525,NOM1,NOM1
4649639,NOMO1,RNF40
4649822,NOMO1,NCLN
4650581,NOMO1,PRPF40A
4650773,NOMO1,NOMO3;NOMO1;NOMO2
4651257,NOMO1,CCDC47
4651334,NOMO1,DNAJA3
3002908,NONO,RPS10;RPS10-NUDT3
3003084,NONO,ZNF768
3003842,NONO,SFPQ
3004364,NONO,TET3
3004612,NONO,KPNA6
1884431,NOP10,LMNB2
1885010,NOP10,NOP10
1885304,NOP10,NAF1
1885314,NOP10,RSRC1
1886521,NOP10,SRSF6
1886913,NOP10,SUB1
1887076,NOP10,XPO1
1887425,NOP10,DKC1
1213795,NOP2,NOP2
1215530,NOP2,NIP7
1216312,NOP2,TRAP1
171541,NOP58,C12ORF45
171814,NOP58,KPNA2
171815,NOP58,KPNA1
171943,NOP58,KPNB1
172148,NOP58,ZNHIT6
172326,NOP58,NUFIP1
172438,NOP58,NOP58
172494,NOP58,RUVBL2
172498,NOP58,RUVBL1
172830,NOP58,RPAP3
173632,NOP58,ZNHIT3
173649,NOP58,AGPS
173818,NOP58,NHP2L1
173968,NOP58,FBL
174191,NOP58,NUP153
174353,NOP58,NOP56
174447,NOP58,SSB
174478,NOP58,PIH1D1
174642,NOP58,KPNA6
174674,NOP58,RRP9
174779,NPM1,RPP40
174786,NPM1,NPM3
174788,NPM1,PRKRA
174795,NPM1,SURF6
174820,NPM1,BCAS2
174834,NPM1,EIF1B
174861,NPM1,WHSC1
174922,NPM1,SRP72
174940,NPM1,SGPL1
174987,NPM1,POP4
174988,NPM1,EIF3K
174997,NPM1,MYO9B
175067,NPM1,CASC3
175116,NPM1,RRP8
175120,NPM1,MAGEB2
175128,NPM1,KPNA3
175134,NPM1,POLRMT
175138,NPM1,EIF3F
175153,NPM1,MPHOSPH10
175183,NPM1,RFC1
175184,NPM1,RFC2
175185,NPM1,RFC4
175206,NPM1,RPL22
175254,NPM1,MSN
175275,NPM1,RPS19
175294,NPM1,RPL34
175304,NPM1,PRRC2A
175314,NPM1,QARS
175319,NPM1,FXR2
175341,NPM1,CTCF
175360,NPM1,IARS
175364,NPM1,EIF2S3;EIF2S3L
175365,NPM1,RFC3
175366,NPM1,RFC5
175370,NPM1,RBM34
175378,NPM1,RPS5
175379,NPM1,RPS9
175380,NPM1,RPL28
175389,NPM1,MKI67
175402,NPM1,TROVE2
175403,NPM1,ZBTB48
175439,NPM1,TOP2A
175440,NPM1,SRP19
175460,NPM1,NPM1
175477,NPM1,RPLP1
175528,NPM1,NCL
175617,NPM1,RPS2
175620,NPM1,RPS3A
175685,NPM1,MOGS
175710,NPM1,KRI1
175722,NPM1,PDCD11
175750,NPM1,CMSS1
175755,NPM1,MRPL39
175760,NPM1,RPL22L1
175765,NPM1,SPATS2L
175766,NPM1,RPL31
175778,NPM1,RPS27L
175789,NPM1,PES1
175799,NPM1,SEC61A1
175802,NPM1,PWP1
175817,NPM1,IMP4
175853,NPM1,SLIT2
175863,NPM1,MYO5A
175919,NPM1,EIF2B4
175923,NPM1,RPL17;RPL17-C18ORF32
176021,NPM1,ZFP91-CNTF;ZFP91
176045,NPM1,MRPS18B
176051,NPM1,RSBN1
176071,NPM1,MRPS22
176104,NPM1,MRPL3
176117,NPM1,PNO1
176124,NPM1,IGF2BP2
176187,NPM1,RPL13
176204,NPM1,CCDC137
176216,NPM1,EBNA1BP2
176273,NPM1,SRPK1
176280,NPM1,PPP1CC
176327,NPM1,MRPS17;HCG_1984214
176366,NPM1,PRRC2C
176369,NPM1,RPL14
176379,NPM1,MTDH
176400,NPM1,MYO1C
176403,NPM1,DDX55
176406,NPM1,DHX37
176430,NPM1,RPL6
176438,NPM1,RPS10;RPS10-NUDT3
176447,NPM1,MDK
176464,NPM1,PRDM10
176493,NPM1,FAU
176513,NPM1,MYBBP1A
176516,NPM1,GRWD1
176588,NPM1,EIF3C;EIF3CL
176590,NPM1,POP1
176616,NPM1,DHX36
176625,NPM1,ASCC2
176630,NPM1,CCDC8
176637,NPM1,C8ORF33
176638,NPM1,TDRD3
176640,NPM1,RPF2
176651,NPM1,IKZF5
176661,NPM1,CCDC86
176668,NPM1,GTPBP4
176672,NPM1,MRPS26
176675,NPM1,NIFK
176677,NPM1,MRPL20
176705,NPM1,REXO4
176706,NPM1,WDR12
176736,NPM1,RPS21
176758,NPM1,ZC3H15
176764,NPM1,MRPS27
176768,NPM1,H1FX
176783,NPM1,CMAS
176804,NPM1,GEMIN5
176811,NPM1,BRIX1
176812,NPM1,DDX54
176832,NPM1,DDX27
176856,NPM1,SENP5
176860,NPM1,NSD1
176908,NPM1,ZNF622
176913,NPM1,CCDC124
176926,NPM1,EXOSC8
176935,NPM1,MRPL24
176943,NPM1,WDR3
176951,NPM1,L1RE1
176953,NPM1,SCML1
176970,NPM1,NCKAP1
176978,NPM1,ABT1
176995,NPM1,TUBE1
177002,NPM1,HERC5
177017,NPM1,SRP68
177022,NPM1,ZBTB21
177035,NPM1,CNOT11
177041,NPM1,GTF3C4
177097,NPM1,WASF2
177105,NPM1,RRP15
177127,NPM1,RCL1
177128,NPM1,NOP16
177130,NPM1,MRPS23
177137,NPM1,LAS1L
177167,NPM1,UTP3
177170,NPM1,EXOSC3
177171,NPM1,EXOSC5
177187,NPM1,DCAF13
177221,NPM1,ISG20L2
177222,NPM1,MRPL44
177227,NPM1,CNOT10
177248,NPM1,MRPL47
177266,NPM1,EPB41L5
177271,NPM1,BCCIP
177277,NPM1,H2AFY2
177282,NPM1,CCDC59
177320,NPM1,RRBP1
177331,NPM1,RBM28
177336,NPM1,SDAD1
177341,NPM1,DDX18
177349,NPM1,LYAR
177373,NPM1,TEX10
177401,NPM1,ILF3
177432,NPM1,KRR1
177438,NPM1,FMR1
177451,NPM1,EIF4G1
177457,NPM1,TOP2B
177467,NPM1,GTF3C1
177468,NPM1,TBL3
177513,NPM1,RRS1
177523,NPM1,KIAA0020
177543,NPM1,USP10
177547,NPM1,EIF3A
177551,NPM1,BOP1
177557,NPM1,EXOSC2
177562,NPM1,GNL2
177583,NPM1,BMS1
177594,NPM1,EIF4A2
177606,NPM1,EIF6
177607,NPM1,MARS
177627,NPM1,RPL15
177646,NPM1,RPS20
177647,NPM1,EIF4A1
177650,NPM1,SEC61B
177651,NPM1,SRP54
177719,NPM1,RPP30
177733,NPM1,MRPS25
177735,NPM1,MRPS34
177736,NPM1,MRPS9
177740,NPM1,EXOSC10
177766,NPM1,RPS11
177770,NPM1,RPS14
177773,NPM1,RPS15A
177774,NPM1,RPS8
177779,NPM1,RPS7
177805,NPM1,RPS26
177816,NPM1,RPS28
177820,NPM1,NUFIP2
177826,NPM1,MRPL21
177827,NPM1,TRMT1L
177835,NPM1,CYFIP1
177841,NPM1,EIF3M
177842,NPM1,DHX30
177843,NPM1,DHX29
177845,NPM1,HEATR3
177851,NPM1,KTN1
177873,NPM1,SND1
177885,NPM1,LARP1
177888,NPM1,TTC37
177890,NPM1,RSBN1L
177906,NPM1,LARP4
177941,NPM1,ASCC3
177992,NPM1,MINA
178015,NPM1,FTSJ3
178020,NPM1,MRPL41
178037,NPM1,SKIV2L
178038,NPM1,EDC4
178043,NPM1,GLYR1
178052,NPM1,C18ORF21
178089,NPM1,PDCD4
178109,NPM1,TRIP4
178122,NPM1,KNOP1
178179,NPM1,DHX57
178181,NPM1,C3ORF17
178192,NPM1,RPL7L1
178216,NPM1,CRNKL1
178221,NPM1,PRRC2B
178230,NPM1,NOL9
178248,NPM1,GPATCH4
178318,NPM3,RPL7L1
178329,NPM3,C3ORF17
178439,NPM3,MAGED2
178475,NPM3,PDCD4
178490,NPM3,MRPL41
178569,NPM3,ASCC3
178659,NPM3,KTN1
178733,NPM3,RPS8
178879,NPM3,RPL15
178890,NPM3,RPS20
178956,NPM3,BOP1
179227,NPM3,CCDC59
179254,NPM3,EPB41L5
179260,NPM3,MRPL47
179372,NPM3,LAS1L
179407,NPM3,MRPS23
179604,NPM3,MRPL24
179683,NPM3,SENP5
179745,NPM3,MRPS27
179802,NPM3,WDR12
179833,NPM3,NIFK
179919,NPM3,POP1
180017,NPM3,SSR4
180078,NPM3,RPL6
180137,NPM3,RPL14
180207,NPM3,MRPS17;HCG_1984214
180315,NPM3,EBNA1BP2
180463,NPM3,MRPS18B
180584,NPM3,RPL17;RPL17-C18ORF32
180717,NPM3,PES1
180753,NPM3,RPS3A
181047,NPM3,NPM1
181117,NPM3,MKI67
181126,NPM3,RPL28
181212,NPM3,RPL34
181220,NPM3,CTCF
181302,NPM3,RPL13A;RPL13A
181587,NPM3,SRP72
181724,NPM3,NPM3
3317313,NRBP1,TSC22D2
3318103,NRBP1,TCEB1
3318136,NRBP1,TCEB2
3318218,NRBP1,TSC22D1
3318693,NRBP1,NRBP1
3318710,NRBP1,RBM25
3318817,NRBP1,TSC22D3
3319309,NRBP1,TSC22D4
4652910,NRIP1,NRIP1
4653392,NRIP1,PRPF40A
4654124,NRIP1,VPS33A
4655039,NRIP1,CWF19L2
1307246,NSA2,TCERG1
1307469,NSA2,NSA2
322515,NSDHL,NSDHL
322563,NSDHL,POMT1
322588,NSDHL,HSD17B12
322885,NSDHL,AKAP12
322926,NSDHL,IST1
323497,NSDHL,MTCL1
323784,NSDHL,TOE1
324121,NSDHL,ESYT1
324726,NSDHL,MAGT1
325061,NSDHL,ATP2A2
325304,NSDHL,BCAP31
325663,NSDHL,DCAKD
4523223,NUCKS1,MTA2
4523236,NUCKS1,H2AFY
4523253,NUCKS1,BANF1
4523268,NUCKS1,PSIP1
4523271,NUCKS1,KIF20A
4523296,NUCKS1,H1F0
4523312,NUCKS1,POLB
4523343,NUCKS1,WHSC1
4523478,NUCKS1,SMARCA5
4523552,NUCKS1,RPL22
4523565,NUCKS1,RFC1
4523575,NUCKS1,RFC5
4523608,NUCKS1,MCM7
4523625,NUCKS1,LIG3
4523646,NUCKS1,MECP2
4523650,NUCKS1,SMARCA4
4523671,NUCKS1,ATRX
4523685,NUCKS1,CBX5
4523712,NUCKS1,XRCC5
4523728,NUCKS1,TOP2A
4523752,NUCKS1,HIST1H1D
4523776,NUCKS1,PARP1
4523791,NUCKS1,UBB;UBC;RPS27A;UBA52
4523793,NUCKS1,H2AFZ;H2AFV
4523797,NUCKS1,HIST1H1C
4523801,NUCKS1,PSMA1
4523806,NUCKS1,AZGP1
4523818,NUCKS1,RPS3
4523859,NUCKS1,ZNF22
4523863,NUCKS1,CSNK2A2
4523909,NUCKS1,CBX1
4523957,NUCKS1,ZMYM3
4523971,NUCKS1,CECR2
4524008,NUCKS1,CHRAC1
4524062,NUCKS1,SMARCA1
4524085,NUCKS1,SRCAP
4524111,NUCKS1,PYCR2
4524145,NUCKS1,UHRF1
4524179,NUCKS1,MCM4
4524186,NUCKS1,KAT6A;MYST3
4524194,NUCKS1,PHF14
4524283,NUCKS1,CDC27
4524287,NUCKS1,ZNF512
4524351,NUCKS1,CUL4B
4524360,NUCKS1,MSL1
4524361,NUCKS1,SUZ12
4524423,NUCKS1,EED
4524434,NUCKS1,C11ORF30;EMSY
4524465,NUCKS1,KAT7
4524471,NUCKS1,MTA1
4524484,NUCKS1,ING5;ING4
4524494,NUCKS1,RBBP7
4524518,NUCKS1,NEDD8;NEDD8-MDP1
4524522,NUCKS1,RPL32
4524523,NUCKS1,MRE11A
4524586,NUCKS1,ASH2L
4524644,NUCKS1,RSF1
4524746,NUCKS1,NUCKS1
4524784,NUCKS1,H1FX
4524789,NUCKS1,SMARCE1
4524790,NUCKS1,HIST1H2AC
4524797,NUCKS1,SMARCC1
4524835,NUCKS1,PHIP
4524859,NUCKS1,LCOR
4524860,NUCKS1,CHAMP1
4524991,NUCKS1,ANAPC7
4524993,NUCKS1,RCOR1
4524998,NUCKS1,BAZ1B
4525108,NUCKS1,MTF2
4525111,NUCKS1,RPL36
4525129,NUCKS1,INIP
4525133,NUCKS1,BAZ1A
4525136,NUCKS1,POLE3
4525193,NUCKS1,BRD7
4525199,NUCKS1,HMG20A
4525234,NUCKS1,TCF20
4525245,NUCKS1,KDM5B
4525275,NUCKS1,H2AFY2
4525291,NUCKS1,NAN
4525306,NUCKS1,SMARCB1
4525324,NUCKS1,CBX3
4525344,NUCKS1,KMT2A
4525347,NUCKS1,TOP2B
4525362,NUCKS1,RBBP4
4525390,NUCKS1,MDC1
4525391,NUCKS1,MCM6
4525417,NUCKS1,NUMA1
4525433,NUCKS1,CUL4A
4525532,NUCKS1,BRPF1
4525560,NUCKS1,CSNK2A1;CSNK2A3
4525587,NUCKS1,PRKDC
4525616,NUCKS1,WDR5
4525633,NUCKS1,HIST1H4A
4525649,NUCKS1,RAI1
4525653,NUCKS1,POGZ
4525658,NUCKS1,KDM3B
4525677,NUCKS1,PBRM1
4525716,NUCKS1,HIST2H3A
4525731,NUCKS1,HIST2H2AB
4525734,NUCKS1,RNF169
4525759,NUCKS1,CDC26
4525762,NUCKS1,ZNF280C
4525848,NUCKS1,CDCA8
4525879,NUCKS1,RBBP5
4525883,NUCKS1,HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ
4525889,NUCKS1,DDB1
4525904,NUCKS1,EZH2
4525910,NUCKS1,ZMYM4
4525919,NUCKS1,RIF1
4525942,NUCKS1,HIST2H2AA3;HIST2H2AC
4525945,NUCKS1,INTS3
4525986,NUCKS1,HP1BP3
4655211,NUF2,NSL1
4655439,NUF2,CASC5
4656030,NUF2,SPC25
4656441,NUF2,MIS12
4656467,NUF2,NUF2
4656516,NUF2,DSN1
4657022,NUF2,PRPF40A
4657311,NUF2,SPC24
4657802,NUF2,NDC80
3524306,NUFIP2,RCBTB2
3524925,NUFIP2,DDX6
3526885,NUFIP2,NUFIP2
2065754,NUMA1,BANF1
2065763,NUMA1,PSIP1
2065774,NUMA1,H2AFY
2065821,NUMA1,SMARCA5
2065848,NUMA1,NBN
2065890,NUMA1,WHSC1
2065891,NUMA1,ACTL6A
2065965,NUMA1,BRD1
2065990,NUMA1,NUP62
2066059,NUMA1,NUP85
2066073,NUMA1,SUZ12
2066114,NUMA1,NUPL2
2066125,NUMA1,OGT
2066147,NUMA1,EPB41L2
2066149,NUMA1,SUV39H1
2066279,NUMA1,RFC5
2066330,NUMA1,MCM7
2066352,NUMA1,LIG3
2066355,NUMA1,RANBP2
2066356,NUMA1,NUP153
2066357,NUMA1,EIF2B2
2066361,NUMA1,MCM2
2066379,NUMA1,KPNA2
2066394,NUMA1,SMARCA4
2066412,NUMA1,RANGAP1
2066415,NUMA1,MKI67
2066420,NUMA1,CBX5
2066476,NUMA1,TOP2A
2066482,NUMA1,EPB41
2066489,NUMA1,H2AFX
2066532,NUMA1,H1F0
2066538,NUMA1,POLB
2066559,NUMA1,H2AFZ;H2AFV
2066574,NUMA1,PARP1
2066587,NUMA1,MCM3
2066652,NUMA1,NAGA
2066654,NUMA1,ZNF22
2066660,NUMA1,HIST1H1D
2066663,NUMA1,XRCC1
2066697,NUMA1,ZMYM3
2066752,NUMA1,SHANK3
2066762,NUMA1,MCM4
2066776,NUMA1,KAT6A;MYST3
2066798,NUMA1,NUP214
2066824,NUMA1,POLR2B
2066855,NUMA1,RCC1
2066871,NUMA1,WIZ
2066905,NUMA1,SUMO1
2066933,NUMA1,BARD1
2066975,NUMA1,SMARCA1
2067002,NUMA1,HELLS
2067113,NUMA1,R3HCC1
2067125,NUMA1,SCOC
2067128,NUMA1,SRCAP
2067146,NUMA1,PHF14
2067163,NUMA1,HIST1H2AD
2067164,NUMA1,POLR3G
2067185,NUMA1,CDC27
2067191,NUMA1,ZNF512
2067238,NUMA1,MRE11A
2067268,NUMA1,EML3
2067269,NUMA1,NUP160
2067270,NUMA1,PARP2
2067327,NUMA1,RGPD3;RGPD4
2067371,NUMA1,UBE2I
2067377,NUMA1,NUP93
2067392,NUMA1,NTHL1
2067444,NUMA1,KAT7
2067453,NUMA1,NUP155
2067465,NUMA1,CHRAC1
2067492,NUMA1,MTA1
2067509,NUMA1,RAD50
2067510,NUMA1,MEN1
2067519,NUMA1,EED
2067558,NUMA1,NEDD8;NEDD8-MDP1
2067638,NUMA1,NUP98
2067696,NUMA1,HIST1H2AJ;HIST1H2AH;HIST1H2AG;H2AFJ
2067724,NUMA1,RSF1
2067740,NUMA1,NUP88
2067763,NUMA1,PNN
2067767,NUMA1,ADNP
2067809,NUMA1,SUV39H2
2067883,NUMA1,H1FX
2067885,NUMA1,AHCTF1
2067897,NUMA1,PHIP
2067926,NUMA1,NUP205
2067973,NUMA1,NUP133
2067986,NUMA1,NUP210
2068020,NUMA1,CHAMP1
2068030,NUMA1,PWWP2A
2068042,NUMA1,CNDP2
2068046,NUMA1,LCOR
2068067,NUMA1,SMARCE1
2068070,NUMA1,HIST1H2AC
2068110,NUMA1,CDYL
2068147,NUMA1,EPB41L3
2068177,NUMA1,RCOR1
2068191,NUMA1,ANAPC7
2068195,NUMA1,ATAD2B
2068264,NUMA1,HIST1H2BN;HIST1H2BM;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;HIST1H2BK;H2BFS
2068270,NUMA1,PHF10
2068337,NUMA1,MTF2
2068352,NUMA1,APOBEC3C
2068354,NUMA1,UBQLN4
2068356,NUMA1,BAZ1A
2068390,NUMA1,FBXO28
2068405,NUMA1,CBX8
2068421,NUMA1,MEAF6
2068427,NUMA1,EHMT1
2068442,NUMA1,BRD7
2068460,NUMA1,WDR76
2068497,NUMA1,BAZ1B
2068560,NUMA1,H2AFY2
2068568,NUMA1,MPP6
2068596,NUMA1,CBX3
2068602,NUMA1,RLF
2068619,NUMA1,CUL4A
2068648,NUMA1,RBBP4
2068681,NUMA1,PRDM2
2068686,NUMA1,SMARCB1
2068706,NUMA1,RBBP5
2068722,NUMA1,SETDB1
2068782,NUMA1,CAMK1
2068785,NUMA1,MCM6
2068790,NUMA1,NUMA1
2068792,NUMA1,KPNB1
2068794,NUMA1,CHD4
2068795,NUMA1,KIF22
2068798,NUMA1,CBX2
2068809,NUMA1,MDC1
2068810,NUMA1,TRIP12
2068875,NUMA1,NUP107
2068923,NUMA1,BRPF1
2068964,NUMA1,CTDSPL2
2068979,NUMA1,TOP2B
2068982,NUMA1,MAP2K1
2068990,NUMA1,KMT2A
2069002,NUMA1,RPS27A;UBC;UBB;UBA52
2069015,NUMA1,HIST1H4A
2069031,NUMA1,RAE1
2069049,NUMA1,HIST1H3A;HIST3H3
2069052,NUMA1,EZH2
2069065,NUMA1,RAI1
2069066,NUMA1,EMSY;C11ORF30
2069073,NUMA1,POGZ
2069074,NUMA1,NUP54
2069105,NUMA1,PBRM1
2069131,NUMA1,ATAD2
2069160,NUMA1,HIST2H3A
2069206,NUMA1,NUP35
2069220,NUMA1,ZNF280C
2069252,NUMA1,HIST2H2AB
2069265,NUMA1,HIST3H2BB
2069321,NUMA1,HP1BP3
2069341,NUMA1,NUPL1
2069351,NUMA1,HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ
2069361,NUMA1,DDB1
2069379,NUMA1,GLYR1
2069406,NUMA1,HIST2H2AA3;HIST2H2AC
2069413,NUMA1,INTS3
2069447,NUMA1,ZMYM4
2069472,NUMA1,CDC16
2069512,NUMA1,RIF1
3793346,NUP107,NUP85
3793867,NUP107,NUP133
3794608,NUP107,NUP107
983198,NUP153,TNPO2
983327,NUP153,NUP153
983448,NUP153,KPNA2
984560,NUP153,KIFC1
984845,NUP153,TNPO1
985048,NUP153,NUP50
985456,NUP153,KPNB1
3796825,NUP155,NUP155
3798201,NUP214,NUP188
3798560,NUP214,RAE1
3799247,NUP214,CHORDC1
3799615,NUP214,NUP88
3799908,NUP214,NUP93
3800389,NUP214,NUP214
3800428,NUP214,RAN
3800667,NUP214,RANBP2
3800704,NUP214,NUP98
3800843,NUP214,OGT
3800872,NUP214,XPO1
3801004,NUP214,NUP62
3801736,NUP98,NUP98
3802479,NUP98,NUP85
3802977,NUP98,NUP133
3803744,NUP98,NUP107
3673792,NUTF2,RANGAP1
3673914,NUTF2,NUP153
3673925,NUTF2,RANBP2
3674155,NUTF2,RAN
3674195,NUTF2,NUP214
3674243,NUTF2,RCC1
3674288,NUTF2,SUMO1
3674662,NUTF2,NUP93
3674666,NUTF2,UBE2I
3674970,NUTF2,NUP88
3675241,NUTF2,TNPO1
3675765,NUTF2,KPNB1
3675856,NUTF2,NUTF2
2071093,NVL,PNPT1
2071538,NVL,NDUFV2
2073255,NVL,ATP5H
2073276,NVL,PMPCB
3677165,NXF1,NFYA
3677199,NXF1,PES1
3677745,NXF1,NXF1
3679039,NXF1,EEF1A1;EEF1A1P5
3680384,NXT2,NXT2
3681163,NXT2,NXF1
3681201,NXT2,UBE2I
3681642,NXT2,RAN
3681648,NXT2,VWA8
3681929,NXT2,RANBP2
3682074,NXT2,RANGAP1
839587,OCRL,CANX
839785,OCRL,G6PD
840757,OCRL,FAM109A
840935,OCRL,EIF3C;EIF3CL
842085,OCRL,OCRL
4212776,ORAI1,UBE3B
603632,OSBP,SMEK1
603720,OSBP,NPTX1
603885,OSBP,CISD2
604273,OSBP,DYNC1H1
604540,OSBP,VAPA
604605,OSBP,PLEKHA3
604620,OSBP,SACM1L
604934,OSBP,OSBP2
605138,OSBP,LNP
605252,OSBP,SPAG5
605322,OSBP,ESYT1
605915,OSBP,ATP11C
605986,OSBP,PLEKHA8;PLEKHA8P1
606117,OSBP,ESYT2
606308,OSBP,OSBP
606504,OSBP,BCAP31
606812,OSBP,PGRMC1
606894,OSBP,VAPB
607993,OSBPL11,VAPA
608769,OSBPL11,OSBPL9
608804,OSBPL11,OSBPL11
608805,OSBPL11,OSBPL10
610427,OSBPL11,VAPB
4041226,OSBPL8,GLG1
4041433,OSBPL8,ESYT1
4041517,OSBPL8,OSBPL8
4042015,OSBPL8,ERLIN2
4042775,OSBPL8,ERLIN1
1691925,OST4,LIN54
1691958,OST4,SUPT6H
1691968,OST4,GIGYF2
1691971,OST4,NFXL1
1692044,OST4,RIF1
1692073,OST4,ZC3H13
1692083,OST4,RBM26
1692130,OST4,RNF10
1692133,OST4,KRTCAP2
1692136,OST4,PACRGL
1692138,OST4,C4ORF32
1692169,OST4,BRK1
1692174,OST4,NUDCD2
1692197,OST4,STT3B
1692223,OST4,VRK2
1692298,OST4,ANKHD1
1692323,OST4,REL
1692417,OST4,ASPH
1692437,OST4,RAB11A;RAB11B
1692538,OST4,SIX1;SIX2
1692559,OST4,CNN3
1692607,OST4,LIN52
1692692,OST4,TUSC3
1692693,OST4,PICALM
1692716,OST4,EMC2
1692732,OST4,MLEC
1692736,OST4,DSG2
1692741,OST4,FKBP8
1692753,OST4,VAPA
1692794,OST4,EIF2AK3
1692974,OST4,KDM3A
1692976,OST4,WDR7
1692982,OST4,LAS1L
1692996,OST4,DMXL1
1693038,OST4,RAB3A
1693094,OST4,PLAGL1;DKFZP781P1017
1693158,OST4,FAM50B
1693238,OST4,TONSL
1693329,OST4,CKAP2
1693346,OST4,SMG7
1693399,OST4,CCDC47
1693479,OST4,TNRC6C
1693554,OST4,TMEM43
1693607,OST4,TMED9
1693613,OST4,HIRIP3
1693710,OST4,ATL3
1693719,OST4,DAD1
1693746,OST4,KAT7
1693774,OST4,STAU2
1693788,OST4,RBM4;RBM4B
1693859,OST4,RNF34
1693908,OST4,DNAJB12
1693936,OST4,ANKRD17
1693974,OST4,PHF8
1694105,OST4,DDOST
1694125,OST4,SEC23B
1694136,OST4,SSR1
1694200,OST4,YTHDF3
1694211,OST4,MAGT1
1694214,OST4,OSTC
1694245,OST4,TOR1AIP1
1694267,OST4,APBB1
1694275,OST4,BARD1
1694278,OST4,KAT6A;MYST3
1694304,OST4,ZC3HAV1
1694362,OST4,SSR3
1694517,OST4,CANX
1694554,OST4,TIA1
1694599,OST4,HMOX2
1694653,OST4,MYBL2
1694667,OST4,HOXB6
1694686,OST4,POR
1694697,OST4,HSP90B1
1694703,OST4,JUP
1694747,OST4,EMD
1694751,OST4,CDK9
1694757,OST4,RAB7A
1694761,OST4,SSR4
1694791,OST4,RAB2A
1694792,OST4,RAB10
1694797,OST4,RRP1
1694841,OST4,TMPO
1694860,OST4,COPB2
1694907,OST4,NSG1
1694928,OST4,STT3A
1694951,OST4,SPTLC1
1694974,OST4,BACH1
1694994,OST4,BUB1
1695038,OST4,EMC8
1695046,OST4,LIN37
1695061,OST4,RAB5C;RAB5B;DIRAS1;DIRAS2;RAB5A
1695118,OST4,SCD
1695124,OST4,PGRMC1
1695161,OST4,CYB5A
1695181,OST4,VAPB
1695194,OST4,SEC24B
1695241,OST4,RPN1
1695242,OST4,RPN2
1695280,OST4,TACC1
1695297,OST4,CCNT1
1695298,OST4,BUB1B
1695324,OST4,UFL1
1695360,OST4,PIAS1
1695623,OSTC,KRTCAP2
1696183,OSTC,PICALM
1696222,OSTC,MLEC
1696231,OSTC,FKBP8
1697595,OSTC,DDOST
1697660,OSTC,KAT6A;MYST3
1698068,OSTC,TIA1
1698251,OSTC,SSR4
1698281,OSTC,RAB2A
1698418,OSTC,STT3A
1698639,OSTC,PGRMC1
1698731,OSTC,RPN1
1698732,OSTC,RPN2
3321098,OXSR1,WNK2
3321193,OXSR1,OXSR1
3321292,OXSR1,WNK3
3321744,OXSR1,WNK1
3321753,OXSR1,RBM25
3322697,OXSR1,DYNC1H1
3950552,PABPC4,PAN2
3950692,PABPC4,LARP1
3950742,PABPC4,NUFIP2
3951267,PABPC4,SAP30L
3951446,PABPC4,MKRN1
3951465,PABPC4,PAIP2B
3951539,PABPC4,BCL2L2;PABPN1
3951718,PABPC4,PAIP1
3951818,PABPC4,TSC22D3
3952161,PABPC4,AKAP1
3952230,PABPC4,SLIRP
3952252,PABPC4,ATXN2
3952436,PABPC4,PAN3
3952648,PABPC4,PABPC4
3952721,PABPC4,YWHAB
3952760,PABPC4,PABPC1;PABPC3
3952783,PABPC4,PABPC4L
3952842,PABPC4,HIST1H1B
3953026,PABPC4,LRPPRC
3953129,PABPC4,HNRNPR
3953227,PABPC4,SYNCRIP
2322349,PACSIN2,CLEC16A
2322434,PACSIN2,MICALL1
2323133,PACSIN2,RAI14
2323496,PACSIN2,PACSIN2
2323519,PACSIN2,PACSIN3
2323872,PACSIN2,HELZ2
2323922,PACSIN2,TRIOBP
2324554,PACSIN2,COBLL1
2324942,PACSIN2,MPRIP
2325482,PACSIN2,PPP1R12A
2325852,PACSIN2,COBL
1426782,PACSIN3,PATL1
1427310,PACSIN3,RAI14
1427650,PACSIN3,PACSIN3
1427663,PACSIN3,PACSIN2
1427965,PACSIN3,TRIOBP
1428614,PACSIN3,COBLL1
1428965,PACSIN3,MPRIP
1429798,PACSIN3,COBL
1307666,PAIP1,LARP1
1308752,PAIP1,PPME1
1308847,PAIP1,LSM7
1309204,PAIP1,PAIP1
1309210,PAIP1,NSRP1;CCDC55
1309243,PAIP1,NCOA5
1310224,PAIP1,PABPC4
