,target,prey
2248013,CORO1B,HIST1H2BN;HIST1H2BM;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;HIST1H2BK;H2BFS
2248628,CORO1B,CORO1B
2249404,CORO1B,CORO1C
2249713,CORO1B,PARP1
2251338,CORO1C,PARP1
2251673,CORO1C,CORO1C
2252429,CORO1C,CORO1B
1157454,CPSF6,PRPF8
1157457,CPSF6,NFRKB
1157462,CPSF6,CTR9
1157487,CPSF6,THOC7;NIF3L1BP1
1157500,CPSF6,CDC73
1157501,CPSF6,FIP1L1
1157505,CPSF6,MEPCE
1157517,CPSF6,PHF5A
1157530,CPSF6,SUPT6H
1157533,CPSF6,WDR82
1157566,CPSF6,CRNKL1
1157569,CPSF6,RALY
1157574,CPSF6,CDC40
1157582,CPSF6,SRSF10
1157615,CPSF6,RPRD2
1157618,CPSF6,ZNF318
1157652,CPSF6,RBM26
1157705,CPSF6,PAF1
1157725,CPSF6,GEMIN5
1157740,CPSF6,LEO1
1157777,CPSF6,THOC6
1157778,CPSF6,METTL16
1157789,CPSF6,DDX42
1157810,CPSF6,RBBP6
1157822,CPSF6,METTL3
1157830,CPSF6,LEPREL2
1157870,CPSF6,SUGP2
1157882,CPSF6,CCAR1
1157892,CPSF6,CSTF1
1157905,CPSF6,KHDRBS1
1157913,CPSF6,RBM10
1157931,CPSF6,AKAP17A
1157935,CPSF6,PLOD1
1157937,CPSF6,DHX9
1157957,CPSF6,HNRNPA0
1157971,CPSF6,NCBP1
1157977,CPSF6,CPSF1
1157997,CPSF6,LSM6
1157998,CPSF6,SNRPD1
1157999,CPSF6,SNRPD2
1158000,CPSF6,SNRPD3
1158024,CPSF6,MAGOH;MAGOHB
1158034,CPSF6,HNRNPK
1158037,CPSF6,PPP1CA;PPP1CB
1158050,CPSF6,SRPK2
1158063,CPSF6,MRPS9
1158064,CPSF6,SARNP
1158067,CPSF6,TXNL4A
1158070,CPSF6,ERH
1158080,CPSF6,TRA2B
1158109,CPSF6,TERF2
1158117,CPSF6,ELAVL1
1158154,CPSF6,SAFB
1158169,CPSF6,LARP7
1158180,CPSF6,C17ORF85
1158182,CPSF6,LEPRE1
1158216,CPSF6,TRA2A
1158225,CPSF6,THOC5
1158228,CPSF6,DDX39B
1158234,CPSF6,HNRNPD
1158239,CPSF6,PRPF4B
1158279,CPSF6,ZNF638
1158284,CPSF6,WTAP
1158288,CPSF6,EFTUD2
1158295,CPSF6,SAFB2
1158315,CPSF6,DHX8
1158334,CPSF6,CPSF2
1158359,CPSF6,IGF2BP1
1158369,CPSF6,CWC15
1158402,CPSF6,DDX20
1158458,CPSF6,SSU72
1158474,CPSF6,RPRD1B
1158486,CPSF6,RBM22
1158564,CPSF6,RBM8A
1158568,CPSF6,LSM2
1158572,CPSF6,MRPS2
1158577,CPSF6,PPIL1
1158579,CPSF6,MRPS23
1158602,CPSF6,SRSF9
1158603,CPSF6,ACIN1
1158613,CPSF6,LSM4
1158615,CPSF6,CHTOP
1158652,CPSF6,ISY1
1158663,CPSF6,PRPF19
1158677,CPSF6,FAM208A
1158681,CPSF6,CPSF3
1158732,CPSF6,PPIE
1158743,CPSF6,SRRM2
1158779,CPSF6,ZFR
1158800,CPSF6,TOE1
1158817,CPSF6,IWS1
1158826,CPSF6,CDC5L
1158846,CPSF6,ZNF830
1158858,CPSF6,PPP1R10
1158884,CPSF6,LEPREL4
1158886,CPSF6,SYMPK
1158892,CPSF6,PHF3
1158939,CPSF6,SNRNP40
1158969,CPSF6,MAGOHB
1158978,CPSF6,PNN
1159014,CPSF6,CSTF2T
1159015,CPSF6,WWP1
1159043,CPSF6,NCOA5
1159044,CPSF6,CWC22
1159051,CPSF6,XAB2
1159064,CPSF6,CAAP1
1159102,CPSF6,DIDO1
1159110,CPSF6,BUD13
1159129,CPSF6,DDX50
1159152,CPSF6,API5
1159162,CPSF6,WDR33
1159168,CPSF6,DDX23
1159187,CPSF6,SRRT
1159197,CPSF6,ARL6IP4
1159228,CPSF6,ZC3H11A
1159237,CPSF6,NDUFA3
1159248,CPSF6,CPSF7
1159254,CPSF6,SCAF11
1159255,CPSF6,PPP1CC
1159261,CPSF6,PPHLN1
1159266,CPSF6,HNRNPA1;HNRNPA1L2
1159278,CPSF6,ZCCHC8
1159281,CPSF6,PPWD1
1159318,CPSF6,PRPF31
1159322,CPSF6,CSTF2
1159354,CPSF6,ZC3H18
1159355,CPSF6,RBM4;RBM4B
1159356,CPSF6,ALYREF
1159357,CPSF6,POLR2D
1159368,CPSF6,BCLAF1
1159376,CPSF6,CSTF3
1159389,CPSF6,SRRM1
1159418,CPSF6,RNPS1
1159442,CPSF6,SRPK1
1159448,CPSF6,BCKDK
1159457,CPSF6,HNRNPUL2-BSCL2;HNRNPUL2
1159459,CPSF6,RBMX;RBMXL2
1159478,CPSF6,CCDC12
1159487,CPSF6,DDX5
1159489,CPSF6,SRSF1
1159515,CPSF6,EIF4A3
1159521,CPSF6,SLTM
1159547,CPSF6,ZC3H14
1159560,CPSF6,CPSF6
1159572,CPSF6,SNW1
1159586,CPSF6,PABPN1
1159620,CPSF6,KIAA1429
1159637,CPSF6,LENG8
1159650,CPSF6,DHX16
1159660,CPSF6,SNRPF
1159675,CPSF6,PAPOLG
1159713,CPSF6,HNRNPU
1159719,CPSF6,SMN1;SMN2
1159721,CPSF6,DDX17
1159742,CPSF6,THOC1
1159773,CPSF6,TAF15
1159800,CPSF6,HNRNPUL1
1159805,CPSF6,ZNF326
1159814,CPSF6,PPP1R8
1159854,CPSF6,USP39
1159866,CPSF6,POLR2B
1159871,CPSF6,TNPO3
1159877,CPSF6,ILF2
1159935,CPSF6,SETD2
1159945,CPSF6,PPIG
1159947,CPSF6,PPIH
1159971,CPSF6,SRSF6
1159973,CPSF6,ITCH
1159974,CPSF6,POLR2A
1159985,CPSF6,ADAR
1159991,CPSF6,THRAP3
1160001,CPSF6,RBM15
1160002,CPSF6,NKAP
1160009,CPSF6,PRPF40A
1160013,CPSF6,NHP2L1
1160024,CPSF6,CLK2
1160026,CPSF6,JMJD6
1160029,CPSF6,ZCCHC10
1160044,CPSF6,HCFC1
1160105,CPSF6,HNRNPA2B1
1160164,CPSF6,NKTR
1160182,CPSF6,G6PD
1160230,CPSF6,P4HA1
1160242,CPSF6,SON
1160248,CPSF6,POLR2C
1160249,CPSF6,POLR2E
1160267,CPSF6,SNRPB;SNRPN
1160268,CPSF6,HNRNPL
1160288,CPSF6,NCBP2
1160306,CPSF6,POLR2K
1160309,CPSF6,HNRNPM
1160336,CPSF6,HNRNPA3
1160363,CPSF6,GEMIN4
1160376,CPSF6,MFAP1
1160409,CPSF6,SKIV2L2
1160470,CPSF6,YLPM1
1160476,CPSF6,ATP5O
1160509,CPSF6,CHUK
1160537,CPSF6,TCERG1
1160553,CPSF6,HNRNPDL
1160556,CPSF6,P4HA2
1160559,CPSF6,PLRG1
1160568,CPSF6,NUDT21
1160572,CPSF6,AKAP8
1160592,CPSF6,PRPF4
1160598,CPSF6,SART1
1160603,CPSF6,HNRNPR
1160604,CPSF6,PRPF3
1160617,CPSF6,RBM42
1160618,CPSF6,SF3A2
1160646,CPSF6,YTHDC1
1160668,CPSF6,WWP2
1160674,CPSF6,SAP18
1160697,CPSF6,ZC3H4
1160709,CPSF6,DDX39A
1160718,CPSF6,SUPT5H
1160722,CPSF6,ZFC3H1
1160746,CPSF6,SYF2
1160765,CPSF6,CPSF4
1160780,CPSF6,P4HB
1160787,CPSF6,HNRNPC
1160795,CPSF6,SNRNP70
1160805,CPSF6,OAT
1160807,CPSF6,GAPDH
1160859,CPSF6,AQR
1160864,CPSF6,SYNCRIP
1160875,CPSF6,PQBP1
1160884,CPSF6,SNRPC
1160889,CPSF6,TOX4;TOX3;TOX2;TOX
1160895,CPSF6,PRPF6
1160903,CPSF6,SCAF4
1160919,CPSF6,SNRNP200
1160922,CPSF6,CRTAP
1160929,CPSF6,BCAS2
3579484,CSE1L,KPNA1
3580987,CSE1L,NUP50
3581545,CSE1L,CSE1L
3581570,CSE1L,SRP54
1395002,CSK,TNS3
1396869,CSK,RAD50
1396941,CSK,PEAK1
1397927,CSK,CSK
2665538,CSNK1A1,FAM83B
2665716,CSNK1A1,USP34
2665787,CSNK1A1,RAI1
2665823,CSNK1A1,PRKDC
2665933,CSNK1A1,SEC13
2666268,CSNK1A1,XRCC4
2666358,CSNK1A1,RASAL2
2666452,CSNK1A1,ZDBF2
2666665,CSNK1A1,DBR1
2667093,CSNK1A1,UNC45A
2667374,CSNK1A1,MCC
2667411,CSNK1A1,SSFA2
2667539,CSNK1A1,FAM83H
2667672,CSNK1A1,DAB2IP
2667733,CSNK1A1,LIG4
2667820,CSNK1A1,FAM83D
2668093,CSNK1A1,SEC16A
2668118,CSNK1A1,SNX24
2668120,CSNK1A1,CSNK1E;CSNK1D
2668122,CSNK1A1,GAPVD1
2668162,CSNK1A1,FAM83G
2668411,CSNK1A1,CSNK1A1
2668662,CSNK1A1,MDM4
2668689,CSNK1A1,BACH1
2669049,CSNK1A1,HMMR
2671895,CSNK1D,CSNK1E;CSNK1D
2671897,CSNK1D,GAPVD1
2673859,CSNK1E,GAPVD1
2673861,CSNK1E,CSNK1E;CSNK1D
2674605,CSNK1E,MCC
2676492,CSNK1E,CRY1
2677816,CSNK1G3,ABI2
2677822,CSNK1G3,ABI1
2678780,CSNK1G3,WASF1
2679019,CSNK1G3,BAIAP2
2679057,CSNK1G3,NCKAP1
2679130,CSNK1G3,WASF2
2679407,CSNK1G3,BAIAP2L1
2679455,CSNK1G3,KIAA1522
2679768,CSNK1G3,YWHAG
2679899,CSNK1G3,YWHAZ
2680049,CSNK1G3,CYFIP1
10980,CSNK2A1,SAP30
10994,CSNK2A1,CPNE3
11010,CSNK2A1,EIF3J
11023,CSNK2A1,STRN
11051,CSNK2A1,EFCAB14
11057,CSNK2A1,KIF1B
11063,CSNK2A1,YEATS4
11091,CSNK2A1,TP53
11122,CSNK2A1,MTA2
11180,CSNK2A1,MBD3
11208,CSNK2A1,FBRS
11254,CSNK2A1,EIF3D
11274,CSNK2A1,MAGEB2
11289,CSNK2A1,SUPT5H
11291,CSNK2A1,CBX4
11296,CSNK2A1,AIP
11310,CSNK2A1,POLR3A
11314,CSNK2A1,IRS4
11334,CSNK2A1,STIP1
11336,CSNK2A1,YWHAB
11346,CSNK2A1,GNL1
11348,CSNK2A1,RPL4
11361,CSNK2A1,RPL22
11383,CSNK2A1,RBL1
11406,CSNK2A1,BRD2
11409,CSNK2A1,CCT5
11411,CSNK2A1,NRIP1
11424,CSNK2A1,RPS5
11430,CSNK2A1,CCT8
11432,CSNK2A1,CDK9
11445,CSNK2A1,CCT3
11449,CSNK2A1,RPS19
11450,CSNK2A1,RPL21
11452,CSNK2A1,SKIV2L2
11459,CSNK2A1,EIF2D
11466,CSNK2A1,RPL13A;RPL13A
11467,CSNK2A1,CCT6A
11474,CSNK2A1,ATRX
11492,CSNK2A1,RPLP1
11493,CSNK2A1,RPS12
11496,CSNK2A1,NAN
11522,CSNK2A1,PABPC1;PABPC3
11531,CSNK2A1,HSPA5
11532,CSNK2A1,HSPD1
11542,CSNK2A1,NPM1
11558,CSNK2A1,HEXB
11568,CSNK2A1,HSP90AB1
11573,CSNK2A1,HSP90AA1
11588,CSNK2A1,EIF2S2
11591,CSNK2A1,CSNK2A2
11596,CSNK2A1,NCL
11609,CSNK2A1,RPS3
11638,CSNK2A1,P4HA1
11641,CSNK2A1,RPS2
11646,CSNK2A1,RPL7
11673,CSNK2A1,HCFC1
11678,CSNK2A1,MAP9
11697,CSNK2A1,PIK3C3
11722,CSNK2A1,RB1
11730,CSNK2A1,SLMAP
11738,CSNK2A1,PABPC4
11748,CSNK2A1,SART3
11750,CSNK2A1,EIF3H
11782,CSNK2A1,RCC1
11788,CSNK2A1,POLR2H
11791,CSNK2A1,RPL31
11796,CSNK2A1,PES1
11823,CSNK2A1,PPIL3
11825,CSNK2A1,SRGAP2
11853,CSNK2A1,ZMYND8
11861,CSNK2A1,TOR1AIP1
11908,CSNK2A1,INTS12
11910,CSNK2A1,UPF3B
11913,CSNK2A1,ESF1
11944,CSNK2A1,CCDC82
11951,CSNK2A1,POLR1C
11953,CSNK2A1,ZEB2
11965,CSNK2A1,EHMT1
11983,CSNK2A1,MACF1
11989,CSNK2A1,SNAPC4
11994,CSNK2A1,GATAD2B
12005,CSNK2A1,HSPA1B;HSPA1A
12013,CSNK2A1,CEP170
12021,CSNK2A1,CDK2
12023,CSNK2A1,GPATCH2L
12027,CSNK2A1,MTA1
12029,CSNK2A1,RPL36A;RPL36A-HNRNPH2;RPL36AL
12043,CSNK2A1,DEK
12063,CSNK2A1,NACA
12081,CSNK2A1,ATXN2
12089,CSNK2A1,MTMR1
12091,CSNK2A1,RPSA
12092,CSNK2A1,BRMS1L
12103,CSNK2A1,GTF3C5
12159,CSNK2A1,STUB1
12180,CSNK2A1,NEDD8;NEDD8-MDP1
12196,CSNK2A1,KAT7
12199,CSNK2A1,RBBP7
12210,CSNK2A1,RPS24
12223,CSNK2A1,ZC3H18
12240,CSNK2A1,RPS3A
12252,CSNK2A1,PRRC2C
12281,CSNK2A1,DDX24
12288,CSNK2A1,RPL6
12291,CSNK2A1,RPS10;RPS10-NUDT3
12300,CSNK2A1,RBL2
12306,CSNK2A1,XRCC1
12320,CSNK2A1,RPL27A
12326,CSNK2A1,GRAMD1C
12329,CSNK2A1,EBAG9
12342,CSNK2A1,HSPA8
12349,CSNK2A1,MAF1
12374,CSNK2A1,RPAP1
12386,CSNK2A1,POLR3C
12413,CSNK2A1,SIN3A
12432,CSNK2A1,RNF2
12434,CSNK2A1,EIF3C;EIF3CL
12440,CSNK2A1,SENP3;SENP3-EIF4A1
12471,CSNK2A1,SUDS3
12484,CSNK2A1,OSBPL8
12491,CSNK2A1,PCGF6
12504,CSNK2A1,TSPYL1
12518,CSNK2A1,WDR12
12534,CSNK2A1,RPS21
12581,CSNK2A1,SERBP1
12611,CSNK2A1,LTV1
12624,CSNK2A1,ZBTB10
12640,CSNK2A1,BTF3L4
12650,CSNK2A1,ANP32B
12659,CSNK2A1,UPF1
12662,CSNK2A1,KAT2B
12666,CSNK2A1,CREBBP
12668,CSNK2A1,HDAC2
12675,CSNK2A1,GRAMD1A
12680,CSNK2A1,OTULIN
12685,CSNK2A1,C18ORF25
12695,CSNK2A1,MEAF6
12704,CSNK2A1,RUVBL1
12705,CSNK2A1,EIF3L
12707,CSNK2A1,NAN
12708,CSNK2A1,RUVBL2
12727,CSNK2A1,POLR3K
12754,CSNK2A1,RCOR1
12777,CSNK2A1,PRPF19
12803,CSNK2A1,HCG_39893;GRAMD1B
12807,CSNK2A1,ARID4B
12810,CSNK2A1,RPL10
12817,CSNK2A1,POLR2F
12822,CSNK2A1,RRP15
12830,CSNK2A1,TRRAP
12857,CSNK2A1,GTF3C3
12859,CSNK2A1,CD2AP
12884,CSNK2A1,BAZ1A
12890,CSNK2A1,GPATCH2
12892,CSNK2A1,POLR3B
12895,CSNK2A1,POLR3E
12912,CSNK2A1,HMG20A
12961,CSNK2A1,DAXX
12967,CSNK2A1,EIF3K
13002,CSNK2A1,CDK12
13053,CSNK2A1,EP300
13055,CSNK2A1,RBBP4
13091,CSNK2A1,SET;SETSIP
13110,CSNK2A1,RING1
13120,CSNK2A1,RELA
13122,CSNK2A1,TRIM28
13155,CSNK2A1,KPNB1
13164,CSNK2A1,CHD4
13167,CSNK2A1,EIF3A
13177,CSNK2A1,SF3B2
13183,CSNK2A1,CTBP1
13190,CSNK2A1,URB2
13191,CSNK2A1,BOP1
13195,CSNK2A1,BYSL
13215,CSNK2A1,CTBP2
13219,CSNK2A1,EIF3B
13232,CSNK2A1,MAX
13234,CSNK2A1,ABCE1
13247,CSNK2A1,RPS20
13257,CSNK2A1,KPNA1
13263,CSNK2A1,HDGF
13284,CSNK2A1,POLR2K
13296,CSNK2A1,RPL27
13301,CSNK2A1,GNB2L1
13303,CSNK2A1,SKP1
13330,CSNK2A1,CCT2
13334,CSNK2A1,CSNK2A1;CSNK2A3
13338,CSNK2A1,RPL8
13341,CSNK2A1,RPS14
13343,CSNK2A1,RPS16
13345,CSNK2A1,RPS8
13352,CSNK2A1,WDR5
13353,CSNK2A1,DCAF7
13357,CSNK2A1,RPS18
13359,CSNK2A1,RPS11
13364,CSNK2A1,RPS28
13366,CSNK2A1,RPS25
13367,CSNK2A1,RPL23
13371,CSNK2A1,RPS4X
13379,CSNK2A1,RPS6
13386,CSNK2A1,USP54
13406,CSNK2A1,DENND4A
13418,CSNK2A1,EIF3M
13424,CSNK2A1,RICTOR
13425,CSNK2A1,ATAD2
13430,CSNK2A1,RPL7L1
13469,CSNK2A1,ARHGAP18
13473,CSNK2A1,ZNF687
13480,CSNK2A1,DCP1B
13503,CSNK2A1,SRBD1
13507,CSNK2A1,RYBP
13510,CSNK2A1,AMOTL1
13525,CSNK2A1,PCGF5
13537,CSNK2A1,TTBK2
13540,CSNK2A1,MGA
13541,CSNK2A1,YAF2
13549,CSNK2A1,GATAD2A
13565,CSNK2A1,CDC37
13566,CSNK2A1,DDB1
13585,CSNK2A1,PCGF3
13590,CSNK2A1,TSR1
13596,CSNK2A1,VPS72
13667,CSNK2A1,NMT2
13683,CSNK2A1,HP1BP3
13690,CSNK2A1,HSP90AB2P
13705,CSNK2A1,CSNK2B
13708,CSNK2A1,CDK11A
13719,CSNK2A1,WDR44
13742,CSNK2A2,CDK11A
13744,CSNK2A2,TUBB
13756,CSNK2A2,SGOL2
13759,CSNK2A2,HSP90AB2P
13766,CSNK2A2,CSNK2B
13777,CSNK2A2,STRIP1
13782,CSNK2A2,NMT2
13807,CSNK2A2,ATAD3B
13814,CSNK2A2,SF3B4
13822,CSNK2A2,TRIP4
13834,CSNK2A2,ARHGEF6
13849,CSNK2A2,PCBP1
13854,CSNK2A2,VPS72
13858,CSNK2A2,TSR1
13864,CSNK2A2,PCGF3
13874,CSNK2A2,PDS5A
13882,CSNK2A2,DDB1
13883,CSNK2A2,CDC37
13900,CSNK2A2,GATAD2A
13909,CSNK2A2,MGA
13924,CSNK2A2,PCGF5
13937,CSNK2A2,PATL1
13940,CSNK2A2,YAF2
13942,CSNK2A2,RYBP
13973,CSNK2A2,SPG20
13976,CSNK2A2,ZNF687
14019,CSNK2A2,RPL7L1
14036,CSNK2A2,MCM10
14040,CSNK2A2,TRMT1L
14051,CSNK2A2,FIP1L1
14078,CSNK2A2,RPS4X
14079,CSNK2A2,RPS6
14082,CSNK2A2,RPL23
14083,CSNK2A2,RPS25
14085,CSNK2A2,RPS28
14091,CSNK2A2,RPL27
14095,CSNK2A2,DCAF7
14096,CSNK2A2,WDR5
14098,CSNK2A2,YWHAG
14103,CSNK2A2,RPS8
14105,CSNK2A2,RPS16
14106,CSNK2A2,YWHAE
14108,CSNK2A2,RPS18
14114,CSNK2A2,CSNK2A1;CSNK2A3
14115,CSNK2A2,EIF4G2
14118,CSNK2A2,CCT2
14133,CSNK2A2,RPL8
14139,CSNK2A2,RAC1;RAC2;RAC3
14142,CSNK2A2,YWHAZ
14145,CSNK2A2,SKP1
14147,CSNK2A2,GNB2L1
14164,CSNK2A2,POLR2K
14175,CSNK2A2,RBM5
14182,CSNK2A2,PSMD7
14192,CSNK2A2,HNRNPF
14196,CSNK2A2,RAD23B
14197,CSNK2A2,EIF5
14200,CSNK2A2,RPS20
14223,CSNK2A2,NAP1L1
14232,CSNK2A2,CTBP2
14252,CSNK2A2,BYSL
14256,CSNK2A2,BOP1
14264,CSNK2A2,CTBP1
14271,CSNK2A2,SF3B2
14281,CSNK2A2,G3BP1
14282,CSNK2A2,EIF3A
14292,CSNK2A2,CHD4
14293,CSNK2A2,KPNB1
14313,CSNK2A2,GIT2
14316,CSNK2A2,RBM39
14325,CSNK2A2,TRIM28
14331,CSNK2A2,SSBP1
14333,CSNK2A2,YWHAH
14335,CSNK2A2,PTK2
14338,CSNK2A2,RING1
14352,CSNK2A2,CLTC
14358,CSNK2A2,FOXK2
14369,CSNK2A2,LGALS3BP
14370,CSNK2A2,TRAF2
14374,CSNK2A2,BNIP1
14394,CSNK2A2,RBBP4
14396,CSNK2A2,EP300
14441,CSNK2A2,ANAPC11
14443,CSNK2A2,ZAK
14465,CSNK2A2,ATPIF1
14486,CSNK2A2,DAXX
14493,CSNK2A2,TCF20
14514,CSNK2A2,ASH1L
14545,CSNK2A2,ATAD3A
14550,CSNK2A2,DNAAF2
14551,CSNK2A2,POLR3E
14554,CSNK2A2,POLR3B
14556,CSNK2A2,GPATCH2
14558,CSNK2A2,INTS9
14563,CSNK2A2,STRN4
14566,CSNK2A2,INIP
14575,CSNK2A2,RBM12
14590,CSNK2A2,GTF3C3
14608,CSNK2A2,STRAP
14617,CSNK2A2,TRRAP
14630,CSNK2A2,POLR2F
14631,CSNK2A2,WDR18
14640,CSNK2A2,ARID4B
14652,CSNK2A2,EPN1
14678,CSNK2A2,PPIE
14693,CSNK2A2,RCOR1
14718,CSNK2A2,GIT1
14719,CSNK2A2,ZNF281
14720,CSNK2A2,POLR3K
14722,CSNK2A2,YARS2
14728,CSNK2A2,LUC7L2
14739,CSNK2A2,RUVBL2
14740,CSNK2A2,NAN
14741,CSNK2A2,PIN4
14743,CSNK2A2,EIF3L
14750,CSNK2A2,VPS9D1
14752,CSNK2A2,RUVBL1
14762,CSNK2A2,C18ORF25
14763,CSNK2A2,AKT1S1
14772,CSNK2A2,GRAMD1A
14781,CSNK2A2,CREBBP
14811,CSNK2A2,EP400
14813,CSNK2A2,CCDC138
14814,CSNK2A2,CEP63
14820,CSNK2A2,DGCR14
14822,CSNK2A2,C18ORF8
14823,CSNK2A2,ZBTB10
14836,CSNK2A2,LTV1
14839,CSNK2A2,WDR92;DKFZP434B156
14866,CSNK2A2,SERBP1
14892,CSNK2A2,SMG7
14899,CSNK2A2,GCN1L1
14907,CSNK2A2,PPIL4
14927,CSNK2A2,DOCK7
14928,CSNK2A2,WDR12
14930,CSNK2A2,POLR1E
14951,CSNK2A2,AP1M1
14955,CSNK2A2,PCGF6
14962,CSNK2A2,OSBPL8
14975,CSNK2A2,SUDS3
14977,CSNK2A2,NT5DC2
15015,CSNK2A2,RNF2
15022,CSNK2A2,EIF3C;EIF3CL
15024,CSNK2A2,KIF2C
15033,CSNK2A2,SIN3A
15061,CSNK2A2,POLR3C
15071,CSNK2A2,RIOK2
15073,CSNK2A2,RPAP1
15078,CSNK2A2,SH3GL3
15097,CSNK2A2,CCT4
15101,CSNK2A2,EIF1AD
15108,CSNK2A2,HSPA8
15110,CSNK2A2,MAF1
15123,CSNK2A2,GRAMD1C
15125,CSNK2A2,ACP2
15129,CSNK2A2,RPL27A
15133,CSNK2A2,PRMT1
15136,CSNK2A2,ZCCHC11
15149,CSNK2A2,RBL2
15154,CSNK2A2,SIMC1
15158,CSNK2A2,RPS10;RPS10-NUDT3
15168,CSNK2A2,DDX24
15196,CSNK2A2,PRRC2C
15199,CSNK2A2,TANK
15200,CSNK2A2,LTF
15208,CSNK2A2,RPS3A
15246,CSNK2A2,RBBP7
15322,CSNK2A2,MRPS28
15345,CSNK2A2,GTF3C5
15350,CSNK2A2,ANKRD54
15360,CSNK2A2,MTMR1
15367,CSNK2A2,RPSA
15387,CSNK2A2,NACA
15402,CSNK2A2,WDR77
15406,CSNK2A2,DEK
15413,CSNK2A2,HADHA
15416,CSNK2A2,GPR137
15418,CSNK2A2,MTA1
15427,CSNK2A2,GPATCH2L
15430,CSNK2A2,CDK2
15437,CSNK2A2,CEP170
15444,CSNK2A2,HSPA1B;HSPA1A
15455,CSNK2A2,GATAD2B
15472,CSNK2A2,SNAPC4
15486,CSNK2A2,CCDC82
15498,CSNK2A2,POLR1C
15499,CSNK2A2,C4ORF29
15507,CSNK2A2,EHMT1
15508,CSNK2A2,ZEB2
15520,CSNK2A2,SCARB2
15526,CSNK2A2,GLI3
15527,CSNK2A2,DHCR24
15555,CSNK2A2,TCEB3
15562,CSNK2A2,EIF2B4
15564,CSNK2A2,PYCR2
15585,CSNK2A2,IGHG1
15596,CSNK2A2,ZMYND8
15608,CSNK2A2,ARFIP2
15639,CSNK2A2,COPS2
15652,CSNK2A2,PES1
15655,CSNK2A2,EIF3H
15660,CSNK2A2,POLR2H
15710,CSNK2A2,SART3
15717,CSNK2A2,PALM3
15727,CSNK2A2,RB1
15729,CSNK2A2,NOP9
15752,CSNK2A2,PIK3C3
15760,CSNK2A2,PRPS1
15764,CSNK2A2,HSPB11
15783,CSNK2A2,VWA8
15785,CSNK2A2,HCG_39893;GRAMD1B
15788,CSNK2A2,RPA2
15789,CSNK2A2,PPP3CB
15796,CSNK2A2,YBX3
15812,CSNK2A2,EEF2
15840,CSNK2A2,PPIB
15842,CSNK2A2,RPS3
15855,CSNK2A2,NCL
15857,CSNK2A2,POLR2E
15860,CSNK2A2,CSNK2A2
15871,CSNK2A2,PIP
15877,CSNK2A2,HSP90AA1
15883,CSNK2A2,HSP90AB1
15894,CSNK2A2,RPLP1
15898,CSNK2A2,POLR3D
15908,CSNK2A2,NPM1
15918,CSNK2A2,HSPD1
15919,CSNK2A2,HSPA5
15935,CSNK2A2,NAN
15951,CSNK2A2,IGLL5;IGLC6;IGLC1;IGLC7
15954,CSNK2A2,PARP1
15971,CSNK2A2,MKI67
15979,CSNK2A2,HSPA9
15980,CSNK2A2,RPS19
15983,CSNK2A2,CCT6A
15999,CSNK2A2,ATRX
16001,CSNK2A2,RPL34
16005,CSNK2A2,CCT3
16020,CSNK2A2,CCT5
16023,CSNK2A2,RPL21
16026,CSNK2A2,RPS5
16040,CSNK2A2,STT3A
16043,CSNK2A2,GNL1
16052,CSNK2A2,RPL12
16062,CSNK2A2,RBL1
16063,CSNK2A2,MAPK1
16065,CSNK2A2,AZGP1
16066,CSNK2A2,RPS12
16073,CSNK2A2,S100A7
16083,CSNK2A2,MAPK3
16089,CSNK2A2,RPL22
16094,CSNK2A2,COPB2
16113,CSNK2A2,CASP14
16114,CSNK2A2,YWHAB
16117,CSNK2A2,STIP1
16136,CSNK2A2,IRS4
16141,CSNK2A2,POLR3A
16158,CSNK2A2,CBX4
16160,CSNK2A2,SUPT5H
16166,CSNK2A2,CDC7
16167,CSNK2A2,IPO5
16184,CSNK2A2,DYNC1LI2
16191,CSNK2A2,PPM1G
16222,CSNK2A2,MRPS23
16241,CSNK2A2,FBRS
16251,CSNK2A2,TBKBP1
16280,CSNK2A2,CUL4B
16281,CSNK2A2,MBD3
16304,CSNK2A2,SBF1
16314,CSNK2A2,PSMG1
16327,CSNK2A2,MTA2
16337,CSNK2A2,CCNB2;CCNB2V
16352,CSNK2A2,PIGR
16356,CSNK2A2,ANXA1
16359,CSNK2A2,TP53
16368,CSNK2A2,SNAP29
16412,CSNK2A2,EPB41L2
16439,CSNK2A2,EIF3J
16440,CSNK2A2,ZMPSTE24
16444,CSNK2A2,DCTN3
16453,CSNK2A2,EFCAB14
16456,CSNK2A2,CPNE3
16458,CSNK2A2,HMMR
16466,CSNK2A2,SAP30
1842090,CSNK2B,EIF3J
1842104,CSNK2B,MTA2
1842114,CSNK2B,HEXIM1
1842158,CSNK2B,EFCAB14
1842171,CSNK2B,VAMP4
1842177,CSNK2B,PHF2
1842180,CSNK2B,CPNE3
1842234,CSNK2B,CENPB
1842254,CSNK2B,SGPL1
1842287,CSNK2B,ACTL6A
1842299,CSNK2B,CBX4
1842318,CSNK2B,ZC3H4
1842333,CSNK2B,MPHOSPH10
1842357,CSNK2B,MBD3
1842368,CSNK2B,YTHDC1
1842372,CSNK2B,SAP30BP
1842432,CSNK2B,SMARCA5
1842483,CSNK2B,U2SURP
1842492,CSNK2B,EIF3D
1842530,CSNK2B,ATRX
