cell_line_id,target_name,uniprot_id,ensg_id,leiden
854,CSNK2A2,P19784,ENSG00000070770,155
855,CSNK2A1,P68400,ENSG00000101266,155
856,TOP2A,P11388,ENSG00000131747,94
857,FBL,P22087,ENSG00000105202,3
858,NOP58,Q9Y2X3,ENSG00000055044,3
859,NPM1,P06748,ENSG00000181163,3
860,NPM3,O75607,ENSG00000107833,3
861,RRP1,P56182,ENSG00000160214,3
862,RPL35,P42766,ENSG00000136942,0
863,RPL10A,P62906,ENSG00000198755,0
866,RPS14,P62263,ENSG00000164587,0
867,RPS11,P62280,ENSG00000142534,0
868,COIL,P38432,ENSG00000121058,48
870,GOLGA7,Q7Z5G4,ENSG00000147533,23
872,ATP1A1,P05023,ENSG00000163399,34
873,EZR,P15311,ENSG00000092820,52
874,CD151,P48509,ENSG00000177697,34
875,CDH2,P19022,ENSG00000170558,86
876,ATP2B1,P20020,ENSG00000070961,25
878,IGF1R,P08069,ENSG00000140443,23
882,TFRC,P02786,ENSG00000072274,54
884,ALCAM,Q13740,ENSG00000170017,140
885,ZYX,Q15942,ENSG00000159840,58
886,MSN,P26038,ENSG00000147065,39
887,KIAA0319L,Q8IZA0,ENSG00000142687,160
888,LAMP1,P11279,ENSG00000185896,126
889,LAMP2,P13473,ENSG00000005893,126
890,LMNA,P02545,ENSG00000160789,171
892,LMNB1,P20700,ENSG00000113368,171
893,SLC25A17,O43808,ENSG00000100372,18
894,SEC23A,Q15436,ENSG00000100934,143
895,SEC23B,Q15437,ENSG00000101310,143
896,YIPF5,Q969M3,ENSG00000145817,104
899,SEC24C,P53992,ENSG00000176986,148
901,SEC31A,O94979,ENSG00000138674,143
903,SEC13,P55735,ENSG00000157020,148
904,SAR1A,Q9NR31,ENSG00000079332,78
905,SAR1B,Q9Y6B6,ENSG00000152700,78
906,TMED10,P49755,ENSG00000170348,104
907,TMED2,Q15363,ENSG00000086598,121
908,MYBBP1A,Q9BQG0,ENSG00000132382,3
909,COPA,P53621,ENSG00000122218,101
910,COPE,O14579,ENSG00000105669,101
911,COPG1,Q9Y678,ENSG00000181789,22
912,PIN4,Q9Y237,ENSG00000102309,45
914,COPZ1,P61923,ENSG00000111481,22
915,COPB2,P35606,ENSG00000184432,101
916,COPG2,Q9UBF2,ENSG00000158623,22
922,ARFGAP1,Q8N6T3,ENSG00000101199,61
923,LMAN1,P49257,ENSG00000074695,99
925,CENPA,P49450,ENSG00000115163,18
926,CENPM,Q9NSP4,ENSG00000100162,18
927,CENPW,Q5EE01,ENSG00000203760,18
928,MAPRE1,Q15691,ENSG00000101367,27
929,PCNA,P12004,ENSG00000132646,47
930,CCNB1,P14635,ENSG00000134057,6
931,CDK1,P06493,ENSG00000170312,90
932,TARDBP,Q13148,ENSG00000120948,95
933,PARP1,P09874,ENSG00000143799,172
934,PHGDH,O43175,ENSG00000092621,134
935,NANS,Q9NR45,ENSG00000095380,74
936,PKM,P14618,ENSG00000067225,67
937,ENO1,P06733,ENSG00000074800,67
938,GSTP1,P09211,ENSG00000084207,31
939,BLVRB,P30043,ENSG00000090013,19
940,FKBP5,Q13451,ENSG00000096060,74
941,LGALS1,P09382,ENSG00000100097,31
944,MYH9,P35579,ENSG00000100345,52
945,LDHA,P00338,ENSG00000288299,67
947,RNASEH2A,O75792,ENSG00000104889,47
948,LZTS2,Q9BRK4,ENSG00000107816,86
951,CPSF6,Q16630,ENSG00000111605,133
952,GAPDH,P04406,ENSG00000111640,67
953,NOP2,P46087,ENSG00000111641,57
954,LDHB,P07195,ENSG00000111716,67
957,ALG2,Q9H553,ENSG00000119523,75
958,CALD1,Q05682,ENSG00000122786,16
959,ASS1,P00966,ENSG00000130707,107
960,AKAP12,Q02952,ENSG00000131016,163
961,C9orf78,Q9NZ63,ENSG00000136819,137
962,ESD,P10768,ENSG00000139684,31
965,HOMER1,Q86YM7,ENSG00000152413,147
967,HEATR3,Q7Z4Q2,ENSG00000155393,74
968,RER1,O15258,ENSG00000157916,101
970,ABCE1,P61221,ENSG00000164163,39
973,PAIP1,Q9H074,ENSG00000172239,118
974,EIF3K,Q9UBQ5,ENSG00000178982,14
975,H1-0,P07305,ENSG00000189060,94
976,S100A10,P60903,ENSG00000197747,52
978,G6PD,P11413,ENSG00000160211,139
980,ALDH16A1,Q8IZ83,ENSG00000161618,140
982,ALDH9A1,P49189,ENSG00000143149,107
984,NCOA1,Q15788,ENSG00000084676,135
988,RPS16,P62249,ENSG00000105193,0
989,EWSR1,Q01844,ENSG00000182944,156
992,DDX5,P17844,ENSG00000108654,30
994,PDCD6,O75340,ENSG00000249915,136
996,CAD,P27708,ENSG00000084774,39
997,MIF,P14174,ENSG00000240972,31
999,TDP1,Q9NUW8,ENSG00000042088,11
1001,MRTO4,Q9UKD2,ENSG00000053372,57
1002,PSPC1,Q8WXF1,ENSG00000121390,48
1004,TOP1,P11387,ENSG00000198900,94
1005,LAMTOR2,Q9Y2Q5,ENSG00000116586,126
1006,WDR3,Q9UNX4,ENSG00000065183,21
1007,SMARCA5,O60264,ENSG00000153147,5
1008,ECPAS,Q5VYK3,ENSG00000136813,107
1009,WBP2,Q969T9,ENSG00000132471,146
1010,CERS6,Q6ZMG9,ENSG00000172292,112
1011,RPAP2,Q8IXW5,ENSG00000122484,2
1013,DBNDD1,Q9H9R9,ENSG00000003249,2
1015,CLNS1A,P54105,ENSG00000074201,127
1019,HNRNPA0,Q13151,ENSG00000177733,114
1021,CSK,P41240,ENSG00000103653,4
1022,DNTTIP1,Q9H147,ENSG00000101457,102
1024,FAU,P62861,ENSG00000149806,0
1025,CTNNBL1,Q8WYA6,ENSG00000132792,178
1028,RPL5,P46777,ENSG00000122406,180
1029,RPL11,P62913,ENSG00000142676,180
1030,NCL,P19338,ENSG00000115053,3
1031,UBA52,P62987,ENSG00000221983,146
1033,SRP9,P49458,ENSG00000143742,129
1034,SMC1A,Q14683,ENSG00000072501,102
1035,NHP2,Q9NX24,ENSG00000145912,106
1036,H2BC21,Q16778,ENSG00000184678,94
1037,HNRNPL,P14866,ENSG00000282947,48
1038,GLUL,P15104,ENSG00000135821,134
1039,ILF3,Q12906,ENSG00000129351,137
1040,SSRP1,Q08945,ENSG00000149136,48
1041,SSB,P05455,ENSG00000138385,56
1042,CDKN2A,P42771,ENSG00000147889,98
1043,GNL3,Q9BVP2,ENSG00000163938,57
1044,RSL1D1,O76021,ENSG00000171490,57
1045,DHX9,Q08211,ENSG00000135829,95
1046,NOP10,Q9NPE3,ENSG00000182117,106
1047,XPO1,O14980,ENSG00000082898,38
1048,DDB1,Q16531,ENSG00000167986,74
1049,DKC1,O60832,ENSG00000130826,106
1050,AAMP,Q13685,ENSG00000127837,4
1051,DDX21,Q9NR30,ENSG00000165732,3
1052,CSNK2B,P67870,ENSG00000232960,136
1053,SNU13,P55769,ENSG00000100138,3
1054,PES1,O00541,ENSG00000100029,3
1055,SUPT16H,Q9Y5B9,ENSG00000092201,111
1056,NOP53,Q9NZM5,ENSG00000105373,35
1057,EBNA1BP2,Q99848,ENSG00000117395,3
1059,BUD23,O43709,ENSG00000071462,92
1060,BLM,P54132,ENSG00000197299,44
1061,BOP1,Q14137,ENSG00000285301,35
1062,NOL11,Q9H8H0,ENSG00000130935,21
1063,SRP68,Q9UHB9,ENSG00000167881,14
1064,DDX56,Q9NY93,ENSG00000136271,129
1065,GTPBP4,Q9BZE4,ENSG00000107937,57
1066,TCOF1,Q13428,ENSG00000070814,106
1067,IMP3,Q9NV31,ENSG00000177971,21
1068,LTV1,Q96GA3,ENSG00000135521,81
1070,GNL2,Q13823,ENSG00000134697,57
1071,GAR1,Q9NY12,ENSG00000109534,106
1073,UTP6,Q9NYH9,ENSG00000108651,35
1074,WDR12,Q9GZL7,ENSG00000138442,3
1075,SUPT5H,O00267,ENSG00000196235,133
1078,RBM28,Q9NW13,ENSG00000106344,57
1079,UTP4,Q969X6,ENSG00000262788,50
1080,TSR1,Q2NL82,ENSG00000167721,44
1082,BYSL,Q13895,ENSG00000112578,129
1083,AATF,Q9NY61,ENSG00000275700,21
1085,DDX47,Q9H0S4,ENSG00000213782,21
1086,WDR46,O15213,ENSG00000227057,21
1087,YY1,P25490,ENSG00000100811,102
1089,UTP14A,Q9BVJ6,ENSG00000156697,129
1090,TMA16,Q96EY4,ENSG00000198498,44
1092,EMG1,Q92979,ENSG00000126749,3
1094,ANXA11,P50995,ENSG00000122359,136
1095,NVL,O15381,ENSG00000143748,44
1096,TSR2,Q969E8,ENSG00000158526,63
1098,PDCD11,Q14690,ENSG00000148843,35
1099,MAPK9,P45984,ENSG00000050748,63
1100,NUMA1,Q14980,ENSG00000137497,133
1101,CBX1,P83916,ENSG00000108468,172
1102,WDR75,Q8IWA0,ENSG00000115368,57
1103,NMD3,Q96D46,ENSG00000169251,129
1104,NEPRO,Q6NW34,ENSG00000163608,92
1105,SRP54,P61011,ENSG00000100883,128
1106,DHX37,Q8IY37,ENSG00000150990,144
1108,SPOUT1,Q5T280,ENSG00000198917,144
1109,SMN1,Q16637,ENSG00000273772,17
1111,USP36,Q9P275,ENSG00000055483,35
1112,NOL10,Q9BSC4,ENSG00000115761,21
1114,NAF1,Q96HR8,ENSG00000145414,15
1115,ZCCHC9,Q8N567,ENSG00000131732,144
1117,NOM1,Q5C9Z4,ENSG00000146909,35
1118,MPHOSPH10,O00566,ENSG00000124383,21
1119,BMS1,Q14692,ENSG00000165733,35
1124,AKT2,P31751,ENSG00000105221,115
1126,ARAF,P10398,ENSG00000078061,2
1127,ATM,Q13315,ENSG00000149311,135
1129,AURKB,Q96GD4,ENSG00000178999,55
1130,BAZ1A,Q9NRL2,ENSG00000198604,5
1131,BAZ1B,Q9UIG0,ENSG00000009954,5
1132,BLVRA,P53004,ENSG00000106605,89
1133,BRD2,P25440,ENSG00000235307,91
1134,BRD3,Q15059,ENSG00000169925,91
1135,BRD4,O60885,ENSG00000141867,153
1136,BUB1,O43683,ENSG00000169679,165
1137,CAMK1,Q14012,ENSG00000134072,120
1138,CAMK2G,Q13555,ENSG00000148660,82
1141,CDC42BPB,Q9Y5S2,ENSG00000198752,116
1142,CDC7,O00311,ENSG00000097046,91
1144,CDK11B,P21127,ENSG00000248333,97
1145,CDK12,Q9NYV4,ENSG00000167258,97
1146,CDK13,Q14004,ENSG00000065883,64
1148,CDK2,P24941,ENSG00000123374,153
1149,CDK4,P11802,ENSG00000135446,98
1151,CDK7,P50613,ENSG00000134058,91
1152,CDK9,P50750,ENSG00000136807,159
1153,CHEK2,O96017,ENSG00000183765,11
1156,CLK2,P49760,ENSG00000176444,85
1157,CLK3,P49761,ENSG00000179335,97
1161,CSNK1A1,P48729,ENSG00000113712,158
1162,CSNK1D,P48730,ENSG00000141551,90
1163,CSNK1E,P49674,ENSG00000213923,90
1165,CSNK1G3,Q9Y6M4,ENSG00000151292,118
1166,DAPK3,O43293,ENSG00000167657,109
1172,RACK1,P63244,ENSG00000204628,0
1175,ACTG1,P63261,ENSG00000184009,16
1179,FYN,P06241,ENSG00000010810,23
1182,GSK3A,P49840,ENSG00000105723,164
1183,GSK3B,P49841,ENSG00000082701,164
1186,IKBKB,O14920,ENSG00000104365,51
1187,ILK,Q13418,ENSG00000166333,13
1188,IRAK1,P51617,ENSG00000184216,76
1190,LIMK2,P53671,ENSG00000182541,51
1191,MAP2K1,Q02750,ENSG00000169032,4
1192,MAP2K2,P36507,ENSG00000126934,4
1193,MAP2K3,P46734,ENSG00000034152,45
1194,MAP2K7,O14733,ENSG00000076984,45
1199,MAP3K7,O43318,ENSG00000135341,76
1203,MAPK14,Q16539,ENSG00000112062,63
1204,MAPK3,P27361,ENSG00000102882,69
1207,MAPK8,P45983,ENSG00000107643,63
1209,MAPKAPK2,P49137,ENSG00000162889,28
1210,MAPKAPK3,Q16644,ENSG00000114738,63
1212,AGO1,Q9UL18,ENSG00000092847,167
1213,AGO2,Q9UKV8,ENSG00000123908,17
1216,MARK2,Q7KZI7,ENSG00000072518,25
1217,MARK3,P27448,ENSG00000075413,174
1220,MELK,Q14680,ENSG00000165304,73
1221,MINK1,Q8N4C8,ENSG00000141503,6
1222,MKNK1,Q9BUB5,ENSG00000079277,51
1223,MKNK2,Q9HBH9,ENSG00000099875,63
1227,NEK9,Q8TD19,ENSG00000119638,132
1228,NRBP1,Q9UHY1,ENSG00000115216,132
1229,OXSR1,O95747,ENSG00000172939,93
1230,PAK4,O96013,ENSG00000130669,4
1231,PASK,Q96RG2,ENSG00000115687,120
1232,PBK,Q96KB5,55872,89
1233,STRN3,Q13033,ENSG00000196792,116
1234,PDPK1,O15530,ENSG00000140992,59
1235,PHKG2,P15735,ENSG00000156873,132
1239,PKN1,Q16512,ENSG00000123143,4
1240,PKN2,Q16513,ENSG00000065243,141
1242,PLK1,P53350,ENSG00000166851,136
1244,PRKAA1,Q13131,ENSG00000132356,51
1245,PRKACA,P17612,ENSG00000072062,61
1246,PRKCD,Q05655,ENSG00000163932,73
1247,PRKCI,P41743,ENSG00000163558,69
1249,PRKD2,Q9BZL6,ENSG00000105287,120
1251,PRKDC,P78527,ENSG00000253729,15
1252,PRPF4B,Q13523,ENSG00000112739,36
1253,PTK2,Q05397,ENSG00000169398,29
1254,PTK7,Q13308,ENSG00000112655,46
1255,RAF1,P04049,ENSG00000132155,2
1256,RIOK1,Q9BRS2,ENSG00000124784,10
1257,RIOK2,Q9BVS4,ENSG00000058729,4
1258,RIOK3,O14730,ENSG00000101782,4
1259,ROCK1,Q13464,ENSG00000067900,116
1262,RPS6KA3,P51812,ENSG00000177189,77
1263,PTMA,P06454,ENSG00000187514,56
1264,RPS6KA4,O75676,ENSG00000162302,11
1265,TPT1,P13693,ENSG00000133112,123
1266,RPS6KB1,P23443,ENSG00000108443,19
1269,SCYL1,Q96KG9,ENSG00000142186,103
1270,SCYL2,Q6P3W7,ENSG00000136021,72
1271,SLK,Q9H2G2,ENSG00000065613,110
1274,SRPK2,P78362,ENSG00000135250,105
1275,STK11,Q15831,ENSG00000118046,59
1277,STK24,Q9Y6E0,ENSG00000102572,82
1278,STK25,O00506,ENSG00000115694,28
1279,STK26,Q9P289,ENSG00000134602,103
1281,STK38L,Q9Y2H1,ENSG00000211455,73
1282,STK4,Q13043,ENSG00000101109,110
1287,TAOK1,Q7L7X3,ENSG00000160551,76
1288,TAOK2,Q9UL54,ENSG00000149930,6
1290,TLK2,Q86UE8,ENSG00000146872,156
1291,TRIM24,O15164,ENSG00000122779,47
1292,TRIM28,Q13263,ENSG00000130726,114
1293,TRIM33,Q9UPN9,ENSG00000197323,156
1294,TRRAP,Q9Y4A5,ENSG00000196367,15
1295,TTK,P33981,ENSG00000112742,28
1300,ULK1,O75385,ENSG00000177169,152
1301,ULK3,Q6PHR2,ENSG00000140474,138
1302,VRK2,Q86Y07,ENSG00000028116,75
1303,VRK3,Q8IV63,ENSG00000105053,115
1305,WNK1,Q9H4A3,ENSG00000060237,81
1307,YES1,P07947,ENSG00000176105,25
1310,SLC11A2,P49281,ENSG00000110911,62
1312,SLC16A1,P53985,ENSG00000281917,54
1313,SLC16A10,Q8TF71,ENSG00000112394,23
1314,SLC16A2,P36021,ENSG00000147100,34
1315,SLC18B1,Q6NT16,ENSG00000146409,62
1316,SLC19A1,P41440,ENSG00000173638,34
1317,SLC1A3,P43003,ENSG00000079215,34
1318,SLC1A5,Q15758,ENSG00000105281,54
1321,SLC26A6,Q9BXS9,ENSG00000225697,23
1322,SLC27A4,Q6P1M0,ENSG00000167114,100
1326,SLC2A1,P11166,ENSG00000117394,96
1328,SLC2A8,Q9NY64,ENSG00000136856,62
1329,SLC30A5,Q8TAD4,ENSG00000145740,161
1331,SLC31A1,O15431,ENSG00000136868,96
1332,SLC33A1,O00400,ENSG00000169359,100
1337,SLC35B1,P78383,ENSG00000121073,43
1339,SLC35B4,Q969S0,ENSG00000205060,161
1341,SLC35E1,Q96K37,ENSG00000127526,130
1343,SLC35F2,Q8IXU6,ENSG00000110660,160
1346,SLC37A3,Q8NCC5,ENSG00000157800,79
1347,SLC37A4,O43826,ENSG00000281500,130
1365,SLC44A2,Q8IWA5,ENSG00000129353,37
1370,SLC5A6,Q9Y289,ENSG00000138074,46
1371,SLC6A15,Q9H2J7,ENSG00000072041,68
1373,SLC7A5,Q01650,ENSG00000103257,46
1374,SLC7A6,Q92536,ENSG00000103064,46
1375,SLC9A3R1,O14745,ENSG00000109062,72
1376,SLC9A3R2,Q15599,ENSG00000065054,37
1377,SLC23A2,Q9UGH3,ENSG00000089057,34
1380,SLC46A1,Q96NT5,ENSG00000076351,46
1382,SLC15A4,Q8N697,ENSG00000139370,62
1384,ANKRD10,Q9NXR5,ENSG00000088448,11
1385,ANKRD11,Q6UB99,ENSG00000167522,64
1386,ANKRD17,O75179,ENSG00000132466,105
1389,ANKRD40,Q6AI12,ENSG00000154945,22
1391,ANKRD52,Q8NB46,ENSG00000139645,151
1392,ANKRD28,O15084,ENSG00000206560,81
1394,ANKRD46,Q86W74,ENSG00000186106,49
1396,ANKRD13A,Q8IZ07,ENSG00000076513,168
1398,ANKZF1,Q9H8Y5,ENSG00000163516,105
1399,ANKRD27,Q96NW4,ENSG00000105186,33
1401,ANKRD39,Q53RE8,ENSG00000213337,19
1406,DYNC1I2,Q13409,ENSG00000077380,52
1407,DYNC1LI1,Q9Y6G9,ENSG00000144635,27
1408,DYNC1LI2,O43237,ENSG00000135720,177
1410,DYNC2LI1,Q8TCX1,ENSG00000138036,177
1411,DYNLL1,P63167,ENSG00000088986,155
1412,DYNLL2,Q96FJ2,ENSG00000264364,155
1413,KIF11,P52732,ENSG00000138160,132
1415,KIF1B,O60333,ENSG00000054523,2
1416,KIFBP,Q96EK5,ENSG00000198954,107
1420,KIF22,Q14807,ENSG00000079616,85
1422,KIF2A,O00139,ENSG00000068796,86
1423,KIF3A,Q9Y496,ENSG00000131437,151
1424,KIF3B,O15066,ENSG00000101350,2
1425,KIF4A,O95239,ENSG00000090889,115
1426,KIF5B,P33176,ENSG00000170759,110
1427,KIF7,Q2M1P5,ENSG00000166813,13
1428,KIFAP3,Q92845,ENSG00000075945,2
1429,KIFC1,Q9BW19,ENSG00000204197,91
1431,KLC1,Q07866,ENSG00000126214,110
1432,KLC2,Q9H0B6,ENSG00000174996,110
1434,KLC4,Q9NSK0,ENSG00000137171,76
1435,MYH10,P35580,ENSG00000133026,16
1436,MYL12A,P19105,ENSG00000101608,52
1437,MYL6,P60660,ENSG00000092841,16
1438,MYL6B,P14649,ENSG00000196465,116
1439,MYO19,Q96H55,ENSG00000278259,79
1440,MYO1B,O43795,ENSG00000128641,46
1441,MYO1C,O00159,ENSG00000197879,46
1442,MYO6,Q9UM54,ENSG00000196586,87
1443,UPF1,Q92900,ENSG00000005007,17
1444,SF3A1,Q15459,ENSG00000099995,36
1445,SF3A2,Q15428,ENSG00000104897,36
1446,SF3A3,Q12874,ENSG00000183431,36
1447,SF3B1,O75533,ENSG00000115524,12
1448,SF3B2,Q13435,ENSG00000087365,36
1449,SF3B3,Q15393,ENSG00000189091,12
1451,SF3B5,Q9BWJ5,ENSG00000169976,12
1452,SF3B6,Q9Y3B4,ENSG00000115128,12
1453,SNRPA,P09012,ENSG00000077312,162
1456,SNRPB2,P08579,ENSG00000125870,162
1457,SNRPC,P09234,ENSG00000124562,162
1459,SNRPD2,P62316,ENSG00000125743,12
1461,SNRPF,P62306,ENSG00000139343,30
1463,SNRNP40,Q96DI7,ENSG00000060688,36
1464,PRPF8,Q6P2Q9,ENSG00000274442,36
1466,PRMT9,Q6P2P2,ENSG00000164169,119
1467,RBM10,P98175,ENSG00000182872,178
1468,RBM12,Q9NTZ6,ENSG00000244462,156
1469,RBM12B,Q8IXT5,ENSG00000183808,111
1470,RBM14,Q96PK6,ENSG00000239306,95
1472,RBM15B,Q8NDT2,ENSG00000259956,159
1473,RBM17,Q96I25,ENSG00000134453,12
1475,RBM19,Q9Y4C8,ENSG00000122965,35
1476,RBM22,Q9NW64,ENSG00000086589,178
1478,RBM25,P49756,ENSG00000119707,36
1480,RBM3,P98179,ENSG00000102317,88
1481,RBM33,Q96EV2,ENSG00000184863,97
1482,RBM34,P42696,ENSG00000188739,21
1483,RBM38,Q9H0Z9,ENSG00000132819,66
1484,RBM39,Q14498,ENSG00000131051,12
1485,RBM4,Q9BWF3,ENSG00000173933,30
1486,RBM41,Q96IZ5,ENSG00000089682,135
1487,RBM42,Q9BTD8,ENSG00000126254,30
1488,VPS35,Q96QK1,ENSG00000069329,121
1489,RBM5,P52756,ENSG00000003756,12
1490,RBM6,P78332,ENSG00000004534,159
1491,RBM7,Q9Y580,ENSG00000076053,15
1492,RBM8A,Q9Y5S9,ENSG00000265241,30
1493,NONO,Q15233,ENSG00000147140,48
1494,ZCCHC7,Q8N3Z6,ENSG00000147905,92
1498,TMPO,P42167,ENSG00000120802,38
1499,HDAC1,Q13547,ENSG00000116478,5
1500,HDAC2,Q92769,ENSG00000196591,5
1501,HDAC3,O15379,ENSG00000171720,15
1502,MECP2,P51608,ENSG00000169057,5
1503,CKAP2,Q8WWK9,ENSG00000136108,163
1504,KIF2C,Q99661,ENSG00000142945,115
1505,CLASP1,Q7Z460,ENSG00000074054,157
1506,CLASP2,O75122,ENSG00000163539,61
1507,NCKAP5L,Q9HCH0,ENSG00000167566,6
1509,ATXN2L,Q8WWM7,ENSG00000168488,17
1510,RTCB,Q9Y3I0,ENSG00000100220,80
1511,CAPRIN1,Q14444,ENSG00000135387,0
1512,FAM120A,Q9NZB2,ENSG00000048828,17
1513,FXR1,P51114,ENSG00000114416,17
1514,FXR2,P51116,ENSG00000129245,17
1515,IGF2BP1,Q9NZI8,ENSG00000159217,17
1516,IGF2BP3,O00425,ENSG00000136231,17
1517,NUFIP2,Q7Z417,ENSG00000108256,17
1518,USP10,Q14694,ENSG00000103194,14
1519,MMGT1,Q8N4V1,ENSG00000169446,66
1521,REEP2,Q9BRK0,ENSG00000132563,122
1523,REEP4,Q9H6H4,ENSG00000168476,122
1524,REEP5,Q00765,ENSG00000129625,42
1525,REEP6,Q96HR9,ENSG00000115255,42
1527,LEMD2,Q8NC56,ENSG00000161904,38
1528,LEMD3,Q9Y2U8,ENSG00000174106,55
1529,BANF1,O75531,ENSG00000175334,171
1531,CKAP4,Q07065,ENSG00000136026,145
1532,CKAP5,Q14008,ENSG00000175216,157
1533,NCK2,O43639,ENSG00000071051,13
1534,CTBP1,Q13363,ENSG00000159692,15
1535,CTBP2,P56545,ENSG00000175029,5
1537,GORASP2,Q9H8Y8,ENSG00000115806,130
1538,HMGN5,P82970,ENSG00000198157,94
1541,TOR1AIP1,Q5JTV8,ENSG00000143337,55
1542,CNN2,Q99439,ENSG00000064666,52
1543,AKAP8L,Q9ULX6,ENSG00000011243,12
1544,CKB,P12277,ENSG00000166165,124
1545,DNM1L,O00429,ENSG00000087470,143
1548,SYNE3,Q6ZMZ3,ENSG00000176438,37
1550,CSE1L,P55060,ENSG00000124207,47
1551,IPO11,Q9UI26,ENSG00000086200,74
1552,IPO13,O94829,ENSG00000117408,170
1553,IPO4,Q8TEX9,ENSG00000285248,80
1554,IPO5,O00410,ENSG00000065150,124
1555,IPO7,O95373,ENSG00000205339,88
1556,IPO8,O15397,ENSG00000133704,26
1558,KPNA1,P52294,ENSG00000114030,38
1559,KPNA2,P52292,ENSG00000182481,38
1560,KPNA3,O00505,ENSG00000102753,38
1561,KPNA4,O00629,ENSG00000186432,38
1563,KPNA6,O60684,ENSG00000025800,38
1564,KPNB1,Q14974,ENSG00000108424,38
1565,NUTF2,P61970,ENSG00000102898,47
1566,NXF1,Q9UBU9,ENSG00000162231,111
1568,NXT2,Q9NPJ8,ENSG00000101888,115
1569,PHAX,Q9H814,ENSG00000164902,11
1570,RANBP10,Q6VN20,ENSG00000141084,119
1574,RANBP9,Q96S59,ENSG00000010017,119
1575,SNUPN,O95149,ENSG00000169371,77
1576,TNPO1,Q92973,ENSG00000083312,88
1578,TNPO3,Q9Y5L0,ENSG00000064419,88
1579,XPO4,Q9C0E2,ENSG00000132953,26
1580,XPO5,Q9HAV4,ENSG00000124571,74
1581,XPO6,Q96QU8,ENSG00000169180,26
1583,XPOT,O43592,ENSG00000184575,80
1586,PEX3,P56589,ENSG00000034693,18
1589,WASL,O00401,ENSG00000106299,87
1592,GYS1,P13807,ENSG00000104812,132
1593,GYG1,P46976,ENSG00000163754,39
1594,GYG2,O15488,ENSG00000056998,166
1595,SRP14,P37108,ENSG00000140319,129
1596,SRP19,P09132,ENSG00000153037,81
1597,SRP72,O76094,ENSG00000174780,14
1598,SRPRA,P08240,ENSG00000182934,9
1599,SRPRB,Q9Y5M8,ENSG00000144867,66
1603,GATAD1,Q8WUU5,ENSG00000157259,64
1607,ERI3,O43414,ENSG00000117419,93
1608,GET4,Q7L5D6,ENSG00000239857,93
1609,UGDH,O60701,ENSG00000109814,119
1610,UBE2M,P61081,ENSG00000130725,80
1612,RRP36,Q96EU6,ENSG00000124541,92
1613,PHLDB1,Q86UU1,ENSG00000019144,175
1614,PPP6R1,Q9UPN7,ENSG00000105063,168
1616,KIAA1143,Q96AT1,ENSG00000163807,56
1617,DRG1,Q9Y295,ENSG00000185721,123
1618,MFSD11,O43934,ENSG00000092931,62
1619,RANGRF,Q9HD47,ENSG00000108961,19
1623,CD2BP2,O95400,ENSG00000169217,137
1628,DPH2,Q9BQC3,ENSG00000132768,73
1640,ATP6AP2,O75787,ENSG00000182220,68
1641,ATP6V0A1,Q93050,ENSG00000033627,32
1642,ATP6V0A2,Q9Y487,ENSG00000185344,43
1643,ATP6V0D1,P61421,ENSG00000159720,32
1646,ATP6V1A,P38606,ENSG00000114573,96
1647,ATP6V1B2,P21281,ENSG00000147416,126
1650,ATP6V1F,Q16864,ENSG00000128524,89
1651,ATP6V1G1,O75348,ENSG00000136888,103
1652,ATP6V1H,Q9UI12,ENSG00000047249,164
1653,EMC3,Q9P0I2,ENSG00000125037,66
1654,GOLT1B,Q9Y3E0,ENSG00000111711,43
1656,CLCN7,P51798,ENSG00000103249,62
1657,JUN,P05412,ENSG00000177606,91
1658,MCOLN1,Q9GZU1,ENSG00000090674,62
1659,JUNB,P17275,ENSG00000171223,91
1664,TRPM7,Q96QT4,ENSG00000092439,37
1667,INO80,Q9ULG1,ENSG00000128908,64
1668,ARID1A,O14497,ENSG00000117713,102
1670,SMARCA1,P28370,ENSG00000102038,47
1672,SMARCA4,P51532,ENSG00000127616,102
1673,ATXN10,Q9UBB4,ENSG00000130638,10
1674,SMARCAD1,Q9H4L7,ENSG00000163104,5
1675,SMARCAL1,Q9NZC9,ENSG00000138375,11
1676,SMARCB1,Q12824,ENSG00000099956,5
1677,SMARCC1,Q92922,ENSG00000173473,5
1678,SMARCC2,Q8TAQ2,ENSG00000139613,5
1679,SMARCD1,Q96GM5,ENSG00000066117,102
1680,SMARCD2,Q92925,ENSG00000108604,102
1682,SMARCE1,Q969G3,ENSG00000073584,5
1683,ATXN3,P54252,ENSG00000066427,19
1687,DDX6,P26196,ENSG00000110367,83
1688,LSM14A,Q8ND56,ENSG00000262860,83
1689,LSM14B,Q9BX40,ENSG00000149657,83
1690,EIF3E,P60228,ENSG00000104408,105
1691,EIF3I,Q13347,ENSG00000084623,169
1693,RICTOR,Q6R327,ENSG00000164327,6
1695,AKT1S1,Q96B36,ENSG00000204673,120
1697,FKBP8,Q14318,ENSG00000105701,78
1698,RELA,Q04206,ENSG00000173039,4
1699,NFKB1,P19838,ENSG00000109320,151
1700,NFKB2,Q00653,ENSG00000077150,2
1703,MDH1,P40925,ENSG00000014641,124
1705,CASP2,P42575,ENSG00000106144,11
1706,CASP3,P42574,ENSG00000164305,69
1707,CASP6,P55212,ENSG00000138794,28
1708,CASP7,P55210,ENSG00000165806,69
