gene_names,community,core_complex
KPNA3,87,83
KPNB1,87,83
NUSAP1,87,
POM121,87,
POM121C,87,
GNA11,88,84
GNAI2;GNAI1;GNAO1,88,84
GNB1,88,84
GNG12,88,84
CETN2,89,85
CETN3,89,85
RAD23B,89,85
POC5,89,
SFI1,89,
IER3IP1,90,86
RAB1B,90,86
YIF1A,90,86
YIF1B,90,86
YIPF5,90,86
VDAC1,91,87
VDAC2,91,87
VDAC3,91,87
HK1,91,
HK2,91,
SNTB2,92,
UTRN,92,
MVB12A,93,88
MVB12B,93,88
TSG101,93,88
UBAP1,93,88
UMAD1,93,88
VPS28,93,88
VPS37A,93,88
VPS37B,93,88
CEP55,93,
10-Sep,94,89
11-Sep,94,89
2-Sep,94,89
3-Sep,94,89
5-Sep,94,89
6-Sep,94,89
7-Sep,94,89
8-Sep,94,89
9-Sep,94,89
CPVL,94,
RNF20,95,90
RNF40,95,90
WAC,95,90
RBM12,95,
NCBP1,96,91
PHAX,96,91
SRRT,96,91
YTHDF2,96,91
AP2A2,97,92
AP2M1,97,92
AP2S1,97,92
C15ORF57,97,92
HIST1H1B,97,92
NECAP2,97,92
BMP2K,97,
CNBP,97,
SMG1,97,
DDX20,98,93
GEMIN2,98,93
GEMIN4,98,93
GEMIN5,98,93
GEMIN6,98,93
GEMIN8,98,93
SMN1,98,93
SMN1;SMN2,98,93
POP1,99,94
POP7,99,94
RPP30,99,94
RPP40,99,94
TRIM39-RPP21;RPP21,99,94
ARMC8,100,95
GID4,100,95
GID8,100,95
MAEA,100,95
MKLN1,100,95
RANBP10,100,95
RANBP9,100,95
RMND5A,100,95
WDR26,100,95
IRS4,101,96
PIK3CB,101,96
PIK3R1,101,96
PIK3R2,101,96
WDR6,101,96
NISCH,101,
PIK3CA,101,
FXR2,102,
LSM14A,102,
LARP1,103,
PABPC4,103,
PAIP1,103,
LSM6,104,97
PRRC2C,104,97
RBM42,104,97
RPL36AL;RPL36A;RPL36A-HNRNPH2,104,97
SAP18,104,97
NHP2L1,105,98
NOP58,105,98
RUVBL1,105,98
RUVBL2,105,98
SLK,105,
ATF2,106,99
ATF7,106,99
JUN,106,99
GSK3A,107,100
GSK3B,107,100
GSKIP,107,100
PRUNE,107,100
AXIN1,107,
OGT,107,
EEF1A1;EEF1A1P5,108,101
EEF1B2,108,101
EEF1D,108,101
EEF1G,108,101
VARS,108,101
UPF1,109,
UPF2,109,
UBA52,110,
UBC;UBB;RPS27A;UBA52,110,
CYB5R3,111,102
GDAP1,111,102
PLGRKT,111,102
TIMM17B,111,102
TOMM20,111,102
TOMM20A,111,102
TOMM22,111,102
TOMM7,111,102
BNIP1,112,103
C19ORF25,112,103
RINT1,112,103
USE1,112,103
ZW10,112,103
NBAS,112,104
STX18,112,104
CCNT1,113,105
CDK13,113,105
CDK9,113,105
HEXIM1,113,105
LARP7,113,105
MEPCE,113,105
CCNT2,113,
PACSIN2,114,
RHOQ,114,
BLOC1S2,115,106
C10ORF32-ASMT;C10ORF32,115,106
LAMTOR2,115,106
LAMTOR3,115,106
LOH12CR1,115,106
PIP4P1,115,106
TMEM55B,115,106
FAM103A1,116,107
KPNA6,116,107
LMNA,116,107
RNMT,116,107
IGF2BP1,117,
IGF2BP3,117,
CASC5,118,108
DSN1,118,108
MIS12,118,108
NSL1,118,108
PMF1-BGLAP;PMF1,118,108
SPC25,118,108
DNAJC11,119,
MTX1,119,
ATXN2,120,109
ATXN2L,120,109
DDX6,120,109
FAM195B,120,109
NUFIP2,120,109
LSM12,120,
CKMT1A;CKMT1B,121,
CTCF,121,
COL4A3BP,122,
RPL38,122,
CLIP1,123,
PDE4DIP,123,
ARHGEF6,124,110
ARHGEF7,124,110
GIT1,124,110
GIT2,124,110
PAK1,124,110
PAK2,124,110
NCK2,124,
SCRIB,124,
ANKRD28,125,111
ANKRD52,125,111
ARHGEF2,125,111
PPP6C,125,111
PPP6R1,125,111
PPP6R2,125,111
PPP6R3,125,111
ANKRD44,125,
PDS5B,126,112
RAD21,126,112
SMC1A,126,112
SMC3,126,112
WAPAL,126,112
WAPL,126,112
CIRBP,127,113
LUC7L,127,113
TNPO3,127,113
SNX1,128,114
SNX2,128,114
SNX5,128,114
SNX6,128,114
DNAJB11,128,
SDF2L1,128,
MATR3,129,115
SAFB2,129,115
TOP1,129,115
RBMX,129,
HUS1,130,116
RAD1,130,116
RAD17,130,117
RAD9A,130,117
RFC2,130,
RFC5,130,
POMP,131,118
PSMG1,131,118
PSMG2,131,118
PSMG3,131,118
PSMG4,131,118
MELK,131,
NUP214,132,119
NUP62,132,119
NUP88,132,119
NUP93,132,119
AP2A1,133,120
AP2B1,133,120
EPS15L1,133,120
EPS15,133,121
FCHO2,133,121
ITSN1,133,
BTF3,134,
NACA,134,
BAIAP2,135,122
CAMK2D,135,122
CAMK2G,135,122
CARM1,135,122
CLASP2,136,
GCC2,136,
ACTN1,137,
ACTN4,137,
DHX15,138,123
RANBP2,138,123
SUGP1,138,123
RANBP3,139,124
UBE2I,139,124
XPO1,139,124
IPO8,140,
ZBTB10,140,
TJP1,141,
TJP2,141,
SEC13,142,
SEC31A,142,
FEN1,143,125
PCNA,143,125
RNASEH2A,143,125
RNASEH2B,143,125
RNASEH2C,143,125
RABGGTA,144,
RABGGTB,144,
FAM50A,145,
SPG21,145,
PRKAA1,146,126
PRKAB1,146,126
PRKAB2,146,126
PRKAG1,146,126
EFR3A,147,127
EFR3B,147,127
FAM126A,147,127
FAM126B,147,127
PI4KA,147,127
TTC7B,147,127
PFDN1,148,128
PFDN2,148,128
PFDN5,148,128
PFDN6,148,128
VBP1,148,128
NRBP1,149,129
TCEB2,149,129
TSC22D1,149,129
TSC22D2,149,129
EIF4E,150,130
PRMT5,150,130
TBL3,150,130
WDR3,150,130
WDR77,150,130
NCAPD2,151,131
NCAPG,151,131
NCAPH,151,131
SMC2,151,131
SMC4,151,131
EZR,152,
MSN,152,
RDX,152,
MSH2,153,
MSH6,153,
KIF5B,154,132
KIF5C,154,132
KLC1,154,132
KLC2,154,132
KLC4,154,132
KIF5A,154,
KLC3,154,
INTS14,155,
VWA9,155,
H1F0,156,133
MKI67,156,133
NAP1L4,156,133
DOCK7,157,134
LRCH1,157,134
LRCH3,157,134
POLDIP3,158,
RBM33,158,
CDH2,159,135
CTNNA1,159,135
CTNNB1,159,135
CTNND1,159,135
RCBTB2,160,136
ULK3,160,136
VRK3,160,136
PES1,161,137
RPL7L1,161,137
WDR12,161,137
OXSR1,162,138
WNK1,162,138
WNK2,162,138
WNK3,162,
TGFBRAP1,163,139
VPS11,163,139
VPS16,163,139
VPS18,163,139
VPS33A,163,139
VPS41,163,139
SLC6A15,164,140
STX12,164,140
VAMP2,164,140
VAMP3;VAMP2,164,140
SPTLC1,166,
SPTLC2,166,
ASUN,167,141
SUPT4H1,167,141
SUPT5H,167,141
SEM1,167,
C19ORF43,168,142
CHERP,168,142
ETF1,168,142
GPATCH11,168,142
RBM17,168,142
U2SURP,168,142
AAK1,169,143
RALBP1,169,143
REPS1,169,143
MYH10,170,144
MYL12A,170,144
MYL12A;MYL9,170,144
ANKRD39,171,145
FXR1,171,145
MED18,171,145
NCKAP5L,171,145
KSR1,172,
MAP2K1,172,
MAP2K2,172,
LDHA,173,
LDHB,173,
LDHC,173,
DNAJC2,174,
HSPA14,174,
GPS2,175,146
HDAC3,175,146
NCOR1,175,146
NCOR2,175,146
ANXA5,176,
FBL,176,
ALDH3A2,177,
CDS1,177,
CDS2,177,
DCP1A,178,147
DCP1B,178,147
EDC3,178,147
EDC4,178,147
BAG6,179,148
BAG6;BAT3,179,148
ERLIN2,179,148
GET4,179,148
RNF126,179,148
UBL4A,179,148
ARFIP1,180,
ARFIP2,180,
AGO1,181,149
AGO2,181,149
TNRC6A,181,149
TNRC6B,181,149
TNRC6C,181,149
ACTR5,182,150
INO80C,182,150
YY1,182,150
WASL,183,151
WIPF1,183,151
WIPF2,183,151
UBB,184,
UBB;UBC;RPS27A;UBA52,184,
HSPA1B;HSPA1A,185,
STIP1,185,
GYG1,186,152
GYG2,186,152
GYS1,186,152
SOX12,186,
SNX30,187,153
SNX4,187,153
SNX7,187,153
SHKBP1,188,
SNX27,188,
NFKBIA,189,154
REL,189,154
RELA,189,154
BLM,190,155
RMI1,190,155
RMI2,190,155
KAT6A;MYST3,191,156
OSTC,191,156
PICALM,191,156
NAPG,192,
UBE3B,192,
NFKB1,193,157
NFKB2,193,157
NFKBIB,193,157
RELB,193,
NFYA,194,
NXF1,194,
MAP3K7,195,158
TAB1,195,158
TAB2,195,158
TAB3,195,158
HGS,197,159
STAM,197,159
STAM2,197,159
IST1,197,
IMP3,198,160
IMP4,198,160
MPHOSPH10,198,160
UTP3,198,160
DIEXF,198,
ILK,199,161
LIMS1,199,161
PARVA,199,161
PARVB,199,161
RSU1,199,161
H2AFY2,200,162
HMGN2,200,162
NAA40,200,162
LAMP2,201,
TMEM192,201,
RING1,202,163
RNF2,202,163
RYBP,202,163
BOP1,203,
WIZ,203,
DYNC2H1,204,164
DYNC2LI1,204,164
TCTEX1D2,204,164
DKC1,205,165
GAR1,205,165
NAF1,205,165
NOP10,205,165
CERS6,206,
TMEM57,206,
ATG14,207,166
BECN1,207,166
NRBF2,207,166
PIK3C3,207,166
PIK3R4,207,166
ATG101,208,167
RB1CC1,208,167
ULK1,208,167
ARL6IP1,209,
RABAC1,209,
ARL14EP,210,168
ATF7IP,210,168
SETDB1,210,168
SNAP29,210,168
ARF4,211,169
LMAN2,211,169
WBP11,211,169
NCLN,212,170
NOMO1,212,170
NOMO3,212,170
CIRH1A,213,171
NOL11,213,171
UTP4,213,171
WDR43,213,171
CHD3,214,172
TAF1,214,172
TAF4,214,172
TAF9B,214,172
STK11,215,
STRADA,215,
PRRC1,216,173
SEC23A,216,173
SEC24C,216,173
SEC24D,216,173
ARAF,217,
RAF1,217,
LLGL1,218,174
PARD6B,218,174
PRKCI,218,174
BRD7,219,175
PBRM1,219,175
PHF10,219,175
STK32C,219,175
PDCD6,221,
SEC23IP,221,
ALDH1A1,222,
PI4K2A,222,
FAM109A,223,
OCRL,223,
ATP5H,224,
NVL,224,
NOL10,225,176
SRI,225,176
ZNF644,225,176
MYO1E,226,
OSTF1,226,
MTOR,227,177
RPTOR,227,177
VMP1,227,177
MAPK14,228,178
MAPKAPK2,228,178
MAPKAPK3,228,178
MAPK11,228,
LZTS2,229,
RANGAP1,229,
ITPR1,231,
ITPR3,231,
DNAJB1,232,
HSPH1,232,
FARP1,233,
SDC3,233,
HOMER1,234,
HOMER2,234,
ALYREF,235,
TNPO1,235,
CHP1,237,
GPAT3,237,
NUP107,238,180
NUP133,238,180
NUP85,238,180
NUP98,238,180
RPL29,239,
DNAJC13,240,
FKBP15,240,
CTPS1,241,
CTPS2,241,
CSNK1E,242,
CSNK1E;CSNK1D,242,
CKAP2,243,
KIF22,243,
CCNB1,244,
STOM,244,
CD81,245,
CD9,245,
PTGFRN,245,
AMOT,246,181
CD151,246,181
ITGA6,246,181
PHKA1,247,182
PHKB,247,182
PHKG2,247,182
CALM2;CALM3;CALM1,248,
CAMK1,248,
MYO1B,248,
MYO1C,248,
ATP6V1F,249,
C9ORF16,249,
ATP6V0A2,250,183
TMEM199,250,183
VMA21,250,183
ATP1A1,251,
ATP1B3,251,
ATG12,252,
ATG5,252,
ALDH16A1,253,
DERA,253,
AAMP,254,
SUB1,254,
ITPRIP,255,184
TTK,255,184
VPS8,255,184
KIAA0226,256,185
KIAA0226L,256,185
UVRAG,256,185
USP1,257,
WDR48,257,
TOLLIP,258,
TOM1L1,258,
STIM1,259,
STIM2,259,
CDCA5,260,186
STAG1,260,186
STAG1;DKFZP781D1416,260,186
SRPRA,261,
SRPRB,261,
SNF8,262,187
VPS25,262,187
VPS36,262,187
PDS5A,263,
STAG2,263,
NDRG1,264,188
NEFM,264,188
SLC7A5,264,188
CLCN7,265,189
OSTM1,265,189
SLC15A4,265,189
SAE1,266,
UBA2,266,
RPS6KB2,267,
TMA16,267,
GPN3,268,
RPAP2,268,
RBSN,269,
VPS45,269,
RAB13,271,
RAB1B;RAB1C,271,
RABIF,271,
PRKD1,272,190
PRKD2,272,190
PRKD3,272,190
PDCD11,273,
PKN2,273,
OSBPL11,274,
OSBPL9,274,
HEATR1,275,
WDR75,275,
CAD,276,191
MRTO4,276,191
RPL37A,276,191
MAP2K4,277,
MAPK8,277,
MAPK9,277,
LNP,278,
LNPK,278,
LMAN1,279,
MCFD2,279,
CDC37,280,
LIMK2,280,
ANP32A,281,
KPNA1,281,
CIAPIN1,282,
IPO13,282,
INTS3,283,192
INTS9,283,192
NELFB,283,192
AGPAT6,284,
GPAT4,284,
SLC35E1,285,
TM9SF3,285,
ABT1,287,193
DDX47,287,193
ESF1,287,193
CHUK,289,194
IKBKB,289,194
IKBKG,289,194
CDK4,290,
CDKN2C,290,
CDK11B,291,195
CDK11B;CDK11A,291,195
SAP30BP,291,195
C18ORF8,292,196
CCZ1B,292,196
CCZ1B;CCZ1,292,196
HNRNPDL,293,
HNRNPU,293,
ARFGEF1,294,
DPY30,294,
PRKDC,295,197
XRCC5,295,197
XRCC6,295,197
ESYT1,296,
ESYT2,296,
ARL2,297,198
ARL2-SNX15;ARL2,297,198
TBCD,297,198
AKAP10,298,
ARFGEF2,298,
ANXA11,299,
PRDX3,299,
AGAP1,300,
AGAP3,300,
TANC1,300,
