"__mclCluster","name","selected","shared name"
"272","FRYL","false","FRYL"
"273","QKI","false","QKI"
"64","MRPS31","false","MRPS31"
"1","MRPL41","false","MRPL41"
"92","TRAF2","false","TRAF2"
"104","GID8","false","GID8"
"92","USP9X;USP9Y","false","USP9X;USP9Y"
"37","PLBD2","false","PLBD2"
"92","XRN2","false","XRN2"
"92","EPC1","false","EPC1"
"104","RANBP9","false","RANBP9"
"78","RBM7","false","RBM7"
"92","FAM120C","false","FAM120C"
"92","TANK","false","TANK"
"92","HTRA2","false","HTRA2"
"92","PAPD4","false","PAPD4"
"103","VWA8","false","VWA8"
"114","MSI2","false","MSI2"
"76","TRIM27","false","TRIM27"
"92","PLOD3","false","PLOD3"
"106","MRPL1","false","MRPL1"
"57","MRPL4","false","MRPL4"
"190","SBDS","false","SBDS"
"11","COMMD3-BMI1","false","COMMD3-BMI1"
"11","SCAPER","false","SCAPER"
"165","NCAPH","false","NCAPH"
"182","WNK3","false","WNK3"
"133","RAD21","false","RAD21"
"11","SUV39H1","false","SUV39H1"
"225","PARVB","false","PARVB"
"226","HMGN2","false","HMGN2"
"5","ERN1","false","ERN1"
"1","HMGB2","false","HMGB2"
"73","RNF169","false","RNF169"
"6","CUL3","false","CUL3"
"74","NAN","false","NAN"
"11","HMGA1","false","HMGA1"
"43","ARID2","false","ARID2"
"4","APTX","false","APTX"
"26","TICRR","false","TICRR"
"4","LRIF1","false","LRIF1"
"28","CPSF3L","false","CPSF3L"
"4","TET1","false","TET1"
"4","CHD1L","false","CHD1L"
"226","NAA40","false","NAA40"
"4","CCDC71","false","CCDC71"
"262","CTDSPL2","false","CTDSPL2"
"26","CDK17;CDK18;CDK16","false","CDK17;CDK18;CDK16"
"11","PRDM2","false","PRDM2"
"4","PHC1","false","PHC1"
"4","HIST2H2AC;HIST2H2AA3","false","HIST2H2AC;HIST2H2AA3"
"4","ORC1","false","ORC1"
"11","TRIP12","false","TRIP12"
"226","MDC1","false","MDC1"
"4","LRWD1","false","LRWD1"
"11","KDM5B","false","KDM5B"
"87","POLE3","false","POLE3"
"11","APOBEC3C","false","APOBEC3C"
"172","INIP","false","INIP"
"4","SAGE1","false","SAGE1"
"11","MTF2","false","MTF2"
"4","HCFC2","false","HCFC2"
"4","SPIN1;SPIN3","false","SPIN1;SPIN3"
"4","KMT2B","false","KMT2B"
"28","INTS6","false","INTS6"
"87","ING4","false","ING4"
"392","EXO1","false","EXO1"
"4","SCML2","false","SCML2"
"4","CDCA7L","false","CDCA7L"
"4","MPHOSPH8","false","MPHOSPH8"
"4","ATAD5","false","ATAD5"
"11","PHIP","false","PHIP"
"4","KAT6B","false","KAT6B"
"4","AHCTF1","false","AHCTF1"
"219","TOP1MT","false","TOP1MT"
"1","CCDC86","false","CCDC86"
"313","NMNAT1","false","NMNAT1"
"4","MSL2","false","MSL2"
"4","KAT8","false","KAT8"
"4","ZWILCH","false","ZWILCH"
"4","PCGF1","false","PCGF1"
"120","HIST1H2BL","false","HIST1H2BL"
"4","SENP7","false","SENP7"
"4","MRPL32","false","MRPL32"
"4","ZNF518B","false","ZNF518B"
"4","CDK2AP1","false","CDK2AP1"
"106","MRPL48","false","MRPL48"
"227","ACTR6","false","ACTR6"
"18","MMS22L","false","MMS22L"
"4","MEN1","false","MEN1"
"4","SAMD1","false","SAMD1"
"11","NTHL1","false","NTHL1"
"4","ZNF292","false","ZNF292"
"4","BCORL1","false","BCORL1"
"11","PARP2","false","PARP2"
"4","HIST1H2AD","false","HIST1H2AD"
"4","HLTF","false","HLTF"
"315","SCOC","false","SCOC"
"28","DDX26B","false","DDX26B"
"226","BARD1","false","BARD1"
"307","CDCA5","false","CDCA5"
"188","NABP2","false","NABP2"
"4","MSL3","false","MSL3"
"88","KIF18B","false","KIF18B"
"4","PHC2","false","PHC2"
"4","MCM5","false","MCM5"
"4","PCGF2","false","PCGF2"
"154","PCNA","false","PCNA"
"4","HIST1H1E","false","HIST1H1E"
"11","ZNF22","false","ZNF22"
"4","XRCC1","false","XRCC1"
,"HIST1H1D","false","HIST1H1D"
"3","MECP2","false","MECP2"
"4","MLLT10","false","MLLT10"
"139","RFC2","false","RFC2"
"315","BRCA1","false","BRCA1"
"4","RECQL","false","RECQL"
"4","KDM6B","false","KDM6B"
"4","PPM1D","false","PPM1D"
"4","PNKP","false","PNKP"
"4","KIF20A","false","KIF20A"
"11","BRD1","false","BRD1"
"4","TP53","false","TP53"
"426","KIF4A","false","KIF4A"
"4","NBN","false","NBN"
"4","HIST2H2BE","false","HIST2H2BE"
"11","HMGN5","false","HMGN5"
"195","LDHB","false","LDHB"
"30","AIFM1","false","AIFM1"
"30","NDUFS5","false","NDUFS5"
"30","ACAT1","false","ACAT1"
"30","NDUFB3","false","NDUFB3"
"30","SDHB","false","SDHB"
"30","VCAN","false","VCAN"
"116","TIMM17B","false","TIMM17B"
"30","TSR3","false","TSR3"
"30","TST","false","TST"
"197","GPS2","false","GPS2"
"197","NCOR1","false","NCOR1"
"197","NCOR2","false","NCOR2"
"257","PDCD6","false","PDCD6"
"197","TBL1X;TBL1Y","false","TBL1X;TBL1Y"
"197","HDAC3","false","HDAC3"
"180","ULK3","false","ULK3"
"7","ROCK1","false","ROCK1"
"7","MIS18A","false","MIS18A"
"7","ZNF521","false","ZNF521"
"7","E2F6","false","E2F6"
"324","PRKD3","false","PRKD3"
"7","CDK2AP2","false","CDK2AP2"
"122","KPNA6","false","KPNA6"
"7","SIN3B","false","SIN3B"
"7","ARID4A","false","ARID4A"
"7","SATB2","false","SATB2"
"7","ING2","false","ING2"
"157","CUX1","false","CUX1"
"7","PBX1","false","PBX1"
"7","GSE1","false","GSE1"
"7","ZMYND8","false","ZMYND8"
"7","SAP130","false","SAP130"
"7","MECOM","false","MECOM"
"7","MTA3","false","MTA3"
"7","ZNF423","false","ZNF423"
"7","PHF23","false","PHF23"
"7","BCL11A","false","BCL11A"
"7","BBX","false","BBX"
"7","RREB1","false","RREB1"
"7","BAHD1","false","BAHD1"
"7","PHF21A","false","PHF21A"
"7","SALL1","false","SALL1"
"7","HMG20B","false","HMG20B"
"7","MBD2","false","MBD2"
"245","CHD3","false","CHD3"
"7","ARID5B","false","ARID5B"
"7","MIER3","false","MIER3"
"7","CASZ1","false","CASZ1"
"7","C16ORF87","false","C16ORF87"
"7","BEND3","false","BEND3"
"122","ANP32E","false","ANP32E"
"7","MIER1","false","MIER1"
"69","SRBD1","false","SRBD1"
"69","CFDP1","false","CFDP1"
"7","TCF20","false","TCF20"
"87","HMGXB4","false","HMGXB4"
"302","MRGBP","false","MRGBP"
"228","COMMD3-BMI1;BMI1","false","COMMD3-BMI1;BMI1"
"69","TPX2","false","TPX2"
"69","NSD1","false","NSD1"
"32","KAT5","false","KAT5"
"11","HIST1H2AC","false","HIST1H2AC"
"267","ANP32B","false","ANP32B"
"7","SIN3A","false","SIN3A"
"69","ASH2L","false","ASH2L"
"87","BPTF","false","BPTF"
"7","RBBP7","false","RBBP7"
"11","ING5;ING4","false","ING5;ING4"
"69","C11ORF30;EMSY","false","C11ORF30;EMSY"
"4","MSL1","false","MSL1"
"11","ZNF512","false","ZNF512"
"7","BRMS1L","false","BRMS1L"
"32","MORF4L1","false","MORF4L1"
"69","KANSL1","false","KANSL1"
"4","UHRF1","false","UHRF1"
"32","MYC","false","MYC"
"208","UBB;UBC;RPS27A;UBA52","false","UBB;UBC;RPS27A;UBA52"
"154","RFC1","false","RFC1"
"69","ZNHIT1","false","ZNHIT1"
"7","SAP30","false","SAP30"
"69","KDM4A","false","KDM4A"
"69","H2AFZ","false","H2AFZ"
"395","ARID4B","false","ARID4B"
"69","H2AFY","false","H2AFY"
"11","SUZ12","false","SUZ12"
"173","CENPF","false","CENPF"
"4","LIG3","false","LIG3"
"11","EED","false","EED"
"173","H2AFJ","false","H2AFJ"
"227","PWWP2A","false","PWWP2A"
"255","BRD7","false","BRD7"
"11","BAZ1B","false","BAZ1B"
"226","H2AFY2","false","H2AFY2"
"173","RBBP5","false","RBBP5"
,"HIST3H2BB","false","HIST3H2BB"
"255","PBRM1","false","PBRM1"
"11","HIST2H2AB","false","HIST2H2AB"
"4","HIST2H3A","false","HIST2H3A"
"104","WDR26","false","WDR26"
"210","GYG2","false","GYG2"
"1","SRP9","false","SRP9"
"210","GYG1","false","GYG1"
"47","GTF3A","false","GTF3A"
"28","POLR2G","false","POLR2G"
"28","GTF2F1","false","GTF2F1"
"70","BAHCC1","false","BAHCC1"
"1","GSPT2","false","GSPT2"
"104","ARMC8","false","ARMC8"
"1","WASH6P;WASH3P;WASH2P;WASH1;WASH4P","false","WASH6P;WASH3P;WASH2P;WASH1;WASH4P"
"107","PAIP1","false","PAIP1"
"107","PABPC4L","false","PABPC4L"
"79","KEAP1","false","KEAP1"
"112","AKAP11","false","AKAP11"
"112","PRUNE","false","PRUNE"
"112","GSKIP","false","GSKIP"
"112","GSK3B","false","GSK3B"
"68","PRKAR1A","false","PRKAR1A"
"112","AXIN1","false","AXIN1"
"112","GSK3A","false","GSK3A"
"274","ADRBK1","false","ADRBK1"
"274","GRK2","false","GRK2"
"274","FOXR1","false","FOXR1"
"347","PTPRA","false","PTPRA"
"347","GRB2","false","GRB2"
"275","HTN1","false","HTN1"
"275","JTB","false","JTB"
"275","GPR107","false","GPR107"
"348","GPAT4","false","GPAT4"
"276","CHP1","false","CHP1"
"276","RAB11FIP2","false","RAB11FIP2"
"276","GPAT3","false","GPAT3"
"67","GOSR2","false","GOSR2"
"67","CHURC1-FNTB;CHURC1","false","CHURC1-FNTB;CHURC1"
"27","MAN1A1","false","MAN1A1"
"27","SLC30A6","false","SLC30A6"
"27","ATP2C1","false","ATP2C1"
"349","SLC35E1","false","SLC35E1"
"27","BLZF1","false","BLZF1"
"27","SLC30A5","false","SLC30A5"
"27","UBIAD1","false","UBIAD1"
"349","TMEM165","false","TMEM165"
"67","STX5","false","STX5"
"27","TMED1","false","TMED1"
"27","GALNT2","false","GALNT2"
"19","KIF14","false","KIF14"
"67","SFT2D3","false","SFT2D3"
,"GOLT1B","false","GOLT1B"
"350","ZDHHC5","false","ZDHHC5"
"350","GOLGA7","false","GOLGA7"
"350","CLDND1","false","CLDND1"
"27","GORASP2","false","GORASP2"
"95","VPS37B","false","VPS37B"
"27","HBB;HBD","false","HBB;HBD"
"27","TMED4","false","TMED4"
"149","ACADVL","false","ACADVL"
"89","GNAI2;GNAI1;GNAO1","false","GNAI2;GNAI1;GNAO1"
"89","GNG7","false","GNG7"
"89","GNAI3","false","GNAI3"
"89","GNG10","false","GNG10"
"89","GNAQ","false","GNAQ"
"89","GNA11","false","GNA11"
"89","TP53I11","false","TP53I11"
"89","GNB4","false","GNB4"
"89","GNG12","false","GNG12"
"74","GNA13","false","GNA13"
"55","GNG2","false","GNG2"
"89","GNAS","false","GNAS"
"229","YTHDF1","false","YTHDF1"
"351","NCR3LG1","false","NCR3LG1"
"351","S100A7;S100A7A","false","S100A7;S100A7A"
"351","GGPS1","false","GGPS1"
"61","RRS1","false","RRS1"
"109","ZNHIT6","false","ZNHIT6"
"61","RAB6B","false","RAB6B"
"61","RAB22A","false","RAB22A"
"61","RAB23","false","RAB23"
"61","RAB24","false","RAB24"
"91","RAB1B","false","RAB1B"
"71","RAB8B","false","RAB8B"
"157","FAM179B","false","FAM179B"
"157","HNRNPLL;HNRPLL","false","HNRNPLL;HNRPLL"
"433","RAB5A","false","RAB5A"
"157","RAB6A","false","RAB6A"
"320","RAB13","false","RAB13"
"277","EMSY;C11ORF30","false","EMSY;C11ORF30"
"277","KDM5A","false","KDM5A"
"277","PHF12","false","PHF12"
"434","MKNK2","false","MKNK2"
"11","MRE11A","false","MRE11A"
"424","EDF1","false","EDF1"
"223","HGS","false","HGS"
"63","COIL","false","COIL"
"1","SRP14","false","SRP14"
"5","C7ORF50","false","C7ORF50"
"20","WDR61","false","WDR61"
"1","SND1","false","SND1"
"28","INTS12","false","INTS12"
"44","USP19","false","USP19"
"1","HSPB1","false","HSPB1"
"8","SNRPA","false","SNRPA"
"20","SNRPB2","false","SNRPB2"
"54","RBM6","false","RBM6"
"435","NCOA4","false","NCOA4"
"435","FTH1","false","FTH1"
"230","FNBP1","false","FNBP1"
"174","KIF1BP;KIAA1279","false","KIF1BP;KIAA1279"
"89","GNB5","false","GNB5"
"321","TOMM5","false","TOMM5"
"93","VDAC3","false","VDAC3"
"10","IKBKAP","false","IKBKAP"
"10","HAUS5","false","HAUS5"
"6","PYGL","false","PYGL"
"10","NR3C1","false","NR3C1"
"22","PIH1D1","false","PIH1D1"
"22","ASNSD1","false","ASNSD1"
"10","KDM4B","false","KDM4B"
"10","TTI1","false","TTI1"
"10","PLD2","false","PLD2"
"169","LGALS1","false","LGALS1"
"10","PI4KA;PI4KAP1","false","PI4KA;PI4KAP1"
"10","DNA2","false","DNA2"
"44","PPP5C","false","PPP5C"
"10","PYGB","false","PYGB"
"10","NMT1","false","NMT1"
"11","MCM7","false","MCM7"
"10","MCM3","false","MCM3"
"326","PDCD11","false","PDCD11"
"56","TTC26","false","TTC26"
"10","WRAP73","false","WRAP73"
"44","PTGES3","false","PTGES3"
"4","SHPRH","false","SHPRH"
"10","PTOV1","false","PTOV1"
"225","LIMS1","false","LIMS1"
"10","LATS1","false","LATS1"
"10","PRKD3;PRKD1;PRKD2","false","PRKD3;PRKD1;PRKD2"
"153","NUP160","false","NUP160"
"10","HPS3","false","HPS3"
"381","DHX33","false","DHX33"
"278","NUP85","false","NUP85"
"10","IRAK1","false","IRAK1"
"10","FANCI","false","FANCI"
"10","ZCCHC11","false","ZCCHC11"
"10","NEK4","false","NEK4"
"47","TRMT2A","false","TRMT2A"
"10","EIF2AK1","false","EIF2AK1"
"10","MCMBP","false","MCMBP"
"22","POLR1B","false","POLR1B"
"10","AGO3;AGO4","false","AGO3;AGO4"
"10","NAT10","false","NAT10"
"10","RPF2","false","RPF2"
"22","RPAP3","false","RPAP3"
"10","MTBP","false","MTBP"
"10","GLMN","false","GLMN"
"10","NSUN5","false","NSUN5"
"10","DDX11;DDX11L8;DDX12P","false","DDX11;DDX11L8;DDX12P"
"10","MARK4;MARK2;MARK3","false","MARK4;MARK2;MARK3"
"10","44M2.3","false","44M2.3"
"10","TTF2","false","TTF2"
"10","NUDC","false","NUDC"
"10","MTO1","false","MTO1"
"79","DDX52","false","DDX52"
"10","PLEKHH1","false","PLEKHH1"
"10","RAD54B","false","RAD54B"
"10","NOC2L","false","NOC2L"
"10","DDX18","false","DDX18"
"10","SACS","false","SACS"
"10","SMARCAL1","false","SMARCAL1"
"10","NYNRIN","false","NYNRIN"
"10","CHD7","false","CHD7"
"11","MCM6","false","MCM6"
"10","ESPL1","false","ESPL1"
"140","MELK","false","MELK"
"21","PPP2R5D","false","PPP2R5D"
"10","ATR","false","ATR"
"10","URB2","false","URB2"
"225","RSU1","false","RSU1"
"253","LLGL1","false","LLGL1"
"10","MAPK7","false","MAPK7"
"10","PRKCQ","false","PRKCQ"
"10","POLE","false","POLE"
"10","NUDCD3","false","NUDCD3"
"10","NCAPG2","false","NCAPG2"
"10","NEIL3","false","NEIL3"
"10","DEPDC1","false","DEPDC1"
"10","DDX59","false","DDX59"
"10","ELP2","false","ELP2"
"174","ARMCX5","false","ARMCX5"
"436","DFFA","false","DFFA"
"59","NOP56","false","NOP56"
"109","RRP9","false","RRP9"
"198","ANXA5","false","ANXA5"
"198","KIAA1598","false","KIAA1598"
"198","TGS1","false","TGS1"
"198","NOL7","false","NOL7"
"109","NOP58","false","NOP58"
"198","FBL","false","FBL"
"271","SDC3","false","SDC3"
"271","FARP1","false","FARP1"
"352","FANCB","false","FANCB"
"352","FANCA","false","FANCA"
"352","FAAP100;C17ORF70","false","FAAP100;C17ORF70"
"156","ZNF14","false","ZNF14"
"156","ZNF696","false","ZNF696"
"167","RDX","false","RDX"
"167","NEMF","false","NEMF"
"231","CPNE2","false","CPNE2"
"231","MRPL39","false","MRPL39"
"231","TRAF3","false","TRAF3"
"231","TFAP2A","false","TFAP2A"
"45","EPHX1","false","EPHX1"
"23","DIAPH2","false","DIAPH2"
"99","ZNF703","false","ZNF703"
"8","FUS","false","FUS"
"99","ERG28","false","ERG28"
"11","WHSC1","false","WHSC1"
"69","H2AFZ;H2AFV","false","H2AFZ;H2AFV"
"161","PHGDH","false","PHGDH"
"69","HIST1H4A","false","HIST1H4A"
"20","ATXN7L2","false","ATXN7L2"
"32","TADA2B","false","TADA2B"
"245","TAF9B","false","TAF9B"
"32","TAF6L","false","TAF6L"
"1","ATXN7L3B","false","ATXN7L3B"
"32","TADA1","false","TADA1"
"32","KAT2A","false","KAT2A"
"32","SUPT20H","false","SUPT20H"
"32","ATXN7L3","false","ATXN7L3"
"252","ATXN7","false","ATXN7"
"50","ATXN7L1","false","ATXN7L1"
"32","SUPT7L","false","SUPT7L"
"1","ENY2","false","ENY2"
"279","ENO3","false","ENO3"
"279","TMCC3","false","TMCC3"
"279","ENO1","false","ENO1"
"37","EMG1","false","EMG1"
"66","SCAMP1","false","SCAMP1"
"280","USO1","false","USO1"
"165","SPAG9","false","SPAG9"
"40","PLAA","false","PLAA"
"133","SMC1A","false","SMC1A"
"280","TIAL1","false","TIAL1"
"225","PARVA","false","PARVA"
"89","GNA12","false","GNA12"
"390","NDUFB6","false","NDUFB6"
"280","EMC9","false","EMC9"
"5","MMGT1","false","MMGT1"
"5","EMC10","false","EMC10"
"5","EMC4","false","EMC4"
"437","SNRNP48","false","SNRNP48"
"437","ELOVL6","false","ELOVL6"
"6","HPRT1","false","HPRT1"
"6","DHFR","false","DHFR"
"438","TAGLN2","false","TAGLN2"
"142","RAE1","false","RAE1"
,"RAB11B","false","RAB11B"
"325","POT1","false","POT1"
"37","NOM1","false","NOM1"
"18","CCDC174","false","CCDC174"
"76","BIRC2","false","BIRC2"
"10","IBTK","false","IBTK"
"156","SPATS2","false","SPATS2"
"119","TRIOBP","false","TRIOBP"
"34","FADS1","false","FADS1"
"1","EIF1B","false","EIF1B"
"34","GPBP1","false","GPBP1"
"1","ZNF598","false","ZNF598"
"6","BZW2","false","BZW2"
"76","NFX1","false","NFX1"
"52","TRIP4","false","TRIP4"
"34","EIF4G2","false","EIF4G2"
"1","ASCC1","false","ASCC1"
"1","PRRC2B","false","PRRC2B"
"81","EIF2B2","false","EIF2B2"
"47","EIF2B4","false","EIF2B4"
"81","EIF2B5","false","EIF2B5"
"81","CDC123","false","CDC123"
"81","EIF2B3","false","EIF2B3"
"81","EIF2S3","false","EIF2S3"
"439","FBXO32","false","FBXO32"
"54","SNRNP40;DKFZP434D199","false","SNRNP40;DKFZP434D199"
"156","NCDN","false","NCDN"
"189","ETF1","false","ETF1"
"53","TTC27","false","TTC27"
"113","EEF1D","false","EEF1D"
"113","EEF1A2","false","EEF1A2"
"113","CARS","false","CARS"
"87","SMARCA1","false","SMARCA1"
"316","RPAP2","false","RPAP2"
"12","PSMC1","false","PSMC1"
"12","PSMD2","false","PSMD2"
"134","PLEKHA3","false","PLEKHA3"
"12","PSMD8","false","PSMD8"
"440","KIAA0368;ECM29","false","KIAA0368;ECM29"
"12","PSMB5","false","PSMB5"
"12","PSMB3","false","PSMB3"
"440","ECPAS","false","ECPAS"
"441","EBP","false","EBP"
"9","A2ML1","false","A2ML1"
"13","MYH14","false","MYH14"
"9","OFD1","false","OFD1"
"9","ZMYM6","false","ZMYM6"
"112","OGT","false","OGT"
"9","ATMIN","false","ATMIN"
"7","ZNF609","false","ZNF609"
"21","PPP2R1B","false","PPP2R1B"
"48","UHRF1BP1L","false","UHRF1BP1L"
"9","TP53BP1","false","TP53BP1"
"9","FAM171A2","false","FAM171A2"
"9","ANKRD20A1;ANKRD20A2;ANKRD20A3;ANKRD20A4;ANKRD20A8P","false","ANKRD20A1;ANKRD20A2;ANKRD20A3;ANKRD20A4;ANKRD20A8P"
"55","STK26","false","STK26"
"9","FAM172A","false","FAM172A"
"9","EML4","false","EML4"
"9","ZMYND11","false","ZMYND11"
"9","IFFO1","false","IFFO1"
"9","KIAA1468","false","KIAA1468"
"9","IFFO2","false","IFFO2"
"9","SOGA1","false","SOGA1"
"9","EML3","false","EML3"
"9","SECISBP2L","false","SECISBP2L"
"9","KNSTRN","false","KNSTRN"
"9","CCSER1","false","CCSER1"
"254","MAP4K4","false","MAP4K4"
"9","CIZ1","false","CIZ1"
"49","SPAG5","false","SPAG5"
"9","MPHOSPH9","false","MPHOSPH9"
"217","CCSER2","false","CCSER2"
"9","FAM117A","false","FAM117A"
"9","NDEL1","false","NDEL1"
"9","NEK7","false","NEK7"
"9","NEK9","false","NEK9"
"9","DYNLL2","false","DYNLL2"
"9","OPTN","false","OPTN"
"112","TRAK1","false","TRAK1"
"9","PDZRN3","false","PDZRN3"
"9","AMOTL2","false","AMOTL2"
"9","ZNF608","false","ZNF608"
"442","TLK1","false","TLK1"
"55","STRIP2","false","STRIP2"
"9","DIABLO","false","DIABLO"
"9","MTPAP","false","MTPAP"
"7","RCOR3","false","RCOR3"
"9","STOX2","false","STOX2"
"12","UBQLN2","false","UBQLN2"
"9","MORC3","false","MORC3"
"9","GOLGB1","false","GOLGB1"
"9","KANK1","false","KANK1"
"21","PPP2CB","false","PPP2CB"
"9","XIAP","false","XIAP"
"9","PTPN12","false","PTPN12"
"396","GLCCI1","false","GLCCI1"
"9","LCA5","false","LCA5"
"9","N4BP2","false","N4BP2"
"442","TLK2","false","TLK2"
"9","RNF214","false","RNF214"
"9","KMT2C","false","KMT2C"
"9","WWC1","false","WWC1"
"9","AMOTL1","false","AMOTL1"
"9","AGGF1","false","AGGF1"
"9","ZNF710","false","ZNF710"
"7","RCOR2","false","RCOR2"
"254","RSBN1L","false","RSBN1L"
"9","WWC2","false","WWC2"
"9","KANK2","false","KANK2"
"9","FAM171A1","false","FAM171A1"
"9","DYNLL1","false","DYNLL1"
"232","TCTEX1D2","false","TCTEX1D2"
"232","WDR60","false","WDR60"
"232","WDR34","false","WDR34"
"232","DYNC2H1","false","DYNC2H1"
"44","FKBP4","false","FKBP4"
"72","CCDC39","false","CCDC39"
"72","DYNLT3","false","DYNLT3"
"103","POP4","false","POP4"
"79","TEFM","false","TEFM"
"139","RFC5","false","RFC5"
"37","PWP1","false","PWP1"
"9","RSBN1","false","RSBN1"
"443","EBNA1BP2","false","EBNA1BP2"
"37","C11ORF98","false","C11ORF98"
"1","NTMT1","false","NTMT1"
"1","LSG1","false","LSG1"
"443","BRIX1","false","BRIX1"
"1","SERPINB12","false","SERPINB12"
"58","MARK4","false","MARK4"
"37","NOP16","false","NOP16"
"1","RBM28","false","RBM28"
"1","SDAD1","false","SDAD1"
"1","C17ORF75","false","C17ORF75"
"1","EXOSC3","false","EXOSC3"
"1","AVEN","false","AVEN"
"108","TEX10","false","TEX10"
"78","EXOSC2","false","EXOSC2"
"1","GNL2","false","GNL2"
"78","EXOSC7","false","EXOSC7"
"78","EXOSC10","false","EXOSC10"
"47","ERI1","false","ERI1"
"1","ELMO2","false","ELMO2"
"4","FAM91A1","false","FAM91A1"
"444","DPH2","false","DPH2"
"444","DPH1","false","DPH1"
"175","PLEKHA1","false","PLEKHA1"
"175","DOCK8","false","DOCK8"
"445","DOCK9","false","DOCK9"
"445","DOCK11","false","DOCK11"
"79","BCAR2;TRERF1","false","BCAR2;TRERF1"
"7","HDAC1","false","HDAC1"
"79","ELMSAN1","false","ELMSAN1"
"79","DNTTIP1","false","DNTTIP1"
"144","DNM1L","false","DNM1L"
"4","DNM2","false","DNM2"
"4","DNM3","false","DNM3"
"4","DNM1","false","DNM1"
"33","IPO4","false","IPO4"
"29","DNAJC9","false","DNAJC9"
"20","CST1","false","CST1"
"20","SLC4A1AP","false","SLC4A1AP"
"20","TTC9C","false","TTC9C"
"20","SF3B5","false","SF3B5"
"339","NIP7","false","NIP7"
"20","SF3B6","false","SF3B6"
"20","PPP4R2","false","PPP4R2"
"20","SF3A3","false","SF3A3"
"20","SF3A1","false","SF3A1"
"20","SF3B3","false","SF3B3"
"189","GPATCH11","false","GPATCH11"
"20","SMEK1","false","SMEK1"
"20","DNAJC8","false","DNAJC8"
"53","ECD","false","ECD"
"124","NDC80","false","NDC80"
"22","WDR62","false","WDR62"
"71","ELAC2","false","ELAC2"
"71","TANGO6","false","TANGO6"
"71","BAG5","false","BAG5"
"124","SPC25","false","SPC25"
"124","CASC5","false","CASC5"
"71","CXORF57","false","CXORF57"
"446","DNAJC5","false","DNAJC5"
"40","ASPSCR1","false","ASPSCR1"
"142","NUP88","false","NUP88"
"142","DNAJC24","false","DNAJC24"
"196","HSPA14","false","HSPA14"
"196","RBM34","false","RBM34"
"196","DNAJC2","false","DNAJC2"
"353","EIF2D","false","EIF2D"
"353","PAPSS2","false","PAPSS2"
"353","DNAJC18","false","DNAJC18"
"44","CWF19L1","false","CWF19L1"
"77","DNAJC17","false","DNAJC17"
"281","DNAJC13","false","DNAJC13"
"125","APOO","false","APOO"
"125","MTCH2","false","MTCH2"
"125","SAMM50","false","SAMM50"
"125","ARMC1","false","ARMC1"
"125","MTX1","false","MTX1"
"125","DNAJC11","false","DNAJC11"
"63","C6ORF47","false","C6ORF47"
"222","MAP1B","false","MAP1B"
"112","PRKACA;PRKACB","false","PRKACA;PRKACB"
"71","IQSEC1;IQSEC2","false","IQSEC1;IQSEC2"
"71","STUB1","false","STUB1"
"29","HSPA2","false","HSPA2"
"71","TUBA1A;TUBA3E","false","TUBA1A;TUBA3E"
"209","HSP90AB4P","false","HSP90AB4P"
"70","GSTP1","false","GSTP1"
"29","DNAJB4","false","DNAJB4"
"270","HSPA4L","false","HSPA4L"
"61","GDI2","false","GDI2"
"157","GDI1","false","GDI1"
"243","NOL11","false","NOL11"
"19","TUBA1B","false","TUBA1B"
"154","RNASEH2A","false","RNASEH2A"
"233","NAF1","false","NAF1"
"233","NOP10","false","NOP10"
"354","FOXO1","false","FOXO1"
"354","DIAPH1","false","DIAPH1"
"94","CTNNAL1","false","CTNNAL1"
"30","DHX36","false","DHX36"
"28","RPAP1","false","RPAP1"
"13","DICER1","false","DICER1"
"57","ZNF346","false","ZNF346"
"439","EIF2AK2","false","EIF2AK2"
"206","YY2","false","YY2"
"46","PRKRA","false","PRKRA"
"436","FDPS","false","FDPS"
"196","SURF6","false","SURF6"
"143","DEGS1","false","DEGS1"
"107","PAN2","false","PAN2"
"193","ORC2","false","ORC2"
"7","SAP30L","false","SAP30L"
"169","LSM14B","false","LSM14B"
"52","ASCC2","false","ASCC2"
"68","AKAP1","false","AKAP1"
"126","FAM195A","false","FAM195A"
"98","UBE2A","false","UBE2A"
"107","PAN3","false","PAN3"
"276","EIF4G3","false","EIF4G3"
"126","ZNF823","false","ZNF823"
"447","PPP2R5E","false","PPP2R5E"
"447","DDX56","false","DDX56"
"8","IPO11","false","IPO11"
"355","DDX47","false","DDX47"
"125","MTX2","false","MTX2"
"39","C2ORF49","false","C2ORF49"
"39","C19ORF47","false","C19ORF47"
"176","RBM33","false","RBM33"
"176","POLDIP3","false","POLDIP3"
"39","FYTTD1","false","FYTTD1"
"99","PHAX","false","PHAX"
"39","THOC2","false","THOC2"
"39","KCTD18","false","KCTD18"
"39","PCID2","false","PCID2"
"220","ALKBH5","false","ALKBH5"
"233","DKC1","false","DKC1"
"343","KPNA4","false","KPNA4"
"35","RSL1D1","false","RSL1D1"
"342","NUP153","false","NUP153"
"4","YBX3","false","YBX3"
"57","HNRNPAB","false","HNRNPAB"
"37","LLPH","false","LLPH"
"48","STRBP","false","STRBP"
"383","TARDBP;TDP43","false","TARDBP;TDP43"
"115","CCAR2","false","CCAR2"
"57","DDX21","false","DDX21"
"29","PIAS1","false","PIAS1"
"5","UFL1","false","UFL1"
"19","TACC1","false","TACC1"
