,uniprot,gene_name,go_annot
739,Q9Y580,RBM7,GO:0003723 GO:0003723 GO:0003723 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005654 GO:0005654 GO:0016076 GO:0017069 GO:0051321 GO:0071889 GO:0071889 GO:0097157 GO:0005730 GO:0003727 GO:0005634 GO:0000381
740,Q9Y5S9,RBM8A,GO:0000184 GO:0000184 GO:0000381 GO:0000398 GO:0000398 GO:0000398 GO:0003723 GO:0003723 GO:0003729 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005737 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0006405 GO:0006406 GO:0006406 GO:0006417 GO:0016607 GO:0030425 GO:0031124 GO:0035145 GO:0035145 GO:0035145 GO:0043025 GO:0071006 GO:0071013 GO:0000184 GO:0000381 GO:0035145 GO:0003729
741,P37108,SRP14,GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005576 GO:0005576 GO:0005634 GO:0005737 GO:0005786 GO:0005829 GO:0006613 GO:0006614 GO:0008312 GO:0030942 GO:0034774 GO:0042493 GO:0043312 GO:0045047 GO:1904813 GO:0045047 GO:0005786
742,P09132,SRP19,GO:0003723 GO:0005515 GO:0005730 GO:0005786 GO:0005829 GO:0006613 GO:0006614 GO:0008312 GO:0008312 GO:0042493 GO:0048500 GO:0043022 GO:0008312 GO:0006617 GO:0005786
743,O76094,SRP72,GO:0003723 GO:0003723 GO:0005047 GO:0005515 GO:0005515 GO:0005783 GO:0005786 GO:0005829 GO:0006614 GO:0008312 GO:0030911 GO:0042493 GO:0048500 GO:0043022 GO:0006614 GO:0043022 GO:0005786 GO:0008312
744,P08240,SRPRA,GO:0003723 GO:0005525 GO:0005785 GO:0005789 GO:0005789 GO:0006613 GO:0006614 GO:0016020 GO:0036498 GO:0070062 GO:0045047 GO:0003924 GO:0016020 GO:0006605 GO:0005047 GO:0005789
745,Q9Y5M8,SRPRB,GO:0005525 GO:0005737 GO:0005789 GO:0005881 GO:0016020 GO:0016021 GO:0036498
746,Q96QK1,VPS35,GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005764 GO:0005765 GO:0005768 GO:0005768 GO:0005768 GO:0005768 GO:0005769 GO:0005769 GO:0005769 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0007040 GO:0007416 GO:0010008 GO:0010628 GO:0010629 GO:0010821 GO:0014069 GO:0016032 GO:0016055 GO:0016055 GO:0016241 GO:0030904 GO:0030904 GO:0030904 GO:0030904 GO:0030904 GO:0030906 GO:0030906 GO:0030906 GO:0031647 GO:0031648 GO:0031748 GO:0032268 GO:0032268 GO:0032463 GO:0036010 GO:0042147 GO:0042147 GO:0042147 GO:0042147 GO:0042147 GO:0042147 GO:0043005 GO:0043025 GO:0043653 GO:0045056 GO:0048471 GO:0050728 GO:0050882 GO:0060161 GO:0060548 GO:0061357 GO:0070062 GO:0090141 GO:0090263 GO:0090326 GO:0097422 GO:0098793 GO:0098887 GO:0098978 GO:0099003 GO:0099073 GO:0099074 GO:0099639 GO:1901215 GO:1902823 GO:1902950 GO:1903181 GO:1903364 GO:1903828 GO:1905166 GO:1905606 GO:1990126 GO:1990126 GO:2000331 GO:0005739 GO:0005770 GO:0030904 GO:0006886 GO:0042147
747,Q8N3Z6,ZCCHC7,GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005730 GO:0005829 GO:0008270
748,O75787,ATP6AP2,GO:0000421 GO:0002003 GO:0002003 GO:0002003 GO:0002003 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005764 GO:0005765 GO:0005789 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0007042 GO:0009897 GO:0009897 GO:0016021 GO:0016324 GO:0016471 GO:0021903 GO:0030177 GO:0030424 GO:0032591 GO:0032914 GO:0038023 GO:0043312 GO:0043408 GO:0043408 GO:0044297 GO:0045211 GO:0048069 GO:0060323 GO:0070062 GO:0070062 GO:0070062 GO:0070821 GO:0101003 GO:0030177 GO:0009897
749,Q93050,ATP6V0A1,GO:0000220 GO:0005515 GO:0005515 GO:0005515 GO:0005765 GO:0005794 GO:0005829 GO:0005886 GO:0005886 GO:0005886 GO:0007035 GO:0008286 GO:0010008 GO:0010008 GO:0010008 GO:0016021 GO:0016241 GO:0016607 GO:0030667 GO:0030670 GO:0033572 GO:0034220 GO:0042470 GO:0043231 GO:0043312 GO:0048471 GO:0051117 GO:0051117 GO:0070062 GO:0070062 GO:0090383 GO:0101003 GO:1901998 GO:1902600 GO:0007035 GO:0051117 GO:0046961 GO:0005886 GO:0016471
750,Q9Y487,ATP6V0A2,GO:0000220 GO:0001669 GO:0005515 GO:0005765 GO:0006879 GO:0006955 GO:0008286 GO:0010008 GO:0010008 GO:0010008 GO:0016021 GO:0016241 GO:0030670 GO:0033572 GO:0034220 GO:0036295 GO:0048471 GO:0090383 GO:1902600 GO:0005886 GO:0046961 GO:0051117 GO:0007035 GO:0016471
751,P61421,ATP6V0D1,GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005765 GO:0006879 GO:0007420 GO:0008021 GO:0008286 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0016020 GO:0016241 GO:0016324 GO:0016471 GO:0016471 GO:0030670 GO:0033179 GO:0033572 GO:0034220 GO:0036295 GO:0036498 GO:0043679 GO:0044877 GO:0060271 GO:0070062 GO:0070062 GO:0070062 GO:0090383 GO:1902600 GO:0005813 GO:0007035 GO:0005765 GO:0008553 GO:0033181 GO:0005769 GO:0046961 GO:0016471 GO:0007034
752,P38606,ATP6V1A,GO:0005524 GO:0005765 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005886 GO:0005886 GO:0005902 GO:0006879 GO:0008286 GO:0016241 GO:0016324 GO:0016469 GO:0033180 GO:0033572 GO:0034220 GO:0036295 GO:0046034 GO:0070062 GO:0070062 GO:0070062 GO:0070062 GO:0090383 GO:1902600 GO:0005774 GO:0005886 GO:0046961
753,P21281,ATP6V1B2,GO:0001726 GO:0005515 GO:0005524 GO:0005765 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005886 GO:0005902 GO:0008286 GO:0012505 GO:0015078 GO:0016021 GO:0016241 GO:0016324 GO:0016787 GO:0033180 GO:0033572 GO:0034220 GO:0042470 GO:0043231 GO:0046034 GO:0046961 GO:0070062 GO:0070062 GO:0070062 GO:0090383 GO:1902600
754,O95400,CD2BP2,GO:0000244 GO:0000398 GO:0001650 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005682 GO:0005737 GO:0005829 GO:0010923 GO:0016607 GO:0043021 GO:0046540 GO:0016607 GO:0005682
755,Q9BQC3,DPH2,GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005829 GO:0017183 GO:0017183 GO:0090560 GO:0017183
756,Q92597,NDRG1,GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005737 GO:0005813 GO:0005829 GO:0005829 GO:0005874 GO:0005886 GO:0005912 GO:0008017 GO:0008285 GO:0010038 GO:0015630 GO:0017137 GO:0030330 GO:0032287 GO:0042981 GO:0043015 GO:0045296 GO:0045296 GO:0045576 GO:0048471 GO:0055038 GO:0070062 GO:0071456 GO:0098978 GO:0099173 GO:0007165 GO:0005737
757,Q9Y295,DRG1,GO:0003924 GO:0003924 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005737 GO:0005829 GO:0005844 GO:0006351 GO:0007275 GO:0008017 GO:0008134 GO:0016020 GO:0016604 GO:0030955 GO:0031116 GO:0042802 GO:1901673 GO:0005525 GO:0005737 GO:0002181
758,O43414,ERI3,GO:0003723 GO:0003723 GO:0046872 GO:0000467 GO:0006259 GO:0000738 GO:0000175
759,Q7L5D6,GET4,GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005654 GO:0005730 GO:0005737 GO:0005829 GO:0005829 GO:0005829 GO:0051087 GO:0051220 GO:0071816 GO:0071816 GO:0071818 GO:0071818 GO:0071818 GO:1904378 GO:0071818 GO:0045048
760,Q96AT1,KIAA1143,GO:0005515 GO:0005515 GO:0005515
761,O43934,MFSD11,GO:0003674 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005575 GO:0008150 GO:0016021
762,Q86UU1,PHLDB1,GO:0010470 GO:0010717 GO:0045180 GO:0070507 GO:1904261 GO:1904261 GO:1904261 GO:0045180 GO:0070507
763,Q9UPN7,PPP6R1,GO:0000139 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005829 GO:0005829 GO:0017048 GO:0019903 GO:0043666 GO:0048208 GO:0005829 GO:0005634 GO:0019888 GO:0043666
764,Q9HD47,RANGRF,GO:0002027 GO:0003254 GO:0003254 GO:0005085 GO:0005087 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005737 GO:0005791 GO:0005829 GO:0005886 GO:0005901 GO:0006888 GO:0008536 GO:0008536 GO:0008536 GO:0014704 GO:0017080 GO:0017080 GO:0032527 GO:0042391 GO:0044325 GO:0048471 GO:0090226 GO:0098905 GO:0098909 GO:1900825 GO:1900825 GO:1902305 GO:1902305 GO:1902305 GO:1903078 GO:2000010 GO:2000010 GO:2000649 GO:2000649 GO:2000649
765,Q96EU6,RRP36,GO:0000469 GO:0003723 GO:0003723 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005730 GO:0005730 GO:0006364 GO:0006364 GO:0042274 GO:0005730 GO:0030686 GO:0000462
766,P61081,UBE2M,GO:0004842 GO:0004842 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0005654 GO:0005654 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0006464 GO:0006464 GO:0019788 GO:0019788 GO:0019788 GO:0043525 GO:0043687 GO:0045116 GO:0045116 GO:0000209 GO:0061631 GO:0005634 GO:0045116 GO:0019788
767,O60701,UGDH,GO:0001702 GO:0003979 GO:0005654 GO:0005829 GO:0005975 GO:0006065 GO:0006065 GO:0006065 GO:0015012 GO:0030206 GO:0034214 GO:0042802 GO:0042802 GO:0051287 GO:0055114 GO:0070062 GO:0005829 GO:0006024 GO:0005634
768,O14497,ARID1A,GO:0000122 GO:0000790 GO:0001704 GO:0001843 GO:0003205 GO:0003408 GO:0003677 GO:0003677 GO:0003713 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005654 GO:0006337 GO:0006338 GO:0006357 GO:0007566 GO:0016514 GO:0016514 GO:0016514 GO:0016922 GO:0016922 GO:0019827 GO:0030520 GO:0030521 GO:0030900 GO:0035060 GO:0042766 GO:0042921 GO:0045893 GO:0048096 GO:0055007 GO:0060674 GO:0071564 GO:0071565 GO:1901998 GO:0031491 GO:0043044 GO:0071565 GO:0045893 GO:0005654 GO:0016514 GO:0006357
769,Q16864,ATP6V1F,GO:0005515 GO:0005515 GO:0005515 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0008286 GO:0015078 GO:0016020 GO:0016469 GO:0016471 GO:0016887 GO:0033180 GO:0033572 GO:0034220 GO:0046961 GO:0070062 GO:0070062 GO:0090383 GO:1902600 GO:0016020 GO:0042625
770,O75348,ATP6V1G1,GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005765 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005886 GO:0005886 GO:0006879 GO:0008286 GO:0016241 GO:0016887 GO:0033572 GO:0034220 GO:0036295 GO:0051117 GO:0051117 GO:0070062 GO:0090383 GO:1902600 GO:0016471 GO:0008553
771,Q9UI12,ATP6V1H,GO:0000221 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005765 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0006897 GO:0007035 GO:0008286 GO:0016241 GO:0030234 GO:0033572 GO:0034220 GO:0046961 GO:0050690 GO:0050690 GO:0050790 GO:0070062 GO:0070062 GO:0090383 GO:1902600 GO:0016887
772,Q9UBB4,ATXN10,GO:0005515 GO:0005515 GO:0005615 GO:0005737 GO:0005737 GO:0005829 GO:0005886 GO:0007399 GO:0016020 GO:0019899 GO:0030425 GO:0031175 GO:0042802 GO:0043025 GO:0048471 GO:0048471 GO:0060271
773,P54252,ATXN3,GO:0000226 GO:0004407 GO:0004843 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005730 GO:0005737 GO:0005759 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005886 GO:0006289 GO:0006511 GO:0006515 GO:0007268 GO:0007399 GO:0010810 GO:0016363 GO:0016579 GO:0016579 GO:0030036 GO:0031625 GO:0031625 GO:0031625 GO:0031625 GO:0031966 GO:0034605 GO:0035520 GO:0035640 GO:0036459 GO:0036459 GO:0042405 GO:0043161 GO:0045104 GO:0045202 GO:0051117 GO:0051117 GO:0061578 GO:0070536 GO:0070932 GO:0071108 GO:0071218 GO:1904294 GO:1904379 GO:1990380 GO:0005789 GO:0016579 GO:0005634 GO:0004843
774,P51798,CLCN7,GO:0005247 GO:0005254 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0005654 GO:0005765 GO:0005765 GO:0009268 GO:0015297 GO:0016020 GO:0016021 GO:0031410 GO:0034220 GO:1902476 GO:1902476 GO:1902476 GO:0022857 GO:0043231 GO:0015108
775,Q9P0I2,EMC3,GO:0003674 GO:0005515 GO:0008150 GO:0016021 GO:0072546 GO:0072546
776,Q9Y3E0,GOLT1B,GO:0000139 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005783 GO:0015031 GO:0016020 GO:0016021 GO:0016192 GO:0032991 GO:0043123 GO:0005783
777,Q9ULG1,INO80,GO:0000070 GO:0000724 GO:0003677 GO:0003779 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005737 GO:0005819 GO:0005874 GO:0005886 GO:0006302 GO:0006338 GO:0006351 GO:0008094 GO:0010571 GO:0016579 GO:0016604 GO:0030307 GO:0031011 GO:0031011 GO:0034644 GO:0043014 GO:0045944 GO:0051225 GO:0051301 GO:0070914 GO:0071479 GO:2000045 GO:0006281 GO:0006338 GO:0043138 GO:0043044 GO:0042393 GO:0016887 GO:0043618 GO:0042766 GO:0031011
778,P05412,JUN,GO:0000122 GO:0000228 GO:0000790 GO:0000976 GO:0000976 GO:0000976 GO:0000976 GO:0000976 GO:0000976 GO:0000978 GO:0000981 GO:0000981 GO:0000981 GO:0000981 GO:0000981 GO:0001102 GO:0001102 GO:0001227 GO:0001228 GO:0001228 GO:0001228 GO:0001228 GO:0001525 GO:0001525 GO:0001774 GO:0001836 GO:0001889 GO:0001938 GO:0003151 GO:0003677 GO:0003682 GO:0003700 GO:0003723 GO:0005096 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005719 GO:0005829 GO:0006366 GO:0007179 GO:0007265 GO:0007568 GO:0007612 GO:0007623 GO:0008134 GO:0008285 GO:0010634 GO:0017053 GO:0019899 GO:0030224 GO:0031103 GO:0031625 GO:0031953 GO:0034614 GO:0035026 GO:0035497 GO:0035976 GO:0035976 GO:0035994 GO:0038095 GO:0042542 GO:0042802 GO:0042802 GO:0042802 GO:0043065 GO:0043392 GO:0043524 GO:0043525 GO:0043547 GO:0043922 GO:0043923 GO:0044389 GO:0044877 GO:0045657 GO:0045740 GO:0045892 GO:0045893 GO:0045893 GO:0045893 GO:0045893 GO:0045944 GO:0045944 GO:0045944 GO:0045944 GO:0048146 GO:0051090 GO:0051365 GO:0051899 GO:0060395 GO:0061029 GO:0070374 GO:0070412 GO:0071276 GO:0071277 GO:0071837 GO:1902895 GO:1902895 GO:1902895 GO:1904707 GO:1990441 GO:1990837 GO:2000144 GO:0042127 GO:0006357 GO:0008134 GO:0000981 GO:0051726 GO:0000790 GO:0005667 GO:0000978
779,P17275,JUNB,GO:0000785 GO:0000790 GO:0000981 GO:0000981 GO:0001228 GO:0001570 GO:0001649 GO:0001829 GO:0003677 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005654 GO:0005654 GO:0005654 GO:0006357 GO:0019221 GO:0030316 GO:0033687 GO:0035976 GO:0045944 GO:0045944 GO:0046697 GO:0060136 GO:0060716 GO:0071277 GO:1990837 GO:0006357 GO:0000790 GO:0000981 GO:0005667 GO:0051726 GO:0000978 GO:0008134 GO:0042127
780,Q9GZU1,MCOLN1,GO:0001891 GO:0002250 GO:0005261 GO:0005381 GO:0005515 GO:0005515 GO:0005515 GO:0005654 GO:0005764 GO:0005765 GO:0005770 GO:0005794 GO:0005886 GO:0005887 GO:0006812 GO:0008289 GO:0010008 GO:0016021 GO:0016021 GO:0019722 GO:0030670 GO:0031902 GO:0033572 GO:0034755 GO:0042995 GO:0043231 GO:0043235 GO:0051209 GO:0051289 GO:0070588 GO:0070588 GO:0071277 GO:0071467 GO:0090382 GO:0097352 GO:0097682 GO:0099604 GO:0016020 GO:0005765 GO:0005886 GO:0072345
781,P28370,SMARCA1,GO:0000733 GO:0004386 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0005634 GO:0005654 GO:0006338 GO:0007420 GO:0008134 GO:0016589 GO:0030182 GO:0031491 GO:0036310 GO:0043044 GO:0043231 GO:0045893 GO:0045944 GO:0090537 GO:0008094 GO:0070615 GO:0003677 GO:0005634
782,P51532,SMARCA4,GO:0000122 GO:0000122 GO:0000790 GO:0000790 GO:0000790 GO:0001164 GO:0001188 GO:0002039 GO:0003407 GO:0003713 GO:0003713 GO:0003713 GO:0003714 GO:0003714 GO:0003723 GO:0004386 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0005615 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005730 GO:0006325 GO:0006337 GO:0006338 GO:0006338 GO:0006338 GO:0006338 GO:0006357 GO:0007399 GO:0008094 GO:0008134 GO:0016020 GO:0016514 GO:0016514 GO:0016514 GO:0016514 GO:0030177 GO:0030308 GO:0030957 GO:0032991 GO:0038111 GO:0043044 GO:0043923 GO:0045892 GO:0045892 GO:0045893 GO:0045944 GO:0045944 GO:0045944 GO:0047485 GO:0050681 GO:0051091 GO:0051091 GO:0060766 GO:0070182 GO:0070577 GO:0071564 GO:0071564 GO:0071565 GO:1901838 GO:1902661 GO:1902895 GO:1904837 GO:0000978 GO:0031492 GO:0008094 GO:0043044 GO:0003677 GO:0005634 GO:0008134 GO:0045944
783,Q9H4L7,SMARCAD1,GO:0000018 GO:0000729 GO:0000792 GO:0003677 GO:0003678 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0005654 GO:0006338 GO:0032508 GO:0035861 GO:0043044 GO:0043596 GO:0051304 GO:0070932 GO:0070933 GO:0005634 GO:0003677 GO:0043044 GO:0008094 GO:0003682
784,Q9NZC9,SMARCAL1,GO:0000733 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0005634 GO:0006259 GO:0006303 GO:0006357 GO:0006974 GO:0008094 GO:0031297 GO:0031297 GO:0032508 GO:0035861 GO:0035861 GO:0036310 GO:0036310 GO:0090656 GO:0005662 GO:0005662 GO:0008094 GO:0006281 GO:0048478 GO:0005662 GO:0036310 GO:0043596 GO:0006974 GO:0005634 GO:0036292 GO:0031297 GO:0003678
785,Q12824,SMARCB1,GO:0000790 GO:0001164 GO:0001188 GO:0001650 GO:0002039 GO:0003677 GO:0003713 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005730 GO:0006337 GO:0006338 GO:0006338 GO:0006357 GO:0007049 GO:0007399 GO:0015074 GO:0016514 GO:0016514 GO:0016514 GO:0030957 GO:0032991 GO:0039692 GO:0043044 GO:0043231 GO:0043923 GO:0045944 GO:0051091 GO:0071564 GO:0071565 GO:0090240 GO:1900110 GO:1900113 GO:1901838 GO:1901838 GO:1902661 GO:2000617 GO:2000618 GO:0000978 GO:0031492 GO:0006357 GO:0016514 GO:0006281 GO:0035060 GO:0006337 GO:0071564 GO:0005634 GO:0003713 GO:0071565
