gene_name,ensg_id,,uniprot_id,is_rna_bp,is_dna_bp,is_xna_bp
KLHL23,ENSG00000213160,,Q8NBE8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLHL24,ENSG00000114796,,Q6TFL4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLHL25,ENSG00000183655,,Q9H0H3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLHL26,ENSG00000167487,,Q53HC5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLHL28,ENSG00000179454,,Q9NXS3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLHL29,ENSG00000119771,,Q96CT2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLHL3,ENSG00000146021,,Q9UH77,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLHL30,ENSG00000168427,,Q0D2K2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLHL31,ENSG00000124743,,Q9H511,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLHL32,ENSG00000186231,,Q96NJ5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLHL33,ENSG00000185271,,A6NCF5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLHL34,ENSG00000185915,,Q8N239,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLHL35,ENSG00000149243,,Q6PF15,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLHL36,ENSG00000135686,,Q8N4N3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLHL38,ENSG00000175946,,Q2WGJ6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLHL4,ENSG00000102271,,Q9C0H6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLHL40,ENSG00000157119,,Q2TBA0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLHL41,ENSG00000239474,,O60662,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLHL42,ENSG00000087448,,Q9P2K6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLHL5,ENSG00000109790,,Q96PQ7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLHL6,ENSG00000172578,,Q8WZ60,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLHL7,ENSG00000122550,,Q8IXQ5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLHL8,ENSG00000145332,,Q9P2G9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLHL9,ENSG00000198642,,Q9P2J3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLK1,ENSG00000167748,,P06870,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLK10,ENSG00000129451,,O43240,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLK11,ENSG00000167757,,Q9UBX7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLK12,ENSG00000186474,,Q9UKR0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLK13,ENSG00000167759,,Q9UKR3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLK14,ENSG00000129437,,Q9P0G3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLK15,ENSG00000174562,,Q9H2R5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLK2,ENSG00000167751,,P20151,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLK3,ENSG00000142515,,P07288,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLK4,ENSG00000167749,,Q9Y5K2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLK5,ENSG00000167754,,Q9Y337,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLK6,ENSG00000167755,,Q92876,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLK7,ENSG00000169035,,P49862,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLK8,ENSG00000129455,,O60259,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLK9,ENSG00000213022,,Q9UKQ9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLKB1,ENSG00000164344,,P03952,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLLN,ENSG00000227268,,B2CW77,NOT_RNA_BP,DNA_BP,xNA_BP
KLRB1,ENSG00000111796,,Q12918,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLRC1,ENSG00000134545,,P26715,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLRC2,ENSG00000205809,,P26717,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLRC3,ENSG00000205810,,Q07444,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLRC4,ENSG00000183542,,O43908,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLRD1,ENSG00000134539,,Q13241,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLRF1,ENSG00000150045,,Q9NZS2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLRF2,ENSG00000256797,,D3W0D1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLRG1,ENSG00000139187,,Q96E93,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLRG2,ENSG00000188883,,A4D1S0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KLRK1,ENSG00000213809,,P26718,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KMO,ENSG00000117009,,O15229,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KMT2A,ENSG00000118058,,Q03164,NOT_RNA_BP,DNA_BP,xNA_BP
KMT2B,ENSG00000272333,,NA,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KMT2C,ENSG00000055609,,Q8NEZ4,RNA_BP,DNA_BP,xNA_BP
KMT2D,ENSG00000167548,,O14686,NOT_RNA_BP,DNA_BP,xNA_BP
KMT2E,ENSG00000005483,,Q8IZD2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KMT5A,ENSG00000183955,,Q9NQR1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KMT5B,ENSG00000110066,,Q4FZB7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KMT5C,ENSG00000133247,,Q86Y97,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KNCN,ENSG00000162456,,A6PVL3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KNDC1,ENSG00000171798,,Q76NI1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KNG1,ENSG00000113889,,P01042,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KNL1,ENSG00000137812,,Q8NG31,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KNOP1,ENSG00000103550,,Q1ED39,RNA_BP,NOT_DNA_BP,xNA_BP
KNSTRN,ENSG00000128944,,Q9Y448,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KNTC1,ENSG00000184445,,P50748,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KPNA1,ENSG00000114030,,P52294,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KPNA2,ENSG00000182481,,P52292,RNA_BP,NOT_DNA_BP,xNA_BP
KPNA3,ENSG00000102753,,O00505,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KPNA4,ENSG00000186432,,O00629,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KPNA5,ENSG00000196911,,O15131,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KPNA6,ENSG00000025800,,O60684,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KPNA7,ENSG00000185467,,A9QM74,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KPNB1,ENSG00000108424,,Q14974,RNA_BP,NOT_DNA_BP,xNA_BP
KPRP,ENSG00000203786,,Q5T749,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KPTN,ENSG00000118162,,Q9Y664,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRAS,ENSG00000133703,,P01116,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRBA1,ENSG00000133619,,A5PL33,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRBA2,ENSG00000184619,,Q6ZNG9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRBOX1,ENSG00000240747,,C9JBD0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRBOX4,ENSG00000147121,,Q5JUW0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRCC1,ENSG00000172086,,Q9NPI7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KREMEN1,ENSG00000183762,,Q96MU8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KREMEN2,ENSG00000131650,,Q8NCW0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRI1,ENSG00000129347,,Q8N9T8,RNA_BP,NOT_DNA_BP,xNA_BP
KRIT1,ENSG00000001631,,O00522,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRR1,ENSG00000111615,,Q13601,RNA_BP,NOT_DNA_BP,xNA_BP
KRT1,ENSG00000167768,,P04264,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT10,ENSG00000186395,,P13645,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT12,ENSG00000187242,,Q99456,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT13,ENSG00000171401,,P13646,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT14,ENSG00000186847,,P02533,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT15,ENSG00000171346,,P19012,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT16,ENSG00000186832,,P08779,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT17,ENSG00000128422,,Q04695,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT18,ENSG00000111057,,P05783,RNA_BP,NOT_DNA_BP,xNA_BP
KRT19,ENSG00000171345,,P08727,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT2,ENSG00000172867,,P35908,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT20,ENSG00000171431,,P35900,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT222,ENSG00000213424,,Q8N1A0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT23,ENSG00000108244,,Q9C075,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT24,ENSG00000167916,,Q2M2I5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT25,ENSG00000204897,,Q7Z3Z0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT26,ENSG00000186393,,Q7Z3Y9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT27,ENSG00000171446,,Q7Z3Y8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT28,ENSG00000173908,,Q7Z3Y7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT3,ENSG00000186442,,P12035,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT31,ENSG00000094796,,Q15323,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT32,ENSG00000108759,,Q14532,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT33A,ENSG00000006059,,O76009,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT33B,ENSG00000131738,,Q14525,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT34,ENSG00000131737,,O76011,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT35,ENSG00000197079,,Q92764,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT36,ENSG00000126337,,O76013,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT37,ENSG00000108417,,O76014,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT38,ENSG00000171360,,O76015,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT39,ENSG00000196859,,Q6A163,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT4,ENSG00000170477,,P19013,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT40,ENSG00000204889,,Q6A162,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT5,ENSG00000186081,,P13647,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT6A,ENSG00000205420,,P02538,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT6B,ENSG00000185479,,P04259,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT6C,ENSG00000170465,,P48668,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT7,ENSG00000135480,,P08729,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT71,ENSG00000139648,,Q3SY84,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT72,ENSG00000170486,,Q14CN4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT73,ENSG00000186049,,Q86Y46,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT74,ENSG00000170484,,Q7RTS7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT75,ENSG00000170454,,O95678,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT76,ENSG00000185069,,Q01546,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT77,ENSG00000189182,,Q7Z794,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT78,ENSG00000170423,,Q8N1N4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT79,ENSG00000185640,,Q5XKE5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT8,ENSG00000170421,,P05787,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT80,ENSG00000167767,,Q6KB66,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT81,ENSG00000205426,,Q14533,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT82,ENSG00000161850,,Q9NSB4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT83,ENSG00000170523,,P78385,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT84,ENSG00000161849,,Q9NSB2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT85,ENSG00000135443,,P78386,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT86,ENSG00000170442,,O43790,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRT9,ENSG00000171403,,P35527,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP1-1,ENSG00000188581,,Q07627,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP1-3,ENSG00000221880,,Q8IUG1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP1-4,ENSG00000204887,,P0C5Y4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP1-5,ENSG00000221852,,Q9BYS1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP10-1,ENSG00000215455,,P60331,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP10-10,ENSG00000221859,,P60014,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP10-11,ENSG00000243489,,P60412,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP10-12,ENSG00000189169,,P60413,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP10-2,ENSG00000205445,,P60368,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP10-3,ENSG00000212935,,P60369,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP10-4,ENSG00000215454,,P60372,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP10-5,ENSG00000241123,,P60370,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP10-6,ENSG00000188155,,P60371,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP10-7,ENSG00000272804,,P60409,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP10-8,ENSG00000187766,,P60410,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP10-9,ENSG00000221837,,P60411,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP11-1,ENSG00000182591,,Q8IUC1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP12-1,ENSG00000187175,,P59990,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP12-2,ENSG00000221864,,P59991,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP12-3,ENSG00000205439,,P60328,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP12-4,ENSG00000212933,,P60329,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP13-1,ENSG00000198390,,Q8IUC0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP13-2,ENSG00000182816,,Q52LG2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP13-3,ENSG00000240432,,Q3SY46,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP13-4,ENSG00000186971,,Q3LI77,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP15-1,ENSG00000186970,,Q3LI76,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP16-1,ENSG00000212657,,A8MUX0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP17-1,ENSG00000186860,,Q9BYP8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP19-1,ENSG00000184351,,Q8IUB9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP19-2,ENSG00000186965,,Q3LHN2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP19-3,ENSG00000244025,,Q7Z4W3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP19-4,ENSG00000186967,,Q3LI73,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP19-5,ENSG00000186977,,Q3LI72,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP19-6,ENSG00000186925,,Q3LI70,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP19-7,ENSG00000244362,,Q3SYF9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP19-8,ENSG00000206102,,Q3LI54,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP2-1,ENSG00000212725,,Q9BYU5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP2-2,ENSG00000214518,,Q9BYT5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP2-3,ENSG00000212724,,P0C7H8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP2-4,ENSG00000213417,,Q9BYR9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP20-1,ENSG00000244624,,Q3LI63,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP20-2,ENSG00000184032,,Q3LI61,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP20-3,ENSG00000206104,,Q3LI60,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP20-4,ENSG00000206105,,Q3LI62,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP21-1,ENSG00000187005,,Q3LI58,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP21-2,ENSG00000187026,,Q3LI59,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP21-3,ENSG00000231068,,Q3LHN1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP22-1,ENSG00000186924,,Q3MIV0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP22-2,ENSG00000206106,,Q3LI68,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP23-1,ENSG00000186980,,A1A580,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP24-1,ENSG00000188694,,Q3LI83,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP25-1,ENSG00000232263,,Q3LHN0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP26-1,ENSG00000197683,,Q6PEX3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP27-1,ENSG00000206107,,Q3LI81,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP29-1,ENSG00000212658,,A8MX34,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP3-1,ENSG00000212901,,Q9BYR8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP3-2,ENSG00000212900,,Q9BYR7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP3-3,ENSG00000212899,,Q9BYR6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP4-1,ENSG00000198443,,Q9BYQ7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP4-11,ENSG00000212721,,Q9BYQ6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP4-12,ENSG00000213416,,Q9BQ66,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP4-2,ENSG00000244537,,Q9BYR5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP4-3,ENSG00000196156,,Q9BYR4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP4-4,ENSG00000171396,,Q9BYR3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP4-5,ENSG00000198271,,Q9BYR2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP4-6,ENSG00000198090,,Q9BYQ5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP4-7,ENSG00000240871,,Q9BYR0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP4-8,ENSG00000204880,,Q9BYQ9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP4-9,ENSG00000212722,,Q9BYQ8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP5-1,ENSG00000205869,,Q6L8H4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP5-10,ENSG00000204572,,Q6L8G5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP5-11,ENSG00000204571,,Q6L8G4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP5-2,ENSG00000205867,,Q701N4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP5-3,ENSG00000196224,,Q6L8H2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP5-4,ENSG00000278620,,Q6L8H1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP5-5,ENSG00000185940,,Q701N2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP5-6,ENSG00000205864,,Q6L8G9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP5-7,ENSG00000244411,,Q6L8G8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP5-8,ENSG00000241233,,O75690,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP5-9,ENSG00000254997,,P26371,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP6-1,ENSG00000184724,,Q3LI64,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP6-2,ENSG00000186930,,Q3LI66,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP6-3,ENSG00000212938,,Q3LI67,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP7-1,ENSG00000274749,,Q8IUC3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP8-1,ENSG00000183640,,Q8IUC2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP9-1,ENSG00000240542,,A8MXZ3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP9-2,ENSG00000239886,,Q9BYQ4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP9-3,ENSG00000204873,,Q9BYQ3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP9-4,ENSG00000241595,,Q9BYQ2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP9-6,ENSG00000212659,,A8MVA2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP9-7,ENSG00000180386,,A8MTY7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP9-8,ENSG00000187272,,Q9BYQ0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTAP9-9,ENSG00000198083,,Q9BYP9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTCAP2,ENSG00000163463,,Q8N6L1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTCAP3,ENSG00000157992,,Q53RY4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KRTDAP,ENSG00000188508,,P60985,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KSR1,ENSG00000141068,,Q8IVT5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KSR2,ENSG00000171435,,Q6VAB6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KTI12,ENSG00000198841,,Q96EK9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KTN1,ENSG00000126777,,Q86UP2,RNA_BP,NOT_DNA_BP,xNA_BP
KXD1,ENSG00000105700,,Q9BQD3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KY,ENSG00000174611,,Q8NBH2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KYAT1,ENSG00000171097,,Q16773,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
KYAT3,ENSG00000137944,,Q6YP21,RNA_BP,NOT_DNA_BP,xNA_BP
KYNU,ENSG00000115919,,Q16719,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
L1CAM,ENSG00000198910,,P32004,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
