target,prey,pInt
SSSCA1,KRBA1,0.99950373414391
SSSCA1,DTL,0.99866403216742
SSSCA1,DPH1,0.987525075904196
SSSCA1,CEP78,0.805260661714054
SSSCA1,CABLES2,0.999558732883962
SSSCA1,SNX33,0.999985225321644
SSSCA1,LSM11,0.999997035705584
SSSCA1,TBCCD1,0.99965890285686
SSSCA1,DDB2,0.989131923516853
SSSCA1,RPUSD3,0.99715427755155
SSSCA1,KIAA1468,0.963805418666237
SSSCA1,FYTTD1,0.892993830842763
SSSCA1,NSUN5,0.804853848181952
SSSCA1,PTOV1,0.844773733063159
SSSCA1,POC1A,0.96658670023652
SSSCA1,GEMIN5,0.98077478928973
SSSCA1,MTG1,0.999925885819166
SSSCA1,PLEKHA5,0.997470962076231
SSSCA1,KIAA1543,0.984398669713322
SSSCA1,DNAH14,0.999924153836585
SSSCA1,PIF1,0.999996069694964
SSSCA1,NPHP4,0.999817058868219
SSSCA1,CCDC85B,0.998649083930922
SSSCA1,C9orf100,0.999969883076976
SSSCA1,ENDOV,0.897254697807717
SSSCA1,NEDD1,0.998790777121525
SSSCA1,EIF2A,0.998947652772346
SSSCA1,SPATS2,0.760410432503001
SSSCA1,CIRH1A,0.839669020099888
SSSCA1,TNIP2,0.999994748797013
SSSCA1,PER1,0.766246222248402
SSSCA1,ENDOG,0.890799004632941
SSSCA1,ATAT1,0.999691235085854
SSSCA1,TIGD5,0.972344488459813
SSSCA1,C1orf106,0.896994001002321
SSSCA1,KLHL26,0.938221244893647
SSSCA1,NIT1,0.999529484842834
SSSCA1,PUSL1,0.991515095251854
SSSCA1,PKN3,0.955640732861075
SSSCA1,SUPT3H,0.803289187046324
SSSCA1,SMCR8,0.973283407486099
SSSCA1,C17orf53,0.993573479560511
SSSCA1,PPP1R13B,0.918046053778853
TAGLN2,TAGLN3,0.99999999911904
TM4SF18,REEP5,0.797626547509346
TM4SF18,STXBP1,0.997689176342654
TM4SF18,CD320,0.997189940178855
TM4SF18,CD47,0.904722921726443
TM4SF18,TMEM65,0.999999509251035
TM4SF18,CD63,0.779340661481249
TRIM11,SEPT3,0.85002549953137
TRIM11,LYPLA1,0.999163081868018
TRIM11,RPS6KA2,0.906473591650018
TRIM11,RPS6KA3,0.997982267925729
TRIM11,SEPT10,0.890730898651212
TRIM11,PUM1,0.996548554871552
TRIM11,PRKAB1,0.999130312818219
TRIM11,RLF,0.999998573414646
TRIM11,QKI,0.894478058225604
TRIM11,RABGAP1L,0.999990023003688
TRIM11,RABGAP1,0.999909896719667
TRIM11,ATP6V1F,0.890444181732325
TRIM11,UBB,0.980254050643356
TRIM11,KDM3B,0.999971150723797
TRIM11,BANP,0.942066094986148
TRIM11,USF1,0.999961195552555
TRIM11,POGK,0.999924649226005
TRIM11,CAMKK1,0.999999799891997
TRIM11,RBPMS2,0.99926244305992
TRIM11,TBCE,0.999477234374566
TRIM11,COL18A1,0.914791046599373
TRIM11,BTN3A3,0.801919035725233
TRIM11,SELO,0.988736026677657
AURKAIP1,NAP1L1,0.989412213302038
AURKAIP1,ZFP91,0.950110808550852
AURKAIP1,MRPS9,0.984826194588515
AURKAIP1,MRPS26,0.901830419565727
AURKAIP1,VPRBP,0.991195120578196
AURKAIP1,IPO7,0.986438016571174
AURKAIP1,PTCD3,0.947133503708304
AURKAIP1,STRBP,0.99300717069774
AURKAIP1,NRD1,0.999942056068492
AURKAIP1,MRPS18B,0.918667666423896
AURKAIP1,UBE2O,0.975485822462458
AURKAIP1,MRPS10,0.937294680027906
AURKAIP1,WDR83,0.999270824677917
AURKAIP1,FBXO11,0.973632265975657
AURKAIP1,DAP3,0.921941389917664
AURKAIP1,C4orf14,0.999005085079929
AURKAIP1,MMADHC,0.999974376269296
AURKAIP1,LONP1,0.852857298614215
AURKAIP1,MRPS31,0.888763759051169
AURKAIP1,MRPS18C,0.987739622815494
AURKAIP1,MRPS5,0.976978235389728
AURKAIP1,MRPS7,0.965358173245283
AURKAIP1,MRPS15,0.772815609873884
AURKAIP1,MRPS35,0.897189423626566
AURKAIP1,MRPS33,0.936611311790049
AURKAIP1,MRPS11,0.97066537242873
AURKAIP1,MRPS24,0.97584950072994
AURKAIP1,NSUN4,0.997646146247318
AURKAIP1,FNTB,0.962236190077163
AURKAIP1,RPL13A,0.90770031060187
AURKAIP1,MRS2,0.984600199556788
AURKAIP1,MRPS21,0.907858907788672
AURKAIP1,DNLZ,0.945250793897033
UBE2T,RPL35A,0.99592501193552
UBE2T,FANCB,0.999986049563871
YKT6,AARSD1,0.999998714727672
YKT6,PTAR1,0.999995473030282
YKT6,C1QL1,0.961464642670895
ZNF581,ADNP,0.999999667455544
ZNF581,CHD4,0.928685825343325
ZNF581,DMWD,0.975095111360627
ZNF581,ERBB2IP,0.943864723945625
ZNF581,DIRAS2,0.99975394552231
ZNF581,CHCHD4,0.99999838408172
ZNF581,C11orf73,0.990922581511318
ZNF581,NT5C,0.99201221627215
C11orf73,CLEC3A,0.944772019301721
C11orf73,TRMT61B,0.967634991316763
C11orf73,NT5C,0.968732673076102
C1orf86,FANCG,0.99999987732064
C1orf86,DIRAS2,0.99975394552231
C1orf86,FANCA,0.999978996797184
C1orf86,CLEC3A,0.999998231600468
C1orf86,NT5C,0.991985889567495
CATSPER2,RCAN1,0.996043364813768
CCDC69,CLTCL1,0.99388062728262
CCDC69,TOP3A,0.999996728353472
CCDC69,LONP1,0.876378157530292
CCDC69,RMI1,0.999999848186726
CCDC69,GRN,0.826047689682823
CCDC69,MMADHC,0.99972136883912
CCDC69,MTA2,0.833331464585518
CCDC69,PMPCB,0.914039056439512
CCDC69,PSME3,0.883319677093486
CCDC69,GGPS1,0.990565361469321
CCDC69,PM20D2,0.83186515967451
CCDC69,FAM192A,0.998621632826852
CCDC69,PSMG3,0.995714697993351
CCDC69,C16orf75,0.914408012054604
CCDC69,NUDT8,0.997424895076892
CCDC69,PSMG4,0.999260416796081
CD69,RHOA,0.770720479638728
CD69,NCS1,0.77499954801093
CD69,PALM3,0.973162629680871
CD69,CADM4,0.868330548083499
CDO1,MTMR4,0.998293116993874
CDO1,DBT,0.996738310862528
CDO1,TOPBP1,0.994182755793459
CDO1,CAMK1,0.950570518511656
CDO1,TXNRD1,0.993115456402791
CDO1,LRRC58,0.999999937164423
CDO1,RERE,0.992945098840415
CFHR3,CFH,0.97951001125629
CLEC3A,RBM27,0.85110449850314
CLEC3A,ZFP91,0.877431017738053
CLEC3A,GTF3C2,0.971920828225238
CLEC3A,EIF2B1,0.969593905279204
CLEC3A,YY1AP1,0.999902851084015
CLEC3A,INSR,0.968134901987864
CLEC3A,SS18L2,0.887534009019413
CLEC3A,ZNF430,0.999291055970226
CLEC3A,C1QBP,0.999041568310525
CLEC3A,ZNF638,0.94517475967608
CLEC3A,RBM23,0.999406220264991
CLEC3A,NOP16,0.803293873419345
CLEC3A,ZZEF1,0.957454677787826
CLEC3A,LSM14B,0.998517944333726
CLEC3A,HECTD3,0.841140124675959
CLEC3A,LBR,0.824083801687858
CLEC3A,SCAF4,0.829580053487803
CLEC3A,KBTBD7,0.999629709262425
CLEC3A,KBTBD6,0.997912393699538
CLEC3A,ATF6,0.750131960312589
CLEC3A,RNASEH1,0.999997277601872
CLEC3A,C19orf29,0.988800015725091
CLEC3A,RSPRY1,0.936062594035778
CLEC3A,CTNNBL1,0.961281461479199
CLEC3A,RPL36AL,0.858761343245397
CLEC3A,PHF10,0.999914496048572
CLEC3A,JUN,0.90148939414103
CLEC3A,FAM64A,0.986024423956156
CLEC3A,CHCHD2P9,0.995704416916037
CLEC3A,ZNF579,0.957249718884278
COMMD10,COMMD2,0.99999999999901
COMMD10,VPS29,0.9999999330226
COMMD10,C16orf62,0.999999267873895
COMMD10,CCDC93,0.999993908554317
COMMD10,TP53RK,0.935905594372669
COMMD10,FKBP15,0.999954403453348
COMMD10,COMMD4,0.99999999999152
COMMD10,COMMD7,0.999999507161427
COMMD10,RCVRN,0.999999963206717
COMMD10,FAM45A,0.99999999999943
COMMD10,TRAF7,0.994226553793535
COMMD10,TCTEX1D2,0.999938115727193
COMMD10,CCDC22,0.99999999997397
COMMD10,COMMD5,0.99999999999999
COMMD10,COMMD8,0.99999999999999
COMMD10,COMMD9,0.99999947674565
COMMD10,DSCR3,0.99999999999294
COMMD10,COMMD3,0.99999999999968
COMMD10,TRIM13,0.999999325356432
COMMD10,C11orf73,0.983761648904464
ACOT6,ATP6V1G2,0.83636107281246
COPS8,DCAF11,0.99981983518993
COPS8,LRR1,0.999992063068129
COPS8,DCAF4,0.99980350117446
COPS8,RNF138,0.960802982115934
COPS8,COPS2,0.99999999789732
COPS8,COPS4,0.999998934053102
COPS8,VPRBP,0.990190237845416
COPS8,GPS1,0.99999999970392
COPS8,CUL4A,0.999713914533936
COPS8,CUL3,0.81386448357824
COPS8,COPS3,0.99999999998192
COPS8,COPS6,0.99999999900135
COPS8,DDB2,0.99999995008445
COPS8,COPS5,0.99999999381697
COPS8,APPBP2,0.999882404838333
COPS8,COPS7A,0.999996667541626
COPS8,FEM1B,0.998795711596309
COPS8,BTBD1,0.99998130966743
COPS8,BTBD2,0.97556900745833
DLK2,XPO7,0.969700811679209
DLK2,TYW1,0.986162334151615
DLK2,CAND2,0.769077905355646
DLK2,LOC100507680,0.986085385234335
DLK2,TNPO2,0.820210336153508
DLK2,METAP2,0.852121531814937
DLK2,EIF2AK3,0.999570412353474
DLK2,TARBP1,0.998334494272382
DLK2,GBF1,0.917598659716313
DLK2,RABGAP1L,0.999708780875482
DLK2,RABGAP1,0.95381409094341
DLK2,ADAM9,0.821006571851197
DLK2,GALNT2,0.778711103820714
DLK2,ALG5,0.934206998911563
DLK2,RNF213,0.999527566842273
DLK2,SLC7A2,0.996767112009352
DLK2,LRRC8A,0.953559632982096
DLK2,LRRC8E,0.984250929647148
DLK2,SERPINA10,0.867210491708161
DLK2,NOTCH3,0.987958330816957
DLK2,NOTCH1,0.987854564953559
DLK2,ASPHD2,0.993297077084704
DLK2,LDLR,0.992098770701553
DLK2,LCLAT1,0.854055298539674
DLK2,ZDHHC18,0.995064230115504
DLK2,VEZT,0.981466888839017
DLK2,LRP10,0.903434414532969
ACSM5,CPS1,0.91920649630612
ACSM5,LARS2,0.941114757938905
ACSM5,KIAA0664,0.800471443064886
ACSM5,IARS2,0.921207600752577
ACSM5,NARS2,0.978295480110968
ACSM5,MCCC1,0.895553068098488
ACSM5,PDPR,0.959382684640457
ACSM5,MARS2,0.880549771792661
ACSM5,SERPINA10,0.833669782531536
ACSM5,PCCA,0.953792442723583
ACSM5,POLG,0.994266096294767
ACSM5,FDXR,0.969106148253402
FAM158A,MMGT1,0.99999996924769
FAM158A,KIAA0090,0.99999999974787
FAM158A,TTC35,0.9999999976943
FAM158A,TMEM111,0.99999999999913
FAM158A,MGEA5,0.9710960144371
FAM158A,SERPINA10,0.867210491708161
FAM158A,C19orf63,0.999769137940232
FAM158A,C15orf24,0.99999999972231
FGF9,FGF20,0.754990140433921
FGF9,FRA10AC1,0.979447920595738
FGF9,PPID,0.76129376032647
FGF9,EIF2A,0.996643177617239
FGF9,TMED7,0.867149516682294
FGF9,CCDC50,0.895613467970953
GLTP,AMD1,0.818409410562019
GLTP,ASPSCR1,0.952840491356133
GLTP,STARD7,0.997961973172245
GLTP,SHKBP1,0.980554815515178
GMNN,CCNA2,0.99999999865011
GMNN,MSL1,0.99999371827371
GMNN,CDT1,0.999999997569571
GMNN,CDK2,0.9999960986332
GMNN,E2F4,0.999004086716198
GMNN,E2F5,0.999999818835319
GMNN,HMMR,0.999894777221862
GMNN,HSPA8,0.99908964412338
GMNN,HSPA2,0.99549846315428
GMNN,MYO5C,0.995710948841716
GMNN,TYK2,0.999499997924874
GMNN,CTC1,0.999993526894528
GMNN,BAG4,0.98566710343172
GMNN,TFDP1,0.999970864795799
GMNN,OBFC1,0.999998312927535
GMNN,HECTD1,0.758027588320764
GMNN,MTMR1,0.999995717845777
GMNN,FAM83D,0.998902496438479
GMNN,BAG2,0.99989706609767
GMNN,NPHP3,0.99999996074891
GMNN,SKP2,0.953899769679256
GMNN,KLHL22,0.98539605078077
GMNN,CERK,0.999695383838673
GMNN,MID2,0.999998685144963
GMNN,MID1,0.999239854642547
GMNN,TARBP1,0.92242032326408
GMNN,TRIM27,0.76629465428917
GMNN,LOC345643,0.997497573206899
GUCA1C,SERPINA10,0.818880498819491
IFNE,FAT1,0.961294370311903
IFNE,FAT4,0.954451419631934
IFNE,LRIG1,0.886050126604762
IFNE,CD109,0.810793539990405
IFNE,GPR98,0.989384707199555
IFNE,FAM198A,0.999997570837847
IFNE,BACE2,0.830565500156048
ISOC2,APIP,0.847706327825497
ISOC2,INPP5A,0.963427759149987
ISOC2,HBS1L,0.965000341825628
ISOC2,GTPBP1,0.798451075319276
ISOC2,SELO,0.984125530601619
ISOC2,ALAD,0.999942071193926
ISOC2,TGFBRAP1,0.990075710813106
ISOC2,CCDC102A,0.94648204436661
ISOC2,RAB6B,0.999843479777262
ISOC2,ELP3,0.972641201254844
ISOC2,VPS11,0.90769697604615
ISOC2,NIT1,0.99957459314462
ISOC2,PUSL1,0.998429653519283
ISOC2,MPP2,0.948703926909892
ISOC2,DNLZ,0.995500886514159
LTA,ANKRD40,0.942198996915264
LYPD4,C3orf75,0.926609542841277
LYPD4,C17orf71,0.901338431978635
LYPD4,CANX,0.840928672286536
LYPD4,FAT1,0.799712661803479
LYPD4,TOR3A,0.945412698341746
LYPD4,WRAP53,0.876168856617993
LYPD4,LRWD1,0.905534155148143
LYPD4,GALNS,0.812425191734788
LYPD4,GREB1L,0.996761888655631
LYPD4,PANK4,0.773998681821004
LYPD4,BRIP1,0.979092058982335
LYPD4,TUBA4A,0.887038076641653
LYPD4,VPS13B,0.871358298416987
LYPD4,VPS16,0.848684526072633
LYPD4,NPTX1,0.95434511278835
LYPD4,NPTX2,0.981824254771818
LYPD4,FBN2,0.942545606242607
LYPD4,C13orf34,0.828717129221557
LYPD4,FAM69A,0.801593333083267
LYPD4,PIK3C2A,0.804983538202632
LYPD4,GALNT12,0.952645412477619
LYPD4,FBXL18,0.989299111269301
LYPD4,UCKL1,0.752629750380465
LYPD4,ADAMTS2,0.969262032689819
LYPD4,POGLUT1,0.779282136228044
LYPD4,CBWD3,0.999981652558556
LYPD4,DPYSL4,0.900959533509929
LYPD4,NPRL3,0.989781671909951
LYPD4,AP3M2,0.974214194774368
LYPD4,STIL,0.883564341363705
LYPD4,FUT11,0.99480558084186
LYPD4,USP34,0.80431599620608
LYPD4,PRMT6,0.850638694863703
LYPD4,EDEM2,0.812334534130745
LYPD4,ESPL1,0.778744714457447
LYPD4,ASPHD2,0.795445512247132
LYPD4,KIF18A,0.97772226997402
LYPD4,GDF11,0.970655564661277
LYPD4,HAUS7,0.936492513308395
LYPD4,CEP164,0.801334289091715
LYPD4,ZNF195,0.860535942620566
LYPD4,METTL19,0.993992873578152
LYPD4,OAF,0.787160254395188
LYPD4,TDP2,0.813533836664591
LYPD4,TSPAN6,0.965234047781505
LYPD4,PCSK5,0.949351833845215
LYPD4,VPS18,0.910259467351179
LYPD4,XYLT2,0.843112161877432
LYPD4,KIAA0415,0.976991502986425
LYPD4,TRIM65,0.79380848417928
LYPD4,TROAP,0.939584560572341
LYPD4,KIF1A,0.754627971615623
LYPD4,JMJD4,0.962678521247792
LYPD4,LRFN3,0.808512038178215
LYPD4,LMLN,0.931100943567163
LYPD4,MICA,0.853525220518556
MAD2L1,UBXN4,0.99999978380905
MAD2L1,NCOA2,0.999993766651761
MAD2L1,CDC27,0.999944200554417
MAD2L1,SART3,0.925793517444377
MAD2L1,WDHD1,0.999954371340328
MAD2L1,CDC23,0.999889735996554
MAD2L1,STK25,0.943692712729875
MAD2L1,CSRP2BP,0.998789143770372
MAD2L1,YEATS2,0.998700610026999
MAD2L1,POLA1,0.999932331044112
MAD2L1,BUB1B,0.99999880629907
MAD2L1,LIN54,0.997934599384071
MAD2L1,EHMT1,0.974394550397427
MAD2L1,KIF20A,0.99999988364797
MAD2L1,DMAP1,0.85803325131855
MAD2L1,CHD4,0.987726829657489
MAD2L1,ZNF8,0.99998334677054
MAD2L1,PRR12,0.999999816690631
MAD2L1,CIC,0.999999509382732
MAD2L1,ZZZ3,0.999732219921713
MAD2L1,ANAPC7,0.970142361055393
MAD2L1,MTA2,0.905217037392548
MAD2L1,MTA3,0.857195939066588
MAD2L1,SRCAP,0.999076568034382
MAD2L1,SETX,0.99760261405524
MAD2L1,CKAP2,0.99659106712131
MAD2L1,TPR,0.907173755736454
MAD2L1,KDM2A,0.999999551311713
MAD2L1,CDC20,0.99999655770676
MAD2L1,TSR2,0.989813131737995
MAD2L1,PRIM2,0.999980766638966
MAD2L1,ZNF295,0.999996782026555
MAD2L1,ANAPC16,0.99382679096342
MAD2L1,ETV6,0.99999617181034
MAD2L1,VPS72,0.949323342534076
MAD2L1,PHF8,0.99999985787166
MAD2L1,ANAPC5,0.998880330719639
MAD2L1,EHMT2,0.99979626858116
MAD2L1,RBM41,0.999999972600346
MAD2L1,CDC16,0.99990005019341
MAD2L1,ANAPC4,0.999986842971425
MAD2L1,C1orf52,0.999999779853714
MAD2L1,CHD9,0.996545742161759
MAD2L1,CHD8,0.998871333661955
MAD2L1,SF3A1,0.955369060342732
MAD2L1,SF3A3,0.996683060112095
MAD2L1,ANAPC1,0.999667568319994
MAD2L1,MAD1L1,0.999999885748159
MAD2L1,ZNF318,0.98880625149021
MAD2L1,NOL11,0.969895036483686
MAD2L1,TOR1AIP1,0.99661519448684
MAD2L1,TRIM33,0.904190731196568
MAD2L1,RNF8,0.999999995396785
MAD2L1,MIER1,0.97585644252816
MAD2L1,PNN,0.962201516331598
MAD2L1,ZCCHC8,0.848741555959839
MAD2L1,LBR,0.79268988446024
MAD2L1,ANAPC2,0.999982612605165
MAD2L1,EIF4G2,0.992438722030855
MAD2L1,GEMIN5,0.936459913519756
MAD2L1,SGOL2,0.999999943067877
MAD2L1,DCAF5,0.999942035417254
MAD2L1,TAF7,0.956405215228244
MAD2L1,PUS3,0.999747370625047
MAD2L1,C15orf39,0.999999990972913
MAD2L1,GAB1,0.999716658132833
MAD2L1,GTF2F1,0.999254727089609
MAD2L1,BOD1L,0.760714354013752
MAD2L1,WIBG,0.99999355224534
MAD2L1,ADNP,0.999987931788394
MAD2L1,MIER2,0.92360647832731
MAD2L1,PRIM1,0.999929229718145
MAD2L1,OPHN1,0.999999538164505
MAD2L1,BPTF,0.999806363143116
MAD2L1,MDC1,0.998002090258204
MAD2L1,NDUFS6,0.97976849567361
MAD2L1,POLA2,0.999979128417679
MAD2L1,DDX46,0.958638354130907
MAD2L1,SETD1A,0.902388685482106
MAD2L1,TRIM24,0.914887472698646
MAD2L1,PEAK1,0.901690904363883
MAD2L1,DGCR14,0.98432451170919
MAD2L1,CDYL,0.9999937371486
MAD2L1,TAF5,0.793456874781911
MAD2L1,SKP2,0.99763317518171
MAD2L1,L3MBTL2,0.890786737760199
MAD2L1,ACTR6,0.994733182445224
MAD2L1,TADA2A,0.99926729487326
MAD2L1,CCDC88A,0.961377025598707
MAD2L1,ERCC4,0.99985053431531
MAD2L1,ATF7IP,0.999979424187158
MAD2L1,SMARCAD1,0.782424399308471
MAD2L1,MGA,0.833668096293479
MAD2L1,CIRH1A,0.991911415014142
MAD2L1,TPX2,0.977610497854348
MAD2L1,CDC26,0.999880792250938
MAD2L1,KDM3B,0.95933460818774
MAD2L1,KAT2A,0.949782414943902
MAD2L1,HIVEP1,0.997377924235642
MAD2L1,WDR43,0.994864290684624
MAD2L1,FANCM,0.98804670783375
MAD2L1,ABL2,0.999792326441578
MAD2L1,MAD2L1BP,0.99999998043585
MAD2L1,MBIP,0.99298680416307
MAD2L1,MBD3,0.764385530006778
MAD2L1,MED19,0.95934141064916
MAD2L1,FAM48A,0.943261196302325
MAD2L1,TAF9B,0.995024560576995
MAD2L1,GTF2F2,0.999988784666754
MAD2L1,MAP4K5,0.994842616150134
MAD2L1,ZSCAN29,0.99998170579454
MAD2L1,ELL,0.989412254776194
MAD2L1,LUZP1,0.99585435312602
MAD2L1,APEX2,0.99921428364717
MAD2L1,TFAP4,0.9987240386122
MAD2L1,SLX4,0.999999297442974
MAD2L1,ADNP2,0.999900556035446
MAD2L1,C6orf47,0.999990514018222
MAD2L1,CXXC1,0.993614193482666
MAD2L1,KIF7,0.950827510705685
MAD2L1,ARNT,0.78967358173811
MAD2L1,ZNHIT1,0.99903495515373
MED18,MED20,0.99999999999999
MED18,MED1,0.99999999999571
MED18,MED25,0.999992764160621
MED18,MED12,0.99999999594334
MED18,MED12L,0.999999646650325
MED18,MED13,0.999999534442766
MED18,MED27,0.999999933705187
MED18,MED31,0.999999645732295
MED18,MED26,0.99999976257393
MED18,MED13L,0.999999252875576
MED18,MED16,0.99999825405553
MED18,CDK19,0.999989015029696
MED18,CDK8,0.999843564914268
MED18,MED14,0.999999033420063
MED18,MED29,0.99999999897186
MED18,MED23,0.99999999963393
MED18,MED15,0.999945370322809
MED18,MTMR4,0.753873742759585
MED18,MTMR3,0.99921900759535
MED18,MED9,0.999999755581293
MED18,MED6,0.999999792958291
MED18,MED4,0.99999999997793
MED18,MED17,0.99999999999932
MED18,MED19,0.99999999999898
MED18,CCNC,0.99999999974964
MED18,G6PD,0.88425134308495
MED18,RPAP2,0.795194190543895
MED18,MED22,0.99999999998372
MED18,MED7,0.9999999999976
MED18,MED10,0.99999999996568
MED18,MED8,0.999999745844695
MED18,MED30,0.999989999656223
MED18,MED11,0.999996881171213
METTL22,IMPDH1,0.988206861689791
METTL22,KIN,0.99999999871004
MRAP2,ATP12A,0.761133447636495
MRAP2,NDFIP1,0.953490460956044
MRAP2,STEAP3,0.982335931051257
MRAP2,SLC22A18,0.817955238407987
MRAP2,MFAP3,0.995110343435761
MRAP2,KIDINS220,0.964570940297726
MRAP2,C1orf43,0.917418106442959
MRAP2,GOSR1,0.962753839640807
MRAP2,ABCB6,0.994988829263261
MRAP2,ACVR2A,0.876265395887628
MRAP2,CC2D1A,0.998385191327056
MRAP2,PODXL,0.999983715017038
MRAP2,ZDHHC13,0.763779082500959
MRAP2,PNPLA6,0.9809123230124
MRAP2,STX6,0.994155397974336
MRAP2,PTPRS,0.985345440421638
MRAP2,PTPRF,0.851097945766608
MRAP2,ARFGEF2,0.861178959653646
MRAP2,RAB9A,0.9417068272315
MRAP2,BMPR1A,0.99329385228848
MRAP2,ACVR1B,0.891508008859397
MRAP2,JAK1,0.766343929231542
MRAP2,APLP2,0.865083661150784
MRAP2,CD320,0.861316236055481
MRAP2,EPHB4,0.900491656037875
MRAP2,FGFR2,0.998262525931725
MRAP2,FGFR4,0.999898864142961
MRAP2,MCART1,0.9999976546276
MRAP2,RNF149,0.846267115817225
MRAP2,SLC25A20,0.95307349955132
MRAP2,GRK6,0.846772502267715
MRAP2,UST,0.999998485035937
MRAP2,UGCG,0.999552747986521
MRAP2,LRP12,0.998787595117833
MRAP2,TEX2,0.999994178637476
MRAP2,RDH14,0.983513498022299
MRAP2,GOLIM4,0.778520738468445
MRAP2,CSNK1G3,0.893402345122269
MRAP2,CSNK1G2,0.756377367454904
MRAP2,BMPR2,0.998482194682563
MRAP2,WDR41,0.995021578094571
MRAP2,C2CD2L,0.984267628902857
MRAP2,MYADM,0.776662976840661
MRAP2,ZNRF3,0.892289873841059
MRAP2,CERK,0.775831126908507
MRAP2,MLF1,0.779805679767338
MRAP2,ACVR1,0.786106047551969
MRAP2,LRP10,0.975361885627799
MRPL21,YBX1,0.94569345116354
MRPL21,ELAC2,0.841660116615918
MRPL21,LARS2,0.928549914996158
MRPL21,MTIF2,0.999268058406665
MRPL21,GTPBP8,0.997868993857328
MRPL21,IARS2,0.922099608700213
MRPL21,MRPL41,0.81381994558817
MRPL21,HNRNPU,0.95292715624177
MRPL21,GTPBP3,0.795594825292813
MRPL21,HARS2,0.968099914071137
MRPL21,AUH,0.992462329534974
MRPL21,NBEA,0.999994223556617
MRPL21,C20orf7,0.911269845321126
MRPL21,MRPL47,0.99933468909272
MRPL21,TOP3A,0.902776303735253
MRPL21,RPS9,0.76909450182856
MRPL21,MRPL4,0.96299412264385
MRPL21,FDXR,0.861746707126038
MRPL21,MRPL20,0.98774300590701
MRPL21,C2orf56,0.79102462938395
MRPL21,RPL13A,0.86401397799017
MRPL21,MRPL2,0.99686910275657
MRPL21,C7orf30,0.82534738843379
MRPL21,MRPL10,0.95860537211466
MRPL21,MRPS30,0.99960696211037
MTHFS,PLCL2,0.779489765687902
MXD3,SIN3A,0.99935527437672
MXD3,ASPM,0.797134315400015
MXD3,ARID4B,0.999635184910028
MXD3,SAP130,0.999645383443086
MXD3,BRMS1L,0.998503746294428
MXD3,SAP30L,0.999899209749965
MXD3,RCOR3,0.935515609796461
MXD3,TFIP11,0.991036476483042
MXD3,SAP30,0.981664234086891
MXD3,TXNDC11,0.952187129168521
MXD3,ING2,0.999626292345133
MXD3,SUDS3,0.999543458486845
MXD3,ZMYM3,0.992311011296826
MXD3,MNT,0.999114429938687
MXD3,BRMS1,0.989930061609924
MXD3,EDEM2,0.947184495919137
MXD3,TSPYL2,0.998541982364233
MXD3,MXI1,0.990540210987174
MXD3,KIF20B,0.937542625028246
MXD3,NUP62CL,0.992847145783159
MYCL1,EP400,0.999998231953621
MYCL1,MEAF6,0.999969225371287
MYCL1,EPC1,0.99999963367591
MYCL1,EPC2,0.999999082386534
MYCL1,KLC1,0.988842567044131
MYCL1,KLC3,0.999999958524922
MYCL1,KLC2,0.99996266972567
MYCL1,KLC4,0.999999938012589
MYCL1,DMAP1,0.999172317163266
MYCL1,TRRAP,0.999997863602757
MYCL1,NAGK,0.990614648682685
MYCL1,KIF5C,0.999696674126506
MYCL1,KIF5B,0.999931494084576
MYCL1,KIF5A,0.999975534627399
MYCL1,ING3,0.999999600382805
MYCL1,VPS72,0.999943504246428
MYCL1,BRD8,0.999749686025235
MYCL1,HCCS,0.990486867606664
MYCL1,RUVBL1,0.836643961722722
MYCL1,CTU2,0.957915100682796
MYCL1,KAT5,0.999999672641053
MYCL1,APPBP2,0.927347683322581
MYCL1,MBTD1,0.99999277010598
MYCL1,CTU1,0.91069837303808
MYCL1,MORF4L1,0.982104953430236
MYCL1,AURKA,0.755657390329752
MYCL1,TAF5L,0.941464643314943
MYCL1,C20orf20,0.762740363719828
MYCL1,YEATS4,0.992702230129454
MYCL1,CASK,0.767165885254116
MYCL1,JAZF1,0.999865286000066
MYCL1,DPH1,0.919054378179746
MYCL1,FAM83H,0.926983229610823
MYCL1,SUPT7L,0.978609346697691
MYCL1,FAM48A,0.943261196302325
NAT9,FLII,0.99999926510012
NAT9,MPP6,0.979518167131171
NAT9,CHEK1,0.998420383718908
OSTalpha,UBB,0.981542869659887
OSTalpha,ANO6,0.996081043251512
OSTalpha,TMEM63A,0.910616225808116
PITHD1,CRMP1,0.998344409831961
PITHD1,EEF1A2,0.982368641154965
PITHD1,WDR59,0.99977189504945
POLR2E,POLR3H,0.99999077833425
POLR2E,POLR1B,0.961167184234116
POLR2E,POLR1A,0.944838959765751
POLR2E,POLR3A,0.996339114374488
POLR2E,POLR3E,0.99981110859686
POLR2E,POLR2A,0.8827736538764
POLR2E,POLR3B,0.995170995239978
POLR2E,C19orf2,0.943807756593231
POLR2E,POLR2J,0.99264743969485
POLR2E,POLR1C,0.82727190187654
POLR2E,POLR3D,0.99974871140894
POLR2E,CSNK2A2,0.93616172464799
POLR2E,POLR3F,0.999781680663834
POLR2E,CD3EAP,0.973380739453478
POLR2E,CSNK2A1,0.84737523534908
POLR2E,RPAP2,0.993475135080993
POLR2E,POLR1E,0.995778600375291
POLR2E,GPN3,0.96249349645946
POLR2E,GRINL1A,0.99552998838515
