target,prey,pInt
NOS1,C1orf226,0.987021465499155
PAG1,GFAP,0.999886940114705
PAG1,EEF1A2,0.886616662468615
PAG1,ACPP,0.982302025436827
PAG1,DIXDC1,0.99951880359893
PARP9,KIAA0664,0.944550046116238
PRR25,SAR1B,0.805553885165679
RBPJL,HSPA8,0.916452542089889
RBPJL,FAT3,0.959928855053859
RBPJL,C13orf34,0.88204815551636
RBPJL,PCDH7,0.759761565550988
RBPJL,CELSR2,0.821923827111925
RBPJL,DNAJB5,0.93201446256351
RPL29,PPID,0.779178801833875
CCNB1,MAD1L1,0.999998947258296
CCNB1,GFAP,0.899684239934974
CCNB1,RBL2,0.99999941825513
CCNB1,DOCK7,0.993505009296063
CCNB1,WEE1,0.999999973327771
CCNB1,ZCCHC6,0.998245032283925
CCNB1,MNAT1,0.949572689109453
CCNB1,SKP2,0.999767695075091
CCNB1,PKMYT1,0.999999986497942
CCNB1,CDKN1B,0.99999999999998
CCNB1,NACC1,0.997572631649191
CCNB1,PKN2,0.754592478038059
CCNB1,LRCH1,0.999982665059388
CCNB1,CDKN1C,0.999929496658368
CCNB1,CCNH,0.997752055001642
CCNB1,MAD2L1BP,0.987875664316329
SDK2,VPS13A,0.769000530455181
SDK2,ZSCAN18,0.946776062171558
SH3PXD2A,FGD1,0.999998675733868
SH3PXD2A,FNBP1L,0.999999222379052
SH3PXD2A,MIB1,0.994832121380149
SRA1,SEC24B,0.953963651781867
SRA1,SEC24A,0.981777113677159
SRA1,SEC23B,0.975833548159249
SRA1,SEC24D,0.999846834973249
SRA1,SEC24C,0.797705781092029
SRA1,MAN2C1,0.918524945024808
TBC1D4,YWHAE,0.80840491822535
TBC1D4,TBC1D1,0.999999963263323
TBC1D4,CAMK2G,0.852396638220509
TBC1D4,DNAJC13,0.999964226012099
TBC1D4,CALM3,0.949344459434418
TBC1D4,FOXK1,0.941800047949186
TBC1D4,LRRC40,0.97909773757557
TBC1D4,DGCR6,0.999793862146414
TMEM178,CISD2,0.987875497769086
TMEM178,GSTCD,0.999976773055382
TREX2,CALML5,0.998915932683421
TREX2,A2ML1,0.998682349865756
TREX2,S100A9,0.814335730001723
TREX2,SERPINB4,0.999183980630655
TREX2,SERPINB3,0.969329570236274
TREX2,SERPINB5,0.785029706676477
TREX2,LCN2,0.930903563528867
TREX2,S100A7A,0.99999851510021
TREX2,S100A7,0.981539224837429
TREX2,GM2A,0.850827163538279
TREX2,ACPP,0.997102447772213
TREX2,ANXA8,0.999866703118469
TREX2,CRABP2,0.993906363077499
TREX2,PPL,0.89034129922161
TREX2,TYMP,0.986462088367887
TREX2,CAPG,0.945612652399781
TYMS,EFHD2,0.945325265991891
CRKL,EDC3,0.776458512392825
CRKL,SOS2,0.999999529335778
CRKL,SOS1,0.999999881765958
CRKL,ABL2,0.999959639867208
CRKL,ABL1,0.999999879216286
CRKL,DOCK5,0.999996331633918
CRKL,DOCK1,0.999998956239928
CRKL,ASAP1,0.999997794559944
CRKL,EPS15,0.997503953515995
CRKL,EDC4,0.999866115480207
CRKL,CBL,0.999984577191434
CRKL,ELMO2,0.999999461636057
CRKL,ELMO1,0.999999454901808
CRKL,PEAK1,0.995436898208227
CRKL,ARHGAP42,0.999965781129774
CRKL,C15orf58,0.975853809799951
CRKL,SGK223,0.999992331128389
WNT6,SEC11A,0.98721502637408
WNT6,SPCS2,0.992148911943405
WNT6,SEC11C,0.999978350153571
WNT6,CHEK1,0.883664511424902
WNT6,SPCS1,0.857110574169108
ZIC2,C20orf43,0.811992116266462
ZIC2,HDGFRP3,0.845483273400765
ZIC2,C3orf26,0.790979425739944
ZIC2,EEF1A2,0.832988298682569
ZIC2,ZHX1,0.998706455024997
ZIC2,PPID,0.97617081466021
ZIC2,VRK1,0.922225250900337
ZIC2,LEPREL1,0.999407364904925
ZIC2,EFHD1,0.997152011845752
ZNF143,GFAP,0.885803587020584
CTSF,GFAP,0.961634780331891
CTSF,GAPDHS,0.930878057951848
CTSF,CSTB,0.98722082821418
CTSF,SPCS1,0.857110574169108
DAZL,HSPD1,0.996504576456492
DAZL,POTEKP,0.999415502834021
DAZL,TRAF3,0.990328055776604
DAZL,ELAVL2,0.92491304760622
DAZL,ELAVL3,0.995287188908572
DAZL,NCBP1,0.833602293642834
DAZL,PAIP1,0.945927014410638
DAZL,WDR83,0.999948246742017
DAZL,EEF1A2,0.917561763340736
DAZL,PXN,0.999999869503761
DOPEY2,FOXK2,0.999816872522815
DOPEY2,FOXK1,0.999559579168306
DOPEY2,MUL1,0.906735763310442
EDAR,NDFIP2,0.854624068626815
EDAR,NDFIP1,0.853813157460947
EDAR,ABCB1,0.999996899572912
EDAR,CDC6,0.985955500439159
EDAR,JAK1,0.989031837326294
EDAR,MFAP3,0.879804333797153
EDAR,ACVR2A,0.966873351681319
EDAR,IFNGR1,0.908933053206764
EDAR,PTPRS,0.986609922993385
EDAR,PTPRF,0.979729135328968
EDAR,RAB9A,0.992962624100582
EDAR,HCCS,0.99421557829439
EDAR,FGFR2,0.999349381346882
EDAR,FGFR4,0.999899338549971
EDAR,SDCBP,0.956524666276651
EDAR,GRK6,0.974536399389662
EDAR,TYW1,0.97905435536212
EDAR,STARD3,0.836409421611505
EDAR,UBL3,0.996156811906049
EDAR,RELT,0.964951917286423
EDAR,MOSPD1,0.980186621486468
EDAR,EPHA2,0.832176285348334
EDAR,EPHB4,0.952646395936637
EDAR,BMPR1A,0.994153052265453
EDAR,ABCB10,0.967639065657325
EDAR,TAP2,0.945346646332407
EDAR,CDKAL1,0.912226587982333
EDAR,ANXA13,0.750293217477934
EDAR,RNF149,0.860638343720949
EDAR,STK16,0.999952562590147
EDAR,UPK3BL,0.93821057259098
EDAR,UGCG,0.999624811941245
EDAR,PDE3B,0.981822978843114
EDAR,VAMP7,0.871056657909635
EDAR,STX3,0.988447294876297
EDAR,GOSR1,0.890141187313762
EDAR,DAGLB,0.866426953740759
EDAR,NEIL3,0.997635066217433
EDAR,DPH1,0.938872303700859
EDAR,STX10,0.885286926503203
EDAR,LSS,0.754423168448368
EDAR,ZNF624,0.870705948390892
EDAR,ZNF268,0.776010007146931
EDAR,ZC3H3,0.998419703074227
EDAR,HGS,0.785306099799506
EDAR,ACVR1,0.999983091340135
EDAR,TNFRSF10B,0.969793662427597
EDAR,SNX14,0.930415111523333
EDAR,CTU1,0.978057949763994
EDAR,ABCC4,0.804360439296532
EDAR,LRP10,0.947743597743867
EDAR,CTDNEP1,0.814395442041777
F8A2,HTT,0.999999573063525
F8A2,KIAA0664,0.907704507964994
F8A2,KPTN,0.999037304178754
F8A2,ITFG2,0.999363792663919
FAM100B,ZNF217,0.999998366508982
FAM100B,GFAP,0.997424649978798
FAM100B,HAL,0.91543636389793
FAM100B,ZNF430,0.999993644318043
FAM100B,A2ML1,0.916374067646825
FAM100B,ALOXE3,0.935068000981043
FOXD3,FLAD1,0.999997393564631
FOXD3,KIAA0664,0.954559744140658
FOXD3,COL1A1,0.998728735082723
FOXD3,DUS1L,0.999821482552556
FOXD3,SLC45A1,0.997610257908653
FOXD3,RLTPR,0.999809134306158
FOXD3,DUX2,0.989308932354281
GAGE8,WIZ,0.999999843270902
GAGE8,EHMT1,0.999997481174516
GAGE8,EHMT2,0.999989795061228
GAGE8,DPP9,0.864247057410879
GAGE8,ZNF644,0.999988597026707
GAGE8,GMCL1,0.999987015027423
GAGE8,GAGE1,0.962154082477407
GAGE8,KCTD6,0.994539745754417
GEMIN4,CLTCL1,0.999062459124064
GEMIN4,PHKA1,0.956089648118718
GEMIN4,MUL1,0.960098282156305
GEMIN4,PXMP2,0.808127661968704
GEMIN4,NPTN,0.99915198270969
ACTL6B,HCFC1,0.958439959892655
ACTL6B,LGMN,0.999861189822744
ACTL6B,UHRF1BP1,0.798490902534699
ACTL6B,TUBB8,0.871586162960855
ACTL6B,HSPA8,0.969043302470224
GLRA3,FGG,0.952705847632946
GLRA3,GLRB,0.95009112473113
GLRA3,GABRB3,0.784554434489135
GLRA3,CBX6,0.934568258445292
GLRA3,TBL2,0.767332126707623
GLRA3,KCTD2,0.981409101518083
GLRA3,KCTD17,0.966966228387258
GLRA3,GCNT3,0.999984533164385
HIST3H2BB,MIER1,0.999999584142163
HIST3H2BB,NAP1L1,0.999266311448883
HIST3H2BB,RUVBL1,0.991609135403051
HIST3H2BB,NPAT,0.999989731307498
HIST3H2BB,HDAC1,0.79041732822667
HIST3H2BB,EP400,0.999841463670322
HIST3H2BB,GON4L,0.999998344908568
HIST3H2BB,H2AFY2,0.999232700959595
HIST3H2BB,H2AFY,0.996659556839787
HIST3H2BB,SUPT16H,0.999240524746656
HIST3H2BB,LIG3,0.911645881158731
HIST3H2BB,EPC2,0.99992650312564
HIST3H2BB,RPS2,0.870605425096769
HIST3H2BB,SRCAP,0.999917448924909
HIST3H2BB,DMAP1,0.999690509526356
HIST3H2BB,SS18L2,0.999864383394736
HIST3H2BB,ARID5B,0.999995543046022
HIST3H2BB,TRRAP,0.997556604012399
HIST3H2BB,C16orf87,0.99997827903342
HIST3H2BB,MCM2,0.988733437112721
HIST3H2BB,IPO9,0.99988382951918
HIST3H2BB,CEBPZ,0.848276670520571
HIST3H2BB,HIST1H1T,0.956313739165208
HIST3H2BB,PPM1G,0.993653944671697
HIST3H2BB,VPS72,0.999988278510766
HIST3H2BB,EHMT2,0.970094291099557
HIST3H2BB,RRP12,0.75947479432644
HIST3H2BB,HIST1H2BL,0.999999996122835
HIST3H2BB,BRD8,0.991608051957268
HIST3H2BB,UBE2O,0.954150260707074
HIST3H2BB,MMS22L,0.992440334206221
HIST3H2BB,SSRP1,0.957903959931724
HIST3H2BB,H2AFZ,0.993436666761598
HIST3H2BB,HIST1H2AG,0.998033780963498
HIST3H2BB,HIST2H2AB,0.99989640423291
HIST3H2BB,TEX10,0.939672678712601
HIST3H2BB,BAHD1,0.99894120351949
HIST3H2BB,RBM19,0.925428376818013
HIST3H2BB,CRAMP1L,0.999999711758941
HIST3H2BB,MIER3,0.99999962527838
HIST3H2BB,EPC1,0.999285317787202
HIST3H2BB,ANP32E,0.999959188042917
HIST3H2BB,CFDP1,0.998572176764356
HIST3H2BB,KAT5,0.998884163023247
HIST3H2BB,CCDC86,0.897206302748238
HIST3H2BB,RBP1,0.99996083977376
HIST3H2BB,ACTL6A,0.885300887798116
HIST3H2BB,ACTL6B,0.997365721533231
HIST3H2BB,BMS1,0.836959052058429
HIST3H2BB,MBTD1,0.999836280333604
HIST3H2BB,TONSL,0.993041555489063
HIST3H2BB,ACTR6,0.999996920713648
HIST3H2BB,PARP2,0.996922210558061
HIST3H2BB,CDYL,0.999941432602387
HIST3H2BB,YEATS4,0.993560965007004
HIST3H2BB,XPC,0.984083181753432
HIST3H2BB,TIPIN,0.918097284358984
HIST3H2BB,TIMELESS,0.989081623064597
HIST3H2BB,ING3,0.999743992478108
HIST3H2BB,ZNHIT1,0.999995523367018
HIST3H2BB,MEAF6,0.972189559145735
HIST3H2BB,SRSF12,0.875529963287701
HIST3H2BB,TRIM41,0.901423874591898
HOXB1,GFER,0.813563042326507
ING5,RUVBL1,0.813107046256214
ING5,EP400,0.999998967630456
ING5,PCNT,0.998891937509294
ING5,LMNB2,0.81873785201475
ING5,CCDC112,0.999999687853795
ING5,EPC1,0.999999921228332
ING5,EPC2,0.999999887955363
ING5,DMAP1,0.999678113315862
ING5,TRRAP,0.999986948085706
ING5,MCM4,0.856989584632561
ING5,MCMBP,0.999969422311769
ING5,BRD8,0.999864481375299
ING5,VPS72,0.999954598209997
ING5,PHF17,0.999999981248411
ING5,KAT5,0.99999912352445
ING5,NAV2,0.999998995375043
ING5,PHF16,0.999999986964688
ING5,MYST3,0.999999916239311
ING5,MYST4,0.999999985873938
ING5,NOS1AP,0.97386752378806
ING5,TUFT1,0.999954312433557
ING5,C20orf20,0.979683633632194
ING5,BRPF1,0.999999978299517
ING5,BRPF3,0.999999971331876
ING5,NAIF1,0.999999941692954
ING5,PCM1,0.997463287119299
ING5,MBTD1,0.999998057495853
ING5,MORF4L1,0.989722091781936
ING5,YEATS4,0.987101132598114
ING5,CCDC85B,0.993746132190216
ING5,CCDC85C,0.988852985330029
ING5,JAZF1,0.996953859366167
ING5,TRAF4,0.999982329479763
ING5,WDR43,0.981482656413909
INSIG1,MTMR4,0.96295000286998
INSIG1,PACSIN2,0.99206013534919
INSIG1,SCAP,0.950276617265719
INSIG1,KIAA1797,0.998128488321735
INSIG1,MAP1A,0.985318841102719
LAPTM5,STXBP3,0.973062198054444
LAPTM5,REEP5,0.979245630667471
LAPTM5,NEDD4,0.99962862070098
LAPTM5,ITCH,0.882635309617616
LAPTM5,NEDD4L,0.99916984518362
LAPTM5,MAGI1,0.997339705820418
LAPTM5,STXBP4,0.941042229697625
LAPTM5,ANKRD13D,0.968593675719013
LAPTM5,YAP1,0.999282329485377
LAPTM5,CD63,0.80874226379548
LAPTM5,SELO,0.846185407904193
LAPTM5,STXBP1,0.895876854575514
NPIPB6,KPNB1,0.965612717293927
NPIPB6,IPO7,0.96856321007369
NPIPB6,GAPDHS,0.978959008171923
NPIPB6,NUP153,0.999685387058132
NPIPB6,RGPD8,0.999999479942802
NPIPB6,RANBP2,0.957387153676145
NPIPB6,RGPD5,0.999989010664972
NPIPB6,RGPD1,0.999999999999288
NPIPB6,KPNA2,0.794854866875082
NPIPB6,CDCA2,0.999292686603275
NPIPB6,TRIM27,0.989042788221623
NPIPB6,NCS1,0.899508750783382
NPIPB6,NEURL4,0.872570164475699
HLA-DRB3,HLA-DRB1,0.999999335175211
HLA-DRB3,C1QL1,0.956259857019787
HLA-DRB3,CNNM1,0.987700717648482
METTL14,METTL3,0.99999999642183
NAP1L2,PCNT,0.999782416072718
NAP1L2,SDCCAG8,0.999662208467442
NAP1L2,DDX24,0.951060408308965
NAP1L2,CEP290,0.999998425397148
NAP1L2,TSPYL1,0.956474641347724
NAP1L2,SGPL1,0.888418509456339
NAP1L2,SBDS,0.919045650190367
NAP1L2,NAP1L3,0.999999773153836
NAP1L2,TSPYL4,0.999999157393878
NAP1L2,TXLNG,0.903695765489998
NAP1L2,HIBCH,0.781952480439572
NAP1L2,MYO5C,0.98833622620585
NAP1L2,LETMD1,0.997694027655611
NAP1L2,CENPB,0.954447235379597
NAP1L2,MCTS1,0.954676455098265
NAP1L2,NAA50,0.828747456234082
BUB1B,CDC27,0.989856625504008
BUB1B,CDC23,0.984350210344867
BUB1B,ANAPC4,0.813328136233293
BUB1B,CDC16,0.974344479011406
BUB1B,ANAPC2,0.964805794523271
NIPA1,TOM1L1,0.956496055368103
NOX4,C20orf114,0.998819683501519
NOX4,HP,0.994235120561487
NOX4,PIGR,0.923754372692955
NOX4,MUC5B,0.999085803438075
NOX4,IGJ,0.992952709210473
NPEPPS,TCEAL8,0.999996798482392
NPEPPS,LRRC8A,0.999999844342199
NPEPPS,LRRC8C,0.999999964501372
NPEPPS,LRRC8D,0.999999969749041
NPEPPS,UBA52,0.99997664634689
NPEPPS,KLC1,0.966357830373678
NPEPPS,KIF5B,0.896911595762542
NPEPPS,KIF5A,0.927652064015653
PIBF1,PIK3R3,0.997582380002724
PIBF1,GTF2IRD1,0.834694794379231
PIBF1,USP24,0.846119463457485
PKLR,PKM2,0.999987126632876
PTP4A3,ZC3H4,0.994793212792011
PTP4A3,RAI14,0.990933985735002
PTP4A3,TMOD2,0.890418993500897
PTP4A3,EWSR1,0.856145423628832
PTP4A3,MYH9,0.931414418127381
PTP4A3,MYH14,0.977625622697308
PTP4A3,PACSIN3,0.95457940940691
PTP4A3,SFPQ,0.795239830421906
PTP4A3,MYO1C,0.892171416945833
PTP4A3,MYO1E,0.96867043218581
PTP4A3,POTEF,0.999265312263168
PTP4A3,RBMXL1,0.987834976451195
PTP4A3,MYO5C,0.997753684856003
PTP4A3,MYO5B,0.999959242799786
PTP4A3,MYO5A,0.954591720024611
PTP4A3,DIDO1,0.950429285239892
PTP4A3,FAT3,0.77356744383262
PTP4A3,SVIL,0.997808565211444
PTP4A3,PPP1R9A,0.971815316849752
PTP4A3,PPP1R12A,0.970781093740515
PTP4A3,PRPF38A,0.893699252484785
PTP4A3,TJP2,0.891997123196201
PTP4A3,MPRIP,0.99837029471795
PTP4A3,MDM2,0.774949541545995
PTP4A3,MYO1D,0.905113088075677
PTP4A3,ULBP3,0.86198644420199
PTP4A3,DOCK7,0.960607652390231
PTP4A3,SLTM,0.814555838654314
PTP4A3,ARHGEF12,0.902246824611645
PTP4A3,C19orf29,0.804268021508153
PTP4A3,SCAF11,0.752478739345764
PTP4A3,KIAA0232,0.831523484789579
PTP4A3,LRCH3,0.998807622796724
PTP4A3,CSNK1G3,0.854331965825447
PTP4A3,NIN,0.997387322108247
PTP4A3,PRPF38B,0.862312096677281
PTP4A3,NSMCE4A,0.827172900113179
PTP4A3,CUEDC1,0.820583111983253
PTP4A3,RP9,0.763423362489476
RAD51L1,MTR,0.765810655578025
RAD51L1,PRPF6,0.827239720953364
RAD51L1,RAD51C,0.999960538887216
RAD51L1,N4BP2L2,0.966751084590281
RAD51L1,ANAPC5,0.915700536812209
RAD51L1,TBC1D2B,0.887807729463673
RAD51L1,PRKACG,0.814867013926293
RAD51L1,PRKACB,0.800738112092398
RAD51L1,ZNHIT6,0.871283392528168
RAD51L1,BANP,0.99128988651702
RAD51L1,MAPRE2,0.959917216767949
RAD51L1,PMS1,0.99074964131864
RAD51L1,RAD51,0.884009493401919
RAD51L1,RAD51L3,0.99999999999663
RAD51L1,DSCC1,0.90726569964684
RAD51L1,APAF1,0.987630059797555
RAD51L1,C5orf34,0.792536023844226
RAD51L1,NUF2,0.765098659777191
RAD51L1,ANKHD1-EIF4EBP3,0.750912425353495
RAD51L1,C15orf39,0.974281666662507
RAD51L1,SATB2,0.755417586570803
RPL23AP64,XIRP2,0.999941156000886
C1orf189,RBM26,0.899403378949699
C1orf189,C16orf88,0.835220644504695
C1orf189,PRRC2A,0.94638151258054
C1orf189,PNMAL1,0.840871349958803
C1orf189,LSG1,0.813326104578074
C1orf189,TCEB3,0.91599098722072
C1orf189,NME7,0.999990505769863
C1orf189,OTUD4,0.752485274480411
C1orf189,MYH7,0.999511829064694
C1orf189,MYH8,0.995771659064011
C1orf189,MYH4,0.998883668878432
C1orf189,RRP7A,0.970512010444064
C1orf189,CCDC55,0.994006189918681
C1orf189,ESF1,0.963736328265571
C1orf189,RBMXL1,0.997504512508923
C1orf189,DIDO1,0.979935279365713
C1orf189,DDX46,0.969375122875083
C1orf189,DHX16,0.980449524075381
C1orf189,DNTTIP2,0.988424883454345
C1orf189,CDC5L,0.770013543731767
C1orf189,CDK11B,0.828827220182032
C1orf189,NFX1,0.964278618252751
C1orf189,HIST2H2AC,0.999923875512894
C1orf189,KHDRBS3,0.91810489321703
C1orf189,WBP11,0.879758334826338
C1orf189,TJP2,0.951574263479078
C1orf189,ZCCHC17,0.8001885377894
C1orf189,TJP1,0.777316683378505
C1orf189,SLTM,0.914584463551698
C1orf189,MTDH,0.839979433986995
C1orf189,KIF20B,0.929885401533793
C1orf189,LENG1,0.979760314056037
C1orf189,MLF1IP,0.847347491467632
C1orf189,IWS1,0.75126246934108
C1orf189,UTP11L,0.979603668599255
C1orf189,RPS6KA1,0.8821353121424
C1orf189,NEMF,0.943022826739029
C1orf189,C9orf86,0.894052485634975
C1orf189,USP36,0.980127505533432
C1orf189,SNRNP27,0.944919196938899
C1orf189,SCAF4,0.955494002831215
C1orf189,WDR46,0.997694676672228
C1orf189,DCAF13,0.984115868104906
C1orf189,RBM15B,0.789000164581566
C1orf189,PPHLN1,0.882758313314554
C1orf189,CCDC50,0.966699680271049
C1orf189,RRP36,0.978204357321267
C1orf189,GTF2F2,0.994296306027515
C1orf189,KIAA1429,0.952194177371844
C1orf189,ZC3H4,0.874107447123415
C1orf189,PRPF38B,0.981034309621494
C1orf189,BMI1,0.93819182253129
C1orf189,PCYT1A,0.817376936910693
SERF2,ZGPAT,0.89238604956719
SERF2,ESF1,0.953195645217818
SERF2,PRRC2A,0.791311262309934
SERF2,CTR9,0.901337948321069
SERF2,DHX16,0.997146294557586
SERF2,DDX52,0.963263619191628
SERF2,RRP7A,0.983442461009247
SERF2,CCDC55,0.89003014948553
SERF2,RBMXL1,0.999492370905941
SERF2,DDX46,0.901782700585458
SERF2,LEO1,0.821303089543454
SERF2,CCDC59,0.756210904088011
SERF2,PDZD11,0.928260988620417
SERF2,SPAST,0.997669061897864
SERF2,ERC1,0.997402861704721
SERF2,EIF5B,0.753309229331442
SERF2,GTPBP4,0.851685144268617
SERF2,CCDC97,0.970615882951082
SERF2,ZCCHC17,0.815341761584635
SERF2,PMPCB,0.791891300622365
SERF2,C9orf78,0.992119485116683
SERF2,TJP2,0.978784686950598
SERF2,ZAK,0.941655740554495
SERF2,MTDH,0.782001738935751
SERF2,CWC25,0.955971287705195
SERF2,RIOK2,0.997130249638315
SERF2,APOA2,0.999639312037684
SERF2,MAP9,0.931480380740378
SERF2,DNTTIP2,0.935630163679183
SERF2,IWS1,0.972735739379973
SERF2,UTP11L,0.819960259324769
SERF2,ZRANB2,0.829599838600942
SERF2,C9orf86,0.918575726618463
SERF2,RTF1,0.997671373425313
SERF2,SUPV3L1,0.809692734712398
SERF2,SNRNP27,0.987451712545679
SERF2,RIOK1,0.769847842676636
SERF2,RP9,0.755914404143068
SERF2,PAK2,0.840404578836067
SERF2,GTF2F1,0.905231779341133
SERF2,C10orf84,0.822786872986587
SERF2,MAP7,0.798916961202503
SERF2,C12orf43,0.929897199772298
SERF2,ARGLU1,0.984271730489429
SERF2,DHX38,0.880375964511867
SERF2,RRP36,0.980655776691977
SERF2,GTF2F2,0.999420067698698
SERF2,SIRT7,0.783342142898118
SERF2,SPATS2,0.908031918005107
SERF2,ZNHIT3,0.995460580209051
SERF2,PRPF38B,0.996780460163171
SERF2,GPKOW,0.991224809437709
SERF2,NOB1,0.930781010123228
SERF2,WDR46,0.979734580255427
SERF2,KIF20B,0.833803838004168
SERF2,LENG1,0.824560786583293
SERF2,NFATC2IP,0.903914278108219
SNX6,BIRC6,0.86862551633704
SNX6,BRCA2,0.887741498700316
SNX6,HAUS5,0.941080675464769
SNX6,PDE4DIP,0.996284523253235
SNX6,ATM,0.892636635636299
SNX6,SNX2,0.999897892697981
SNX6,HERC1,0.99971579167644
SNX6,TUBA4A,0.807607748543927
SNX6,SPG11,0.983045355283133
SNX6,KIAA0802,0.988503418670543
SPATA6,IP6K1,0.757221734324611
SPATA6,WDR83,0.999687479239556
SPATA6,C2orf44,0.8439629035977
SPATA6,SNX17,0.991639361571292
SPATA6,DDB2,0.987294165870478
SUMO1,RBM27,0.889874483033202
SUMO1,DHX16,0.823463954889004
SUMO1,RBMXL1,0.998039652229641
SUMO1,DDX46,0.929862190885317
SUMO1,PDZD11,0.928260988620417
SUMO1,PRRC2A,0.790715200166901
SUMO1,LSS,0.998813058380563
SUMO1,PRPF38A,0.994178175852995
SUMO1,SCAF4,0.790650989481508
SUMO1,TJP2,0.960024403001355
SUMO1,TJP1,0.865071553137365
SUMO1,SNIP1,0.826969046829231
SUMO1,CWC25,0.999219587512644
SUMO1,UTP11L,0.928418111425963
SUMO1,ZGPAT,0.839377292063588
SUMO1,C19orf29,0.812366890904794
SUMO1,UBTF,0.77348424979206
SUMO1,RP9,0.998920591206209
SUMO1,BRD3,0.878110299946289
SUMO1,RRP36,0.973732244435644
SUMO1,GTF2F2,0.924200026587936
SUMO1,PRPF38B,0.871802129181801
SUMO1,PAK2,0.840404578836067
SUMO1,MECP2,0.979767321949512
SUMO1,CBX4,0.816899355538749
SUMO1,WDR46,0.908790891235588
TMEM175,SAR1B,0.770821897949017
TPMT,POTEI,0.997638917306899
TRIM52,KIAA1967,0.763040453431782
TRIM52,NYNRIN,0.999993372306111
TRIM52,IQGAP2,0.919595856804623
TRIM52,IQGAP3,0.938687509939593
TRIM52,MYO9B,0.857191810499903
TRIM52,MYO9A,0.997224830047217
TRIM52,POLR1B,0.883623570892711
TRIM52,ASPM,0.995256945898619
TRIM52,MYO5A,0.995345093161381
TRIM52,MYO5C,0.998089244112357
TRIM52,PCNT,0.995326089125604
TRIM52,RTEL1,0.999607599754801
TRIM52,CEP350,0.999970750211971
TRIM52,IQCB1,0.999523019332894
TRIM52,PRR14L,0.994646948302479
TRIM52,NCAPG2,0.92862885948196
TRIM52,POLR1A,0.821929471569282
TRIM52,POLR3A,0.969639503077859
TRIM52,CEP290,0.999999784496147
TRIM52,MAP7D2,0.977789715590397
TRIM52,WDR76,0.82619408438764
TRIM52,CEP97,0.997026393259558
TRIM52,APPBP2,0.999900485333676
TRIM52,ZNF318,0.999922697513972
TRIM52,WDR11,0.975284205662075
TRIM52,BRCA2,0.943489450084519
TRIM52,ZNF195,0.999132598797762
TRIM52,ZNF445,0.982872436388922
TRIM52,POLR3E,0.750378333506079
TRIM52,C3orf63,0.99563011487149
TRIM52,GTF3C3,0.946473091062397
TRIM52,FAM83H,0.895018141021963
TRIM52,DNA2,0.840134493916923
TRIM52,CDK5RAP2,0.926780491657579
TRIM52,ALG13,0.95252842003275
TRIM52,CP110,0.999815374236539
TRIM52,THAP11,0.803742170188469
TRIM52,SMC2,0.777565683689721
TRIM52,DISC1,0.988134144448362
TRIM52,ZBTB5,0.999989055577686
TRIM52,RICTOR,0.99978356300372
TRIM52,CUL2,0.83375628198835
TRIM52,CCDC14,0.779660642358471
TRIM52,GTF3C1,0.811661369547037
TRIM52,NCOR1,0.833812399705042
TRIM52,FGFR1OP,0.982511839097038
TRIM52,DIP2A,0.975219897806111
TRIM52,YTHDC2,0.792935063943312
TRIM52,TRRAP,0.764170599456083
TRIM52,SETX,0.909407645532097
TRIM52,PHLDB3,0.963855387516261
TRIM52,SBF1,0.991964166742376
TRIM52,RECQL4,0.998522428133418
TRIM52,CEP164,0.999966327195762
TRIM52,TRIM24,0.944070492505583
TRIM52,ASCC3,0.751308544600363
TRIM52,SENP5,0.948260621718229
TRIM52,POLR2B,0.782865128782145
TRIM52,CTR9,0.828201626563069
TRIM52,FAM91A1,0.999724184895613
TRIM52,KLC2,0.891815516712375
TRIM52,C19orf2,0.779795967552009
TRIM52,TEP1,0.999995448685533
TRIM52,POLR2J,0.901354579308241
TRIM52,TTLL5,0.999903548424075
TRIM52,MGA,0.980985702610947
TRIM52,CCDC88A,0.948233838836543
TRIM52,ALMS1,0.997759687975058
TRIM52,INVS,0.99997237070649
TRIM52,ECD,0.782580357774312
TRIM52,MIS18BP1,0.993016225307093
TRIM52,ZNHIT6,0.978184650807668
TRIM52,SPICE1,0.999996211546452
TRIM52,SAMD11,0.999955421117285
TRIM52,ARHGEF2,0.997619202320202
TRIM52,MARCH7,0.832578035308797
TRIM52,KRBA1,0.998416035301993
TRIM52,UTP11L,0.812760485513154
TRIM52,MAPKAP1,0.999949704024528
TRIM52,KIAA1731,0.999978596231797
TRIM52,TANC1,0.999940623928023
TRIM52,KLHDC3,0.999945421131787
TRIM52,RPGRIP1L,0.99992737152522
TRIM52,ARHGAP32,0.998153804323854
TRIM52,SMTN,0.999998362101515
TRIM52,NCAPH2,0.937612155427986
TRIM52,SNAPC4,0.998816566140173
TRIM52,ZNF644,0.985517498484054
TRIM52,TRIM33,0.923407554776607
TRIM52,PDRG1,0.877182686957349
TRIM52,CENPB,0.838786175952423
TRIM52,PML,0.944505549604325
TRIM52,AZI1,0.999759981507524
TRIM52,C17orf104,0.999997184170261
TRIM52,MCM10,0.999494131049998
TRIM52,KIAA0586,0.999967171217638
TRIM52,HOOK3,0.920683757061902
TRIM52,TOP2B,0.999196489132836
TRIM52,TOP2A,0.958761066024128
TRIM52,OIP5,0.985801102727815
TRIM52,INTS7,0.86050125631985
TRIM52,L3MBTL2,0.938086301513984
