,target,prey,confidence
5824,PCBP2,PNPLA8,B-
5825,PCBP2,NOP58,B-
5826,TOPBP1,PRICKLE3,B-
5827,TOPBP1,POP7,B-
5828,TOPBP1,MRPL3,B
5829,TOPBP1,TTC31,B
5830,TOPBP1,RBM25,B-
5831,TOPBP1,ERI1,B
5832,TOPBP1,TOPBP1,A+
5833,BLZF1,TNKS,A+
5834,BLZF1,BLZF1,A+
5835,BLZF1,GORASP2,A+
5836,BLZF1,TCP11L1,B
5837,JRKL,LETMD1,B-
5838,JRKL,CCDC41,B-
5839,JRKL,TIGD2,A+
5840,JRKL,DCAF10,A-
5841,JRKL,FANCD2,A-
5842,JRKL,JRKL,A+
5843,ANXA2;ANXA2P2,PLOD1,A
5844,ANXA2;ANXA2P2,PPL,A
5845,ANXA2;ANXA2P2,PLOD2,A
5846,ANXA2;ANXA2P2,PLOD3,A+
5847,ANXA2;ANXA2P2,ANXA2;ANXA2P2,A+
5848,ANXA2;ANXA2P2,S100A10,A+
5849,ANXA2;ANXA2P2,AHNAK,A+
5850,ANXA2;ANXA2P2,AHNAK2,A
5851,ANXA2;ANXA2P2,GLT25D1,A+
5852,TMEM109,ASXL2,B
5853,TMEM109,ROBO2,B
5854,TMEM109,USP11,B
5855,TMEM109,RPN2,B+
5856,TMEM109,VDAC1,A+
5857,TMEM109,PHB,A+
5858,TMEM109,VDAC2,A+
5859,TMEM109,BCAP31,A+
5860,TMEM109,PHB2,A+
5861,TMEM109,TMEM43,A+
5862,TMEM109,TMEM109,A+
5863,TMEM109,RMND1,A+
5864,TMEM109,EXO1,B
5865,TMEM109,GOLT1B,A+
5866,PLK4,CEP152,A-
5867,PLK4,SYNPO2,A
5868,PLK4,PLK4,A+
5869,PLK4,RBFOX1;RBFOX2;RBM9,B-
5870,PLK4,ATP9A,B-
5871,PLK4,CCT6A,A-
5872,PLK4,PTDSS1,B
5873,PLK4,CCT2,B-
5874,PLK4,SDF4,B-
5875,PLK4,PNPLA8,B-
5876,PPP4R1,SEC61A1,B+
5877,PPP4R1,CTNND1,B-
5878,PPP4R1,MED24,B
5879,PPP4R1,NDUFB4,B-
5880,PPP4R1,LDHB,B
5881,PPP4R1,PPP2R1A,A+
5882,PPP4R1,PPP2R1B,A
5883,PPP4R1,PPP4C,A+
5884,PPP4R1,PPP2CA,A+
5885,PPP4R1,MAP7,A+
5886,PPP4R1,CCDC6,A+
5887,PPP4R1,FASTKD5,B
5888,PPP4R1,PPP4R1,A+
5889,XRCC6,TNRC18,B-
5890,XRCC6,ANKRD28,A+
5891,XRCC6,BAG2,B
5892,XRCC6,XRCC6,A+
5893,XRCC6,XRCC5,A+
5894,XRCC6,CSNK1A1,B-
5895,XRCC6,LIG4,A+
5896,XRCC6,DNM2,A+
5897,XRCC6,PRKDC,A+
5898,XRCC6,XRCC4,A+
5899,XRCC6,WRN,A+
5900,XRCC6,TERF2,A+
5901,XRCC6,CCDC57,B-
5902,XRCC6,TINF2,A+
5903,XRCC6,C9orf142,A+
5904,XRCC6,POT1,A+
5905,XRCC6,TERF2IP,A+
5906,AXIN1,PUF60,B-
5907,AXIN1,JUP,A
5908,AXIN1,AXIN1,A+
5909,AXIN1,JUP,A+
5910,AXIN1,APC,A+
5911,AXIN1,CTNNA1,A+
5912,AXIN1,CTNNB1,A+
5913,AXIN1,CSNK1A1,A+
5914,AXIN1,CSNK1D;CSNK1E,A
5915,AXIN1,CSNK1E,B
5916,AXIN1,GSK3B,A+
5917,AXIN1,GAPVD1,A+
5918,AXIN1,FAM123B,A+
5919,AXIN1,ARHGAP21,A+
5921,CTNNB1,JUP,C
5922,CTNNB1,APC,A+
5923,CTNNB1,CTNNA1,A+
5924,CTNNB1,CTNNB1,A+
5925,CTNNB1,FAM123B,C
5926,CTNNB1,CDH10,A+
5927,GATAD1,MORF4L1,A+
5928,GATAD1,C11orf30;EMSY,A+
5929,GATAD1,HDAC2,B
5930,GATAD1,SIN3B,A+
5931,GATAD1,DKFZp686F2281;MTA2,B
5932,GATAD1,KDM5A,A+
5933,GATAD1,HDAC1,B
5934,GATAD1,RBBP7,B
5935,GATAD1,GATAD1,A+
5936,GATAD1,PHF12,A+
5937,GATAD1,HERPUD2,B
5938,LRWD1,ADD1,B
5939,LRWD1,PRR3,B-
5940,LRWD1,TUBGCP2,A+
5941,LRWD1,ORC5,A+
5942,LRWD1,ORC4,B+
5943,LRWD1,TUBG1,A+
5944,LRWD1,ORC1,A+
5945,LRWD1,ORC2,A+
5946,LRWD1,MZT2A,A
5947,LRWD1,TUBGCP3,A+
5948,LRWD1,LCOR,B-
5949,LRWD1,TUBGCP6,A+
5950,LRWD1,ORC3,A+
5951,LRWD1,LRWD1,A+
5953,ORC2,DBC1,B-
5954,ORC2,ORC1,B+
5958,ZHX1,ZHX1,A+
5959,ZHX1,ZHX2,A+
5960,DOT1L,MLLT3,A+
5961,DOT1L,IBTK,B
5962,DOT1L,EBNA1BP2,B-
5963,DOT1L,DBC1,B-
5964,DOT1L,MLLT6,A+
5965,DOT1L,MAPK7,B-
5966,DOT1L,MLLT10,A+
5967,DOT1L,NIN,B-
5968,DOT1L,PARP16,A-
5969,DOT1L,DOT1L,A+
5970,NCBP1,LETMD1,A-
5971,NCBP1,TRRAP,B-
5972,NCBP1,RSRC1,B-
5973,NCBP1,APOL2,B-
5974,NCBP1,AP1M1,B-
5975,NCBP1,KPNA3,A+
5976,NCBP1,KPNA4,A
5977,NCBP1,GEMIN2,A
5978,NCBP1,NUPL2,B
5979,NCBP1,NFIC,A-
5980,NCBP1,UBL4A,B-
5981,NCBP1,RDBP,A
5982,NCBP1,GART,B
5983,NCBP1,PPP2R1B,B-
5984,NCBP1,SKIV2L2,C+
5985,NCBP1,KPNA2,B+
5986,NCBP1,NCBP2,A+
5987,NCBP1,NCBP2,A-
5988,NCBP1,NCBP1,B+
5989,NCBP1,RPRD2,B-
5990,NCBP1,PPRC1,B-
5991,NCBP1,BRAT1,B-
5992,NCBP1,TH1L,B-
5993,NCBP1,COBRA1,A-
5994,NCBP1,GCN1L1,B-
5995,NCBP1,SRRT,C+
5996,NCBP1,WHSC2,A
5997,NCBP1,PHAX,A-
5998,NCBP1,LYAR,B-
5999,NCBP1,DDX20,B-
6000,PKM,DBC1,B-
6001,PKM,FGG,A+
6002,PKM,UBL4A,B+
6003,PKM,PKM,A+
6004,PKM,PKM;PKM2,A+
6005,PKM,GMPS,A+
6006,PKM,RABGAP1L,A-
6007,PKM,ZFYVE21,B-
6008,TPI1,CUX1,B
6009,TPI1,TPI1,A+
6010,TPI1,CHAF1A,B-
6011,TPI1,EEA1,B
6012,EMC1,EMC8,A+
6013,EMC1,SRSF10,B-
6014,EMC1,EMC2,A+
6015,EMC1,EMC4,A+
6016,EMC1,EMC10,A+
6017,EMC1,MMGT1,A+
6018,EMC1,EMC1,A+
6019,EMC1,EMC7,A+
6020,EMC1,EMC3,B+
6021,ORMDL1;ORMDL2;ORMDL3,MYO1G,B-
6022,ORMDL1;ORMDL2;ORMDL3,TSPO,B-
6023,ORMDL1;ORMDL2;ORMDL3,LETMD1,B-
6024,ORMDL1;ORMDL2;ORMDL3,CPS1,B
6025,ORMDL1;ORMDL2;ORMDL3,RPS9,B-
6026,ORMDL1;ORMDL2;ORMDL3,CLK3,B-
6027,ORMDL1;ORMDL2;ORMDL3,ORMDL1;ORMDL2;ORMDL3,A+
6028,ORMDL1;ORMDL2;ORMDL3,RBCK1,B-
6029,DCTN1,DERL1,A-
6030,DCTN1,DCTN1;DKFZp686E0752,A+
6031,DCTN1,DCTN2,A+
6032,DCTN1,CCDC41,B
6033,DCTN1,DCTN6,A+
6034,DCTN1,UQCRQ,B-
6035,DCTN1,MRPS12,B-
6036,DCTN1,DCTN3,A+
6037,DCTN1,ACTR1B,B+
6038,DCTN1,CAPZA2,B+
6039,DCTN1,CAPZB,B+
6040,DCTN1,PTDSS1,B-
6041,DCTN1,CAPZA1,B+
6042,DCTN1,ACTR1A,A+
6043,DCTN1,DCTN1,A+
6044,DCTN1,TRIP11,B-
6045,DCTN1,ANKLE2,A
6046,DCTN1,KIF16B,A-
6047,DCTN1,DCTN5,A+
6048,DCTN1,CEP250,B-
6049,DCTN1,DYNLRB1,B+
6050,DCTN1,ACTR10,A+
6051,DCTN1,DCTN4,A+
6052,DCTN1,DYNC1LI1,A+
6053,CDK16,CDK16,A+
6054,CDK16,CCNYL1,A
6055,CDK16,ISG20L2,B-
6056,PIK3R1,PIK3R1,A+
6057,PIK3R1,PIK3CA,A+
6058,PIK3R1,PIK3CB,A+
6059,PIK3R1,CHAF1A,B-
6060,PIK3R1,PIK3CD,A+
6061,PIK3R1,NYAP2,A+
6062,PIK3R1,IRS2,A+
6063,PKN2,TRAM1,B
6064,PKN2,TMUB1,A+
6065,PKN2,EEF1D,B
6066,PKN2,EEF1E1;hCG_2043275,B-
6067,PKN2,ERLIN1,B-
6068,PKN2,VAPB,A
6069,PKN2,SGPL1,B
6070,PKN2,EPRS,B
6071,PKN2,DARS;DKFZp781B11202,B-
6072,PKN2,ATP2A2,B-
6073,PKN2,BTF3,B
6074,PKN2,VARS,A+
6075,PKN2,EEF1G,B
6076,PKN2,EEF1D,A+
6077,PKN2,SOAT1,B
6078,PKN2,IARS,B
6079,PKN2,RARS,B-
6080,PKN2,MARS,B
6081,PKN2,CKAP4,A
6082,PKN2,KARS,B-
6083,PKN2,PKN2,A+
6085,PKN2,RABL3,A+
6086,PKN2,WDR74,B-
6087,PKN2,TRMT1L,B-
6088,PKN2,KTN1,A
6089,PKN2,MBOAT7,B
6090,PKN2,LARS,A
6091,WHSC1L1,LSM3,B-
6092,WHSC1L1,KDM1B,A+
6093,WHSC1L1,WHSC1L1,A+
6094,FGFR1OP,KIFC3,B
6095,FGFR1OP,WDR67,A+
6096,FGFR1OP,PCM1,A+
6097,FGFR1OP,CCDC18,A+
6098,FGFR1OP,CEP78,A+
6099,FGFR1OP,WDR90,A+
6100,FGFR1OP,TTLL5,B+
6101,FGFR1OP,FOPNL,A+
6102,FGFR1OP,CCDC14,A+
6103,FGFR1OP,N4BP3,B+
6104,FGFR1OP,OFD1,A+
6105,FGFR1OP,PCNT,B+
6106,FGFR1OP,FGFR1OP,A+
6107,FGFR1OP,PRKAR2A,A+
6108,FGFR1OP,PPP2R1A,A
6109,FGFR1OP,PPP2R1B,A
6110,FGFR1OP,VDAC2,B
6111,FGFR1OP,CSNK1D;CSNK1E,B+
6112,FGFR1OP,RAB7A,B
6113,FGFR1OP,RAB14,B+
6114,FGFR1OP,SQSTM1,B-
6116,FGFR1OP,CSPP1,A+
6117,FGFR1OP,KIAA0753,A+
6118,FGFR1OP,CCDC57,A+
6119,FGFR1OP,C2CD3,B+
6120,FGFR1OP,CEP170,B
6121,FGFR1OP,CEP350,A+
6122,FGFR1OP,MCM10,A+
6123,FGFR1OP,KIAA1328,A+
6124,FGFR1OP,MIB1,A+
6125,FGFR1OP,SPICE1,B+
6126,FGFR1OP,PPP1R13L,A+
6127,FGFR1OP,PIBF1,A+
6128,FGFR1OP,C14ORF10;PPP2R3C,A+
6129,FGFR1OP,CEP95,A+
6130,FGFR1OP,CCDC138,A+
6131,FGFR1OP,SCLT1,A+
6132,FGFR1OP,BBS4,A+
6133,FGFR1OP,CDK5RAP2,B
6134,FGFR1OP,AKAP9,B
6135,FGFR1OP,CCDC77,A+
6137,FGFR1OP,KIAA1731,A+
6138,FGFR1OP,CEP72,A+
6139,FGFR1OP,AZI1,A+
6140,FGFR1OP,SSX2IP,A+
6141,FGFR1OP,CCDC61,A+
6142,SSNA1,SSNA1,A+
6143,SSNA1,NCAPD3,B-
6144,SSNA1,NUP98,B
6145,SSNA1,MRPS9,B-
6146,CEP104,CCP110,A+
6147,CEP104,CEP104,A+
6148,CEP104,PCM1,A
6149,CEP104,KIF24,A+
6150,CEP104,CEP97,A
6151,CEP104,NEK1,B+
6152,CEP104,AZI1,A
6153,ACTR1B,DCTN2,A+
6154,ACTR1B,VEZT,A+
6155,ACTR1B,SYNPO2,A
6156,ACTR1B,OBSCN,B
6157,ACTR1B,DCTN6,A+
6158,ACTR1B,PRPF40A,B-
6159,ACTR1B,DCTN3,A+
6160,ACTR1B,SVIL,B-
6161,ACTR1B,TCP1,B-
6162,ACTR1B,CCT6A,B-
6163,ACTR1B,ACTR1B,A+
6164,ACTR1B,CAPZA2,A+
6165,ACTR1B,CAPZB,A+
6166,ACTR1B,CCT5,B-
6167,ACTR1B,CCT3,B
6168,ACTR1B,CCT8,A
6169,ACTR1B,CCT4,B-
6170,ACTR1B,CAPZA1,A+
6171,ACTR1B,ACTR1A,A+
6172,ACTR1B,CCT2,B
6173,ACTR1B,YWHAH,B-
6174,ACTR1B,MTA1,B-
6175,ACTR1B,DCTN1,A+
6176,ACTR1B,DCTN5,A+
6177,ACTR1B,PDCL3,A+
6178,ACTR1B,POLR3B,B-
6179,ACTR1B,ACTR10,A+
6180,ACTR1B,DCTN4,A+
6181,IFFO1;IFFO2,TAGLN2,B-
6182,IFFO1;IFFO2,RBM25,B-
6183,IFFO1;IFFO2,TXNL4A,B-
6184,IFFO1;IFFO2,IFFO1;IFFO2,A+
6185,IFFO1;IFFO2,MIER1,B-
6186,IFFO1;IFFO2,DYNC2LI1,B-
6187,IFFO1;IFFO2,LSM14B,B-
6188,IFFO1;IFFO2,B4GALT7,B-
6189,KIF2A,GMDS,A-
6190,KIF2A,KIF2A,A+
6192,KIF2A,ORMDL1;ORMDL2;ORMDL3,B-
6193,KIF2A,LARP4,B-
6194,KIF2A,ARHGEF17,B-
6195,KIF2A,KIF2C,A+
6196,CEP72,WDR67,A+
6197,CEP72,PCM1,A+
6198,CEP72,CCDC18,A+
6199,CEP72,CEP78,B+
6200,CEP72,WDR90,A+
6201,CEP72,ROBO2,B
6202,CEP72,TTLL5,B+
6203,CEP72,FOPNL,A+
6204,CEP72,CCDC14,A+
6205,CEP72,BAG1,B-
6206,CEP72,N4BP3,A+
6207,CEP72,SIPA1L3,B-
6208,CEP72,OFD1,A+
6209,CEP72,CLPX,B
6210,CEP72,CLU,B-
6211,CEP72,PRKAR2A,B+
6212,CEP72,CSNK1E,B+
6213,CEP72,RUNX1,A
6215,CEP72,CSPP1,A+
6216,CEP72,KIAA0753,A+
6217,CEP72,MRPL28,B-
6218,CEP72,CEP170,B+
6219,CEP72,CEP350,B+
6220,CEP72,MCM10,B+
6221,CEP72,FASTKD5,B
6222,CEP72,PHLDB2,B
6223,CEP72,KIAA1328,A+
6224,CEP72,MIB1,A+
6225,CEP72,AVL9,B-
6226,CEP72,PIBF1,A+
6227,CEP72,CEP95,A+
6228,CEP72,CCDC138,C
6229,CEP72,BBS4,C+
6230,CEP72,MMS19,A
6231,CEP72,CCDC77,A+
6233,CEP72,LZTS2,A-
6234,CEP72,TRIM56,B
6235,CEP72,KIAA1731,A+
6236,CEP72,CEP72,A+
6237,CEP72,AZI1,A+
6238,CEP72,SSX2IP,A+
6239,CEP72,CCDC61,A+
6240,TAOK2,EIF4G1,B-
6241,TAOK2,PPP1R18,B
6242,TAOK2,CLU,B
6243,TAOK2,UPF1,B
6244,TAOK2,CHMP4B,A+
6245,TAOK2,RCOR3,B
6246,TAOK2,TAOK2,A+
6247,ELAVL1,ELAVL2,A+
6248,ELAVL1,MRPL27,B
6249,ELAVL1,SNRNP70,B
6250,ELAVL1,ELAVL1,A+
6251,ELAVL1,LRRC16A,A
6252,ELAVL1,CEP128,B
6253,ELAVL1,UPF1,B+
6254,ELAVL1,SPG11,A
6255,ELAVL1,USP24,B-
6256,PPP2R2A,RBM7,B-
6257,PPP2R2A,GC,A
6258,PPP2R2A,PPP2R1A,A+
6259,PPP2R2A,PPP2R1B,A
6260,PPP2R2A,YARS,B-
6261,PPP2R2A,RPS28,B-
6262,PPP2R2A,PPP2R2A,A+
6263,PPP2R2A,PPP2CA,A+
6264,PPP2R2A,FOXC1,A
6265,PPP2R2A,FBXL16,A+
6266,PPP2R2A,FAM122A,A+
6267,PPP2R2A,FOXC2,A
6268,PPP2R2A,ECSIT,A
6269,PPP2R2A,RAB11FIP5,A-
6270,PPP2R2A,CDCA4,A+
6271,KIF2A,CEP192,B-
6272,KIF2A,ROBO2,B-
6275,KIF2A,GNS,B
6276,KIF2A,NFKBIL1,B-
6277,KIF2A,GADD45GIP1,B-
6278,KIF2A,SLC35E1,B-
6280,KIF2A,TRIOBP,B-
6281,PHOSPHO1,mdm2;MDM2,A+
6282,PHOSPHO1,SLC4A2,A
6283,PHOSPHO1,MTOR,B-
6284,PHOSPHO1,STXBP1,B-
6285,PHOSPHO1,KIAA2013,B
6286,PHOSPHO1,PHOSPHO1,A+
6287,PHOSPHO1,CHTF18,A+
6288,PHOSPHO1,SLC25A19,B-
6289,SACM1L,COPB2,A+
6290,SACM1L,COPZ1,A+
6291,SACM1L,EFR3A,A
6292,SACM1L,COPE,A+
6293,SACM1L,CLPX,B
6294,SACM1L,RPN1,B-
6295,SACM1L,ATP5B,B-
6296,SACM1L,DDOST,B
6297,SACM1L,ARCN1,A+
6298,SACM1L,COPB1,A+
6299,SACM1L,COPA,A+
6300,SACM1L,LCOR,B
6301,SACM1L,CDC5L,B-
6302,SACM1L,SMC4,B-
6303,SACM1L,SACM1L,A+
6304,SACM1L,COPG2,A+
6305,SACM1L,KLHDC2,B
6306,SACM1L,COPG1,A+
6307,MPP6,RBM10,B-
6308,MPP6,RASIP1,A+
6309,MPP6,CEP128,B+
6310,MPP6,CORO2A,A
6311,MPP6,LIN7C,A+
6312,MPP6,MPP6,A+
6313,CSDE1,ABHD16A;BAT5,A+
6314,CSDE1,STRAP,A+
6315,CSDE1,PABPC4L,A
6316,CSDE1,TXNDC9,A
6317,CSDE1,DUSP11,B-
6318,CSDE1,CSDE1,A+
6319,CSDE1,EIF4H,A+
6320,CSDE1,TMEM131,B
6321,CSDE1,LCOR,B
6322,CSDE1,PLEKHA3,C
6323,CSDE1,DDX41,B
6324,CLTB,MYO6,C+
6325,CLTB,WNK1,B+
6326,CLTB,STON2,A+
6327,CLTB,PICALM,A+
6328,CLTB,SEC16A,A+
6329,CLTB,PIK3C2A,A+
6330,CLTB,GAK,B
6332,CLTB,HIP1R,A+
6333,CLTB,AP2A2,B+
6334,CLTB,AP2A1,A+
6335,CLTB,CLTA,A+
6336,CLTB,CLTB,A+
6337,CLTB,EPS15,A+
6338,CLTB,NUMB,A+
6339,CLTB,CLTCL1,A+
6340,CLTB,AP2S1,A+
6341,CLTB,SEC13,A+
6342,CLTB,AP2B1,A+
6343,CLTB,DAB2,A+
6344,CLTB,CLTC,A+
6345,CLTB,FCHO2,A+
6347,CLTB,CLINT1,A+
6349,CLTB,AAK1,A+
6350,CLTB,FAM83B,B
6351,CLTB,TNRC6A,B
6352,CLTB,DENND1A,A+
6353,CLTB,AP2M1,A+
6354,CLTB,SLC25A19,B-
6355,CLTB,BMP2K,A+
6356,CLTB,GTSE1,A+
6358,CSDE1,HEATR5A,B
6361,CSDE1,PPIA,B-
6362,CSDE1,PLEKHA3,A+
6363,VIM,PSIP1,B+
6364,VIM,FLOT1,B+
6365,VIM,VIM,A+
6366,VIM,UBTF,B
6367,VIM,RPL12,B-
6368,VIM,NMT1,B-
6369,VIM,DDOST,B-
6370,VIM,RPS7,B-
6371,VIM,MTA1,B-
6372,VIM,TH1L,B
6373,VIM,NUP133,B-
6374,VIM,NAT10,B
6375,VIM,NO66,B
6376,VIM,SYNC,A
6377,VIM,XPNPEP3,A
6378,GSK3B,AXIN1,A+
6379,GSK3B,CD3EAP,B-
6380,GSK3B,PRKAR1A,A+
6381,GSK3B,APC,A+
6382,GSK3B,GSK3B,A+
6383,MLLT1,MLLT3,A+
6384,MLLT1,AFF1,A+
6385,MLLT1,CDK16,B-
6386,MLLT1,ELL2,A+
6387,MLLT1,CCNT1,B
6388,MLLT1,CCNT2,A+
6389,MLLT1,PHF14,B
6390,MLLT1,TRIM27,B
6391,MLLT1,CDK9,A+
6393,MLLT1,MLLT6,A+
6394,MLLT1,ELL,A+
6395,MLLT1,MLLT1,A+
6396,MLLT1,RING1,B
6397,MLLT1,NOL9,B-
6398,MLLT1,MLLT10,A+
6399,MLLT1,NHS,B
6400,MLLT1,BCOR,A
6401,MLLT1,PHC3,A
6402,MLLT1,DOT1L,A+
6403,MLLT1,RNF2,B-
6404,MLLT1,CSTF2T,B
6405,MLLT1,CBX8,A
6406,MLLT1,AFF4,A+
6407,SETD5,NCOR2,B+
6408,SETD5,TTLL5,B-
6409,SETD5,NCOR1,A
6410,SETD5,ANKRD11,A+
6411,SETD5,PARP16,B-
6412,SETD5,TBL1XR1,A+
6413,SETD5,SETD5,A+
6414,GEMIN5,SNRPD3,A+
6415,GEMIN5,STRAP,A
6416,GEMIN5,DECR1,B+
6417,GEMIN5,LPIN1,A+
6418,GEMIN5,PFDN1,A
6419,GEMIN5,SMN1,A+
6420,GEMIN5,UBR5,B-
6421,GEMIN5,DDX3X;DDX3Y,B-
6422,GEMIN5,GEMIN2,A+
6423,GEMIN5,SNRNP70,A+
6424,GEMIN5,TXN,A
6425,GEMIN5,ZFP36L2,B+
6426,GEMIN5,GEMIN4,A
6427,GEMIN5,SNRPD1,B+
6428,GEMIN5,SNRPD2,B+
6429,GEMIN5,ETF1,B-
6430,GEMIN5,LSM11,A+
6431,GEMIN5,GOLGA4,B-
6432,GEMIN5,HIST2H2AA3;HIST2H2AC,B-
6433,GEMIN5,GEMIN5,A+
6434,GEMIN5,GEMIN6,A+
6435,GEMIN5,SYNC,B-
6436,GEMIN5,GEMIN7,A+
6437,GEMIN5,GEMIN8,A+
6438,GEMIN5,DDX20,A+
6439,CPSF7,ZNF766,B-
6440,CPSF7,WWP2,B+
6441,CPSF7,NUDT21,B+
6442,CPSF7,DBC1,B
6443,CPSF7,CPSF6,C+
6444,CPSF7,CPSF7,A+
6445,SOX17,EBNA1BP2,B
6446,SOX17,EEFSEC,B
6447,SOX17,RPL38,B
6448,SOX17,SOX17,A+
6449,SOX17,HOMER3,A+
6450,ATAD2,SPTBN2,B-
6451,ATAD2,ATAD2,A+
6452,ZNF644,EHMT2,A+
6453,ZNF644,WIZ,A
6454,ZNF644,ATP9A,B-
6455,ZNF644,ACVR1B,B-
6456,ZNF644,UHRF1BP1,B
6457,ZNF644,TCTN3,B-
6458,ZNF644,CSPG4,B-
6459,ZNF644,PARP16,B-
6460,ZNF644,CHAMP1,B-
6461,ZNF644,ADNP,B-
6462,ZNF644,ZNF644,A+
6463,ZNF644,EHMT1,A+
6464,ZNF644,ZMYM2,B
6465,ZNF644,CDYL,A
6466,DGCR8,DGCR8,A+
6467,DGCR8,HNRNPUL1,B
6468,DGCR8,DROSHA,A+
6469,DGCR8,KIF15,B-
6470,DGCR8,TLN2,B-
6471,SPAST,VPS37C,A+
6472,SPAST,STOM,B+
6473,SPAST,PDCD6IP,A+
6474,SPAST,TM9SF1,A+
6475,SPAST,ATP6V0D1,B+
6476,SPAST,RAD9A,A
6477,SPAST,ATP6V0A1,A+
6478,SPAST,CHMP2A,B+
6479,SPAST,PDCD6,A
6480,SPAST,ATP6V1G1,A+
6481,SPAST,ERLIN1,B+
6482,SPAST,FLOT1,A+
6483,SPAST,CLTA,A
6484,SPAST,CPM,A
6485,SPAST,ATP6V1B2,A+
6486,SPAST,SOAT1,B+
6487,SPAST,ATP6V1A,A+
6488,SPAST,CENPF,B-
6489,SPAST,IST1,A+
6490,SPAST,CLTC,B-
6491,SPAST,CAV1,B
6492,SPAST,SNTB2,B+
6493,SPAST,FLOT2,A+
6494,SPAST,ATP6AP1,A+
6495,SPAST,C19orf21,B-
6496,SPAST,MITD1,A+
6497,SPAST,TMEM66,B+
6498,SPAST,FAM125A,A+
6499,SPAST,MBOAT7,B+
6500,SPAST,CCDC115,A+
6501,SPAST,TSG101,A+
6502,SPAST,CHMP4B,A+
6503,SPAST,CHMP1A,A+
6504,SPAST,PVRL3,A
6505,SPAST,CHMP5,A+
6506,SPAST,SPAST,A+
6508,SPAST,KIDINS220,A+
6509,SPAST,CHMP2B,A+
6510,SPAST,VPS9D1,A+
6511,SPAST,CHMP3,A+
6512,SPAST,CD2AP,A+
6513,SPAST,CAPN7,A+
6514,TSG101,VPS37C,B+
6515,TSG101,CYBRD1,B+
6516,TSG101,ERLIN1,B+
6517,TSG101,IST1,C
6518,TSG101,CAV1,B+
6519,TSG101,FLOT2,B+
6520,TSG101,VPS37A,A+
6521,TSG101,GPRC5A,B+
6522,TSG101,FAM125A,A+
6523,TSG101,TSG101,A+
6524,TSG101,CHMP4B,B+
6525,TSG101,VPS37B,A+
6526,TSG101,UBAP1,A+
6527,TSG101,CHMP5,C
6528,TSG101,VPS28,A+
6529,TSG101,CHMP2B,B+
6530,TSG101,CHMP3,C
6531,MYH9,PLEKHG3,A+
6532,MYH9,ADD1,B-
6533,MYH9,ARHGAP42,A-
6534,MYH9,CORO1C,B+
6535,MYH9,CYBRD1,B
6536,MYH9,RRAS2,A+
6537,MYH9,MTFR1,A-
6538,MYH9,RAI14,A+
6539,MYH9,CD44,B+
6540,MYH9,FLII,B+
6541,MYH9,ITPR1,B+
6542,MYH9,MYO6,B+
6543,MYH9,DST,A+
6544,MYH9,LIMCH1,A+
6545,MYH9,LMO7,A
6546,MYH9,LMO7,B+
6547,MYH9,GSN,B+
6548,MYH9,SPECC1L,A+
6549,MYH9,KIAA1211,A+
6550,MYH9,TJP2,A+
6551,MYH9,SSH2,B+
6552,MYH9,FGD4,B-
6553,MYH9,PPP1R12B,A
6554,MYH9,ARPC4,B+
6555,MYH9,TJP1,A
6556,MYH9,GAS2L3,A
6557,MYH9,STON2,A+
6558,MYH9,PPP1R18,B-
6559,MYH9,MPRIP,A+
6560,MYH9,ABLIM1,A+
6561,MYH9,CALM1;CALM2;CALM3,B+
6562,MYH9,PICALM,A
6563,MYH9,TPM1,A+
6564,MYH9,RBBP8,B
6565,MYH9,SEC16A,B+
6566,MYH9,SORBS2,A+
6567,MYH9,SIPA1L1,A+
6568,MYH9,DIXDC1,B
6569,MYH9,MYL12A;MYL12B,B+
6570,MYH9,MYO1C,B+
6571,MYH9,MYO1C,A+
6573,MYH9,ABLIM1,A
6574,MYH9,PPP1R12A,A+
6575,MYH9,SPTBN2,A
6576,MYH9,ARPC1B,A+
6577,MYH9,ARPC2,B+
6578,MYH9,DAPK3,B+
6579,MYH9,EPB41L2,B-
6580,MYH9,ACTN4,A+
6581,MYH9,MYO1B,A+
6582,MYH9,SIPA1L3,A
6583,MYH9,COBL,A+
6584,MYH9,FLNB,A
6585,MYH9,PALM,B
6586,MYH9,SVIL,A+
6587,MYH9,AP2A1,A+
6588,MYH9,TPM3,B+
6589,MYH9,ANXA2;ANXA2P2,B+
6590,MYH9,TPM2,A+
6591,MYH9,CLTA,B+
6592,MYH9,CLTB,A+
6593,MYH9,ACTN1,A
6594,MYH9,CD59,B
6595,MYH9,CPM,A+
6596,MYH9,MYL6B,A+
6597,MYH9,JUP,B
6598,MYH9,FLNA,A+
6599,MYH9,CFL1,B+
6600,MYH9,MSN,B
6601,MYH9,HMGB2,C
6602,MYH9,TMOD1,A+
6603,MYH9,SSFA2,A
6604,MYH9,MYH9,B+
6605,MYH9,MYH9,A+
6606,MYH9,SOAT1,B-
6607,MYH9,PPP1CC,B+
6608,MYH9,EPS15,B
6609,MYH9,CAPZA2,B+
6610,MYH9,CAPZB,A+
6611,MYH9,CAPZA1,B+
6612,MYH9,SEC61B,B-
6613,MYH9,MYL6,B+
6614,MYH9,S100A10,B-
6615,MYH9,DSTN,A
6616,MYH9,ACTR2,C
6617,MYH9,PPP1CA,A+
6618,MYH9,PPP1CB,C
6619,MYH9,AP2B1,B+
6620,MYH9,ACTG1,A+
